"Step","env_name: myoLegWalkT2AStiffness-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2AStiffness-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2AStiffness-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegWalkT2AVelocity-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2AVelocity-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2AVelocity-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegWalkT2AStrength-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2AStrength-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2AStrength-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean__MAX"
"4548","1866.1982","1866.1982","1866.1982","1717.7493","1717.7493","1717.7493","6840.613","6840.613","6840.613","5278.431633333334","4914.3896","5471.0825"
"4561","1867.7794","1867.7794","1867.7794","1740.5588","1740.5588","1740.5588","6603.676","6603.676","6603.676","5330.036566666667","4938.56","5658.12"
"4574","1830.8524","1830.8524","1830.8524","1748.087","1748.087","1748.087","6052.392","6052.392","6052.392","5082.4003","4611.4644","5527.298"
"4587","1836.882","1836.882","1836.882","1754.7544","1754.7544","1754.7544","6104.7563","6104.7563","6104.7563","5379.6083","5004.342","5817.2856"
"4600","1929.6228","1929.6228","1929.6228","1784.713","1784.713","1784.713","7045.4287","7045.4287","7045.4287","5641.743666666666","5273.7573","6066.377"
"4613","1882.4706","1882.4706","1882.4706","1790.8081","1790.8081","1790.8081","7138.338","7138.338","7138.338","5637.853166666667","5491.369","5837.8525"
"4626","1869.7351","1869.7351","1869.7351","1805.9503","1805.9503","1805.9503","6920.766","6920.766","6920.766","5640.803666666667","5066.7466","6073.5464"
"4639","1913.3407","1913.3407","1913.3407","1778.5269","1778.5269","1778.5269","7373.5513","7373.5513","7373.5513","5902.526366666666","5550.501","6240.3174"
"4652","1870.1031","1870.1031","1870.1031","1793.1742","1793.1742","1793.1742","6493.0054","6493.0054","6493.0054","5518.922333333333","5182.559","5776.188"
"4665","1908.9766","1908.9766","1908.9766","1750.011","1750.011","1750.011","7357.1963","7357.1963","7357.1963","5548.4942","4786.7","6080.4746"
"4678","1885.3152","1885.3152","1885.3152","1756.7007","1756.7007","1756.7007","7266.426","7266.426","7266.426","5768.046466666667","5097.5264","6245.59"
"4691","1864.3193","1864.3193","1864.3193","1772.4248","1772.4248","1772.4248","7294.312","7294.312","7294.312","5873.016200000001","5618.3706","6319.396"
"4704","1930.2559","1930.2559","1930.2559","1794.0505","1794.0505","1794.0505","7243.592","7243.592","7243.592","6009.4458","5888.853","6103.481"
"4717","1909.194","1909.194","1909.194","1724.9589","1724.9589","1724.9589","7342.613","7342.613","7342.613","6103.2268","5761.612","6495.2314"
"4730","1908.9794","1908.9794","1908.9794","1780.407","1780.407","1780.407","7152.805","7152.805","7152.805","6202.767766666667","5887.793","6460.1953"
"4743","1929.7557","1929.7557","1929.7557","1786.7439","1786.7439","1786.7439","7114.068","7114.068","7114.068","6290.6143","5936.611","6535.2905"
"4756","1918.4476","1918.4476","1918.4476","1832.2339","1832.2339","1832.2339","7403.0205","7403.0205","7403.0205","5965.728033333333","5096.1396","6564.3555"
"4769","1892.7979","1892.7979","1892.7979","1793.7603","1793.7603","1793.7603","7213.9253","7213.9253","7213.9253","6152.1387","5739.716","6543.8354"
"4782","1942.6106","1942.6106","1942.6106","1795.7997","1795.7997","1795.7997","6911.532","6911.532","6911.532","6196.021966666667","6022.4683","6442.1636"
"4795","1978.8914","1978.8914","1978.8914","1781.6768","1781.6768","1781.6768","6917.208","6917.208","6917.208","6386.3081999999995","6176.142","6730.1826"
"4808","1880.3772","1880.3772","1880.3772","1833.3555","1833.3555","1833.3555","7260.006","7260.006","7260.006","6172.136566666667","5819.79","6596.0527"
"4821","1968.8315","1968.8315","1968.8315","1800.3811","1800.3811","1800.3811","7240.1357","7240.1357","7240.1357","6414.912","6063.411","6868.845"
"4834","1950.0267","1950.0267","1950.0267","1772.9828","1772.9828","1772.9828","7268.963","7268.963","7268.963","6540.1061","5739.4097","7272.727"
"4847","1967.6595","1967.6595","1967.6595","1858.294","1858.294","1858.294","7296.813","7296.813","7296.813","6441.7210000000005","6102.06","6697.266"
"4860","1979.9554","1979.9554","1979.9554","1811.7871","1811.7871","1811.7871","7440.9834","7440.9834","7440.9834","6362.679466666667","5669.3584","6958.541"
"4873","1949.8477","1949.8477","1949.8477","1801.8763","1801.8763","1801.8763","7207.109","7207.109","7207.109","6259.899233333333","5833.659","6761.277"
"4886","1984.3011","1984.3011","1984.3011","1842.6594","1842.6594","1842.6594","7834.9995","7834.9995","7834.9995","6372.698166666666","5732.989","7189.855"
"4899","1977.5518","1977.5518","1977.5518","1830.7971","1830.7971","1830.7971","7585.381","7585.381","7585.381","6834.631333333334","6250.719","7650.729"
"4912","2010.7268","2010.7268","2010.7268","1820.7612","1820.7612","1820.7612","7409.058","7409.058","7409.058","6743.567866666667","6442.4043","7269.2427"
"4925","1967.5576","1967.5576","1967.5576","1859.1903","1859.1903","1859.1903","7296.3125","7296.3125","7296.3125","6729.473999999999","6404.604","7079.888"
"4938","1989.1738","1989.1738","1989.1738","1857.2512","1857.2512","1857.2512","7945.359","7945.359","7945.359","6940.463133333334","6654.986","7121.398"
"4951","1932.6089","1932.6089","1932.6089","1831.6584","1831.6584","1831.6584","7598.2373","7598.2373","7598.2373","6625.4795","6378.2812","6796.0903"
"4964","1954.2814","1954.2814","1954.2814","1871.9381","1871.9381","1871.9381","7527.7305","7527.7305","7527.7305","6874.893","6773.265","7024.506"
"4977","2021.842","2021.842","2021.842","1870.1975","1870.1975","1870.1975","7548.525","7548.525","7548.525","6870.132866666667","6404.859","7207.4346"
"4990","2008.299","2008.299","2008.299","1865.3257","1865.3257","1865.3257","7654.1763","7654.1763","7654.1763","6740.181666666666","6614.651","6839.147"
"5003","2032.4579","2032.4579","2032.4579","1864.7025","1864.7025","1864.7025","8011.253","8011.253","8011.253","6647.8512666666675","6001.762","7019.094"
"5016","2012.791","2012.791","2012.791","1859.4552","1859.4552","1859.4552","7651.1846","7651.1846","7651.1846","6853.2959","6300.3447","7382.3174"
"5029","1987.8582","1987.8582","1987.8582","1848.1537","1848.1537","1848.1537","8250.83","8250.83","8250.83","7155.320166666667","6670.6895","7744.0977"
"5042","2079.3157","2079.3157","2079.3157","1844.8922","1844.8922","1844.8922","8164.6426","8164.6426","8164.6426","6677.759300000001","6591.1704","6722.0347"
"5055","2036.0128","2036.0128","2036.0128","1887.9304","1887.9304","1887.9304","7343.5596","7343.5596","7343.5596","6828.917233333334","6588.303","7252.7607"
"5068","2074.9421","2074.9421","2074.9421","1838.8618","1838.8618","1838.8618","7366.923","7366.923","7366.923","7018.910866666666","6651.807","7616.597"
"5081","2034.9897","2034.9897","2034.9897","1854.6372","1854.6372","1854.6372","7144.016","7144.016","7144.016","6872.956866666666","6783.1196","6985.382"
"5094","2056.036","2056.036","2056.036","1809.9668","1809.9668","1809.9668","7772.3193","7772.3193","7772.3193","7031.259733333333","6333.1855","7387.0527"
"5107","2051.1162","2051.1162","2051.1162","1902.147","1902.147","1902.147","8106.219","8106.219","8106.219","6812.599099999999","6345.1113","7280.9116"
"5120","2031.2073","2031.2073","2031.2073","1832.2762","1832.2762","1832.2762","7992.067","7992.067","7992.067","7148.6430666666665","6812.267","7435.0186"
"5133","2033.5192","2033.5192","2033.5192","1850.0118","1850.0118","1850.0118","7896.7686","7896.7686","7896.7686","7158.705833333333","6687.654","7440.6055"
"5146","2062.618","2062.618","2062.618","1870.9158","1870.9158","1870.9158","7904.5015","7904.5015","7904.5015","7154.182466666666","6719.883","7610.6904"
"5159","2093.2898","2093.2898","2093.2898","1823.5559","1823.5559","1823.5559","8208.931","8208.931","8208.931","7246.153299999999","6944.7705","7674.727"
"5172","2103.0562","2103.0562","2103.0562","1880.0728","1880.0728","1880.0728","7781.7793","7781.7793","7781.7793","7066.412499999999","6950.173","7153.94"
"5185","2097.5906","2097.5906","2097.5906","1852.4701","1852.4701","1852.4701","7728.3867","7728.3867","7728.3867","7174.262699999999","6982.0513","7301.0005"
"5198","2083.234","2083.234","2083.234","1901.1008","1901.1008","1901.1008","8002.767","8002.767","8002.767","7289.117066666666","6711.922","7926.7485"
"5211","2106.6538","2106.6538","2106.6538","1860.3749","1860.3749","1860.3749","7615.8623","7615.8623","7615.8623","7248.1465","7087.7383","7377.5747"
"5224","2072.2175","2072.2175","2072.2175","1891.2433","1891.2433","1891.2433","7975.624","7975.624","7975.624","7187.565833333334","6936.381","7571.3145"
"5237","2059.648","2059.648","2059.648","1893.1876","1893.1876","1893.1876","8205.776","8205.776","8205.776","7214.1849","7060.6157","7324.819"
"5250","2089.2732","2089.2732","2089.2732","1904.2175","1904.2175","1904.2175","8476.781","8476.781","8476.781","7297.303599999999","7231.884","7368.4985"
"5263","2126.358","2126.358","2126.358","1884.576","1884.576","1884.576","8197.043","8197.043","8197.043","7322.9137","6877.5693","7875.6943"
"5276","2090.182","2090.182","2090.182","1910.3627","1910.3627","1910.3627","7917.616","7917.616","7917.616","7634.684066666668","7341.247","7974.1846"
"5289","2106.3606","2106.3606","2106.3606","1861.41","1861.41","1861.41","7970.7227","7970.7227","7970.7227","7523.011833333334","7255.425","7668.569"
"5302","2197.5032","2197.5032","2197.5032","1914.9562","1914.9562","1914.9562","7831.767","7831.767","7831.767","7559.7536666666665","7313.258","7771.859"
"5315","2135.3542","2135.3542","2135.3542","1874.2205","1874.2205","1874.2205","8536.537","8536.537","8536.537","7494.103566666668","7291.1953","7692.3364"
"5328","2173.934","2173.934","2173.934","1921.2145","1921.2145","1921.2145","8218.796","8218.796","8218.796","7517.4316","7315.5107","7832.1567"
"5341","2141.2378","2141.2378","2141.2378","1917.6957","1917.6957","1917.6957","8356.803","8356.803","8356.803","7820.047466666667","7560.561","7964.118"
"5354","2138.0872","2138.0872","2138.0872","1972.4388","1972.4388","1972.4388","8530.108","8530.108","8530.108","7517.332966666666","7206.4316","7893.372"
"5367","2162.0784","2162.0784","2162.0784","1883.7845","1883.7845","1883.7845","8495.697","8495.697","8495.697","7437.797766666667","7043.7607","7724.2236"
"5380","2224.4155","2224.4155","2224.4155","1887.34","1887.34","1887.34","8036.8516","8036.8516","8036.8516","7369.601299999999","6939.884","7693.6733"
"5393","2133.2615","2133.2615","2133.2615","1895.5951","1895.5951","1895.5951","8179.267","8179.267","8179.267","7456.411800000001","7274.6143","7780.5444"
"5406","2151.4243","2151.4243","2151.4243","1961.4594","1961.4594","1961.4594","8342.074","8342.074","8342.074","7355.988766666666","7120.4976","7690.5024"
"5419","2178.8376","2178.8376","2178.8376","1958.3894","1958.3894","1958.3894","8276.703","8276.703","8276.703","7449.561433333333","7143.8853","7721.14"
"5432","2165.1135","2165.1135","2165.1135","1949.1454","1949.1454","1949.1454","8345.926","8345.926","8345.926","7830.074766666666","7607.1123","8004.672"
"5445","2184.0046","2184.0046","2184.0046","1979.7251","1979.7251","1979.7251","7912.5474","7912.5474","7912.5474","7619.961833333334","7515.0225","7738.545"
"5458","2228.4585","2228.4585","2228.4585","1937.8334","1937.8334","1937.8334","8288.184","8288.184","8288.184","7495.4241","7213.3896","7680.5737"
"5471","2199.5337","2199.5337","2199.5337","1928.5233","1928.5233","1928.5233","8161.5586","8161.5586","8161.5586","7526.786233333332","7026.267","8028.474"
"5484","2202.1362","2202.1362","2202.1362","1942.5835","1942.5835","1942.5835","8239.237","8239.237","8239.237","7741.7067","7461.5474","8140.269"
"5497","2177.3167","2177.3167","2177.3167","1916.9788","1916.9788","1916.9788","8385.24","8385.24","8385.24","7454.998733333334","7174.6865","7951.0547"
"5510","2234.8857","2234.8857","2234.8857","1918.0219","1918.0219","1918.0219","8673.884","8673.884","8673.884","7635.255833333334","7166.9385","8229.877"
"5523","2250.3381","2250.3381","2250.3381","1928.5613","1928.5613","1928.5613","8586.469","8586.469","8586.469","7639.0228","7526.9663","7841.1626"
"5536","2214.9722","2214.9722","2214.9722","1946.4622","1946.4622","1946.4622","8701.274","8701.274","8701.274","7507.107033333334","7323.2427","7631.0054"
"5549","2186.0393","2186.0393","2186.0393","2003.1324","2003.1324","2003.1324","8402.085","8402.085","8402.085","7579.0292","7484.05","7644.165"
"5562","2217.9612","2217.9612","2217.9612","1939.1165","1939.1165","1939.1165","7890.4316","7890.4316","7890.4316","7719.633366666666","7513.986","8007.5176"
"5575","2207.9812","2207.9812","2207.9812","1905.4547","1905.4547","1905.4547","8531.858","8531.858","8531.858","7612.540533333333","7195.9146","7827.651"
"5588","2233.7087","2233.7087","2233.7087","1995.8374","1995.8374","1995.8374","8414.178","8414.178","8414.178","7544.458833333333","7026.39","7840.569"
"5601","2251.8154","2251.8154","2251.8154","1929.4875","1929.4875","1929.4875","8591.874","8591.874","8591.874","7652.657","7537.555","7850.839"
"5614","2275.1606","2275.1606","2275.1606","2031.0883","2031.0883","2031.0883","8616.729","8616.729","8616.729","7885.319766666667","7786.674","7960.5083"
"5627","2250.5532","2250.5532","2250.5532","1957.9147","1957.9147","1957.9147","8258.113","8258.113","8258.113","7982.188899999998","7481.6113","8342.47"
"5640","2226.513","2226.513","2226.513","1981.0183","1981.0183","1981.0183","8381.959","8381.959","8381.959","7593.211866666667","7106.574","8037.13"
"5653","2206.6848","2206.6848","2206.6848","2007.3647","2007.3647","2007.3647","8430.205","8430.205","8430.205","7778.189566666667","7382.797","8234.28"
"5666","2256.3792","2256.3792","2256.3792","1994.8992","1994.8992","1994.8992","8291.624","8291.624","8291.624","8076.282766666666","7812.4653","8332.956"
"5679","2218.5254","2218.5254","2218.5254","1984.4286","1984.4286","1984.4286","8307.489","8307.489","8307.489","7883.046333333333","7484.111","8218.702"
"5692","2359.9836","2359.9836","2359.9836","1998.6423","1998.6423","1998.6423","8359.091","8359.091","8359.091","7839.323666666667","7439.177","8213.04"
"5705","2255.1309","2255.1309","2255.1309","2023.171","2023.171","2023.171","8573.321","8573.321","8573.321","7868.5718333333325","7436.0215","8492.346"
"5718","2267.3684","2267.3684","2267.3684","1997.1957","1997.1957","1997.1957","8801.704","8801.704","8801.704","8064.875266666667","7299.2734","8762.41"
"5731","2260.5872","2260.5872","2260.5872","2031.3265","2031.3265","2031.3265","8784.714","8784.714","8784.714","8078.250566666667","7604.894","8470.491"
"5744","2260.0962","2260.0962","2260.0962","1997.6804","1997.6804","1997.6804","8603.948","8603.948","8603.948","7866.469166666667","7529.92","8205.968"
"5757","2296.6123","2296.6123","2296.6123","1970.1051","1970.1051","1970.1051","8201.772","8201.772","8201.772","7908.733333333334","7768.694","8169.028"
"5770","2341.9045","2341.9045","2341.9045","2051.19","2051.19","2051.19","8408.581","8408.581","8408.581","8066.811233333334","7806.733","8249.978"
"5783","2269.383","2269.383","2269.383","1999.4722","1999.4722","1999.4722","8458.179","8458.179","8458.179","7991.799466666667","7760.2114","8224.77"
"5796","2341.4055","2341.4055","2341.4055","2032.639","2032.639","2032.639","8599.105","8599.105","8599.105","8028.983333333333","7699.242","8464.1455"
"5809","2297.8486","2297.8486","2297.8486","2021.2085","2021.2085","2021.2085","8831.485","8831.485","8831.485","7565.711900000001","7350.506","7700.6367"
"5822","2338.7642","2338.7642","2338.7642","1961.7192","1961.7192","1961.7192","8728.57","8728.57","8728.57","7966.806133333333","7508.475","8480.21"
"5835","2292.9172","2292.9172","2292.9172","1941.209","1941.209","1941.209","8226.677","8226.677","8226.677","8197.991433333334","7733.4146","8794.881"
"5848","2259.4207","2259.4207","2259.4207","1996.2861","1996.2861","1996.2861","8443.223","8443.223","8443.223","7830.393133333334","7431.499","8281.677"
"5861","2406.5383","2406.5383","2406.5383","2004.4413","2004.4413","2004.4413","8461.051","8461.051","8461.051","8219.12","8030.923","8374.509"
"5874","2376.6958","2376.6958","2376.6958","2021.4504","2021.4504","2021.4504","8248.741","8248.741","8248.741","8025.481333333333","7501.866","8383.859"
"5887","2287.265","2287.265","2287.265","2033.8269","2033.8269","2033.8269","8305.246","8305.246","8305.246","7882.940133333333","7672.8584","8259.648"
"5900","2362.369","2362.369","2362.369","2034.2881","2034.2881","2034.2881","8522.937","8522.937","8522.937","8046.766","7799.803","8524.952"
"5913","2304.2065","2304.2065","2304.2065","1970.8448","1970.8448","1970.8448","8577.954","8577.954","8577.954","8132.0775","7703.4775","8726.772"
"5926","2352.7292","2352.7292","2352.7292","2052.6882","2052.6882","2052.6882","8674.243","8674.243","8674.243","8161.472666666666","8019.142","8388.03"
"5939","2357.2666","2357.2666","2357.2666","2024.771","2024.771","2024.771","8546.6","8546.6","8546.6","8239.044166666667","7766.4395","8493.144"
"5952","2400.4497","2400.4497","2400.4497","1987.5797","1987.5797","1987.5797","8846.843","8846.843","8846.843","8047.002233333333","7848.8833","8278.224"
"5965","2385.3557","2385.3557","2385.3557","2030.2208","2030.2208","2030.2208","8939.843","8939.843","8939.843","7973.047766666666","7716.7397","8417.576"
"5978","2343.3398","2343.3398","2343.3398","1994.5188","1994.5188","1994.5188","8756.504","8756.504","8756.504","8314.654466666667","7893.9814","8789.067"
"5991","2390.0972","2390.0972","2390.0972","1991.7198","1991.7198","1991.7198","8996.677","8996.677","8996.677","8379.526766666668","8021.8223","8815.856"
"6004","2391.6143","2391.6143","2391.6143","2006.9338","2006.9338","2006.9338","8770.952","8770.952","8770.952","8304.970666666666","7929.2437","8876.784"
"6017","2347.5122","2347.5122","2347.5122","2003.9564","2003.9564","2003.9564","8510.208","8510.208","8510.208","8216.071000000002","7728.3115","8810.547"
"6030","2416.8704","2416.8704","2416.8704","2029.333","2029.333","2029.333","8779.109","8779.109","8779.109","8167.256666666667","7844.3203","8532.397"
"6043","2396.432","2396.432","2396.432","2080.0576","2080.0576","2080.0576","8110.628","8110.628","8110.628","8173.957666666666","7783.537","8420.927"
"6056","2426.2317","2426.2317","2426.2317","1977.4055","1977.4055","1977.4055","7973.0127","7973.0127","7973.0127","8057.318133333333","7689.8594","8254.347"
"6069","2349.3135","2349.3135","2349.3135","1998.1508","1998.1508","1998.1508","8396.842","8396.842","8396.842","8270.659099999999","7713.4253","8851.891"
"6082","2396.1118","2396.1118","2396.1118","2015.0598","2015.0598","2015.0598","8727.102","8727.102","8727.102","8465.773133333334","7944.1494","8878.795"
"6095","2432.9429","2432.9429","2432.9429","2068.4778","2068.4778","2068.4778","8417.181","8417.181","8417.181","8094.652033333333","8026.5767","8186.5527"
"6108","2370.6055","2370.6055","2370.6055","2059.5708","2059.5708","2059.5708","8753.669","8753.669","8753.669","7893.601466666667","7337.0044","8366.27"
"6121","2455.3474","2455.3474","2455.3474","2079.3528","2079.3528","2079.3528","9116.602","9116.602","9116.602","8138.622566666666","7719.8867","8366.764"
"6134","2442.676","2442.676","2442.676","2052.8667","2052.8667","2052.8667","8440.194","8440.194","8440.194","7973.4037","7860.9336","8195.467"
"6147","2370.0012","2370.0012","2370.0012","2060.0913","2060.0913","2060.0913","8522.293","8522.293","8522.293","8241.625","8075.288","8367.752"
"6160","2358.013","2358.013","2358.013","2058.205","2058.205","2058.205","8709.603","8709.603","8709.603","8255.85","7973.444","8602.498"
"6173","2416.728","2416.728","2416.728","2094.7004","2094.7004","2094.7004","8646.745","8646.745","8646.745","8281.123666666666","8049.19","8423.759"
"6186","2557.1707","2557.1707","2557.1707","2035.024","2035.024","2035.024","8686.742","8686.742","8686.742","8339.855866666667","8136.1636","8648.585"
"6199","2431.2603","2431.2603","2431.2603","2133.6292","2133.6292","2133.6292","8585.48","8585.48","8585.48","8623.345333333333","8426.202","8865.051"
"6212","2438.347","2438.347","2438.347","2074.972","2074.972","2074.972","8144.7217","8144.7217","8144.7217","8289.032633333334","8187.6445","8489.347"
"6225","2456.5818","2456.5818","2456.5818","2089.6614","2089.6614","2089.6614","8211.547","8211.547","8211.547","8435.577","8169.564","8784.166"
"6238","2515.5598","2515.5598","2515.5598","2072.1335","2072.1335","2072.1335","8167.456","8167.456","8167.456","8468.106","8264.729","8872.802"
"6251","2460.8357","2460.8357","2460.8357","2059.7659","2059.7659","2059.7659","8162.1016","8162.1016","8162.1016","8284.0049","7930.6597","8540.101"
"6264","2476.4084","2476.4084","2476.4084","2112.081","2112.081","2112.081","8563.769","8563.769","8563.769","8218.994200000001","7907.0986","8491.691"
"6277","2555.5823","2555.5823","2555.5823","2086.9053","2086.9053","2086.9053","8608.885","8608.885","8608.885","8184.3874","7938.5117","8448.339"
"6290","2483.7952","2483.7952","2483.7952","2132.9126","2132.9126","2132.9126","8788.132","8788.132","8788.132","8004.632699999999","7855.9575","8294.945"
"6303","2424.3193","2424.3193","2424.3193","2107.9592","2107.9592","2107.9592","8782.099","8782.099","8782.099","8110.845666666667","7525.1","8492.947"
"6316","2451.0125","2451.0125","2451.0125","2139.7798","2139.7798","2139.7798","8491.015","8491.015","8491.015","8455.5452","7805.9946","9037.365"
"6329","2478.521","2478.521","2478.521","2099.284","2099.284","2099.284","8536.759","8536.759","8536.759","8339.901833333332","7935.6675","8725.988"
"6359","2479.526","2479.526","2479.526","2075.0996","2075.0996","2075.0996","8884.149","8884.149","8884.149","8492.526333333333","8149.355","9094.355"
"6362","2536.244","2536.244","2536.244","2161.2964","2161.2964","2161.2964","8498.27","8498.27","8498.27","8542.222333333333","8489.792","8591.475"
"6375","2510.7761","2510.7761","2510.7761","2075.0654","2075.0654","2075.0654","8404.82","8404.82","8404.82","8493.523","8323.999","8674.672"
"6388","2375.8838","2375.8838","2375.8838","2127.8723","2127.8723","2127.8723","8834.655","8834.655","8834.655","8326.628466666667","8101.8306","8719.107"
"6401","2480.5798","2480.5798","2480.5798","2130.7683","2130.7683","2130.7683","8931.39","8931.39","8931.39","8530.893333333333","8401.619","8769.151"
"6414","2481.7036","2481.7036","2481.7036","2100.7517","2100.7517","2100.7517","8940.336","8940.336","8940.336","8231.295466666666","7775.936","8905.718"
"6427","2501.2322","2501.2322","2501.2322","2182.268","2182.268","2182.268","8637.597","8637.597","8637.597","8565.3752","8019.3306","9313.08"
"6440","2529.3545","2529.3545","2529.3545","2138.289","2138.289","2138.289","8780.493","8780.493","8780.493","8493.526466666666","8063.0034","8934.395"
"6453","2556.0562","2556.0562","2556.0562","2100.3726","2100.3726","2100.3726","8723.962","8723.962","8723.962","8359.665666666666","8008.82","8646.401"
"6466","2556.534","2556.534","2556.534","2141.776","2141.776","2141.776","8782.403","8782.403","8782.403","8516.542233333334","8141.5527","8732.088"
"6479","2497.0254","2497.0254","2497.0254","2138.0142","2138.0142","2138.0142","8654.956","8654.956","8654.956","8540.367866666667","8191.4966","8780.585"
"6492","2520.6682","2520.6682","2520.6682","2174.3894","2174.3894","2174.3894","8423.601","8423.601","8423.601","8398.6001","7948.7393","8746.42"
"6505","2504.7502","2504.7502","2504.7502","2133.076","2133.076","2133.076","8455.0625","8455.0625","8455.0625","8337.431666666665","8043.367","8498.053"
"6518","2513.5352","2513.5352","2513.5352","2124.8652","2124.8652","2124.8652","8689.591","8689.591","8689.591","8665.343166666667","8126.6025","9024.395"
"6531","2517.735","2517.735","2517.735","2137.958","2137.958","2137.958","8800.153","8800.153","8800.153","8553.328","8121.625","9030.701"
"6544","2503.306","2503.306","2503.306","2131.3337","2131.3337","2131.3337","8814.124","8814.124","8814.124","8387.280466666665","7977.536","9151.383"
"6557","2557.8997","2557.8997","2557.8997","2159.1272","2159.1272","2159.1272","9090.889","9090.889","9090.889","8514.6902","7858.7646","9084.651"
"6570","2587.5173","2587.5173","2587.5173","2147.73","2147.73","2147.73","8759.952","8759.952","8759.952","8705.496999999998","8503.541","8951.63"
"6583","2607.472","2607.472","2607.472","2169.3857","2169.3857","2169.3857","8680.887","8680.887","8680.887","8601.876333333334","8381.143","8974.071"
"6596","2572.5837","2572.5837","2572.5837","2210.9934","2210.9934","2210.9934","8949.438","8949.438","8949.438","8423.554466666666","8068.4834","8858.434"
"6609","2531.4844","2531.4844","2531.4844","2172.8923","2172.8923","2172.8923","8848.297","8848.297","8848.297","8725.462666666666","8487.042","9044.103"
"6622","2512.3628","2512.3628","2512.3628","2173.7651","2173.7651","2173.7651","8578.345","8578.345","8578.345","8471.2188","8057.5264","8728.436"
"6635","2582.6624","2582.6624","2582.6624","2190.5237","2190.5237","2190.5237","8694.167","8694.167","8694.167","8530.029666666667","8182.926","9088.689"
"6648","2595.486","2595.486","2595.486","2170.698","2170.698","2170.698","8564.454","8564.454","8564.454","8728.511333333334","8373.166","9181.236"
"6661","2642.612","2642.612","2642.612","2164.6067","2164.6067","2164.6067","8692.069","8692.069","8692.069","8423.065333333334","8106.883","8913.557"
"6674","2561.9517","2561.9517","2561.9517","2209.4087","2209.4087","2209.4087","8894.283","8894.283","8894.283","8734.329433333332","8171.3853","9018.791"
"6687","2583.2124","2583.2124","2583.2124","2174.652","2174.652","2174.652","8875.957","8875.957","8875.957","8687.372666666668","8469.159","8844.451"
"6700","2542.9695","2542.9695","2542.9695","2226.4685","2226.4685","2226.4685","9015.244","9015.244","9015.244","8780.017333333331","8521.403","8972.346"
"6713","2634.4321","2634.4321","2634.4321","2206.907","2206.907","2206.907","8889.722","8889.722","8889.722","8627.612333333333","8320.63","8903.28"
"6726","2622.3066","2622.3066","2622.3066","2307.8167","2307.8167","2307.8167","8913.152","8913.152","8913.152","8946.616","8521.05","9198.088"
"6739","2594.3516","2594.3516","2594.3516","2201.6653","2201.6653","2201.6653","9078.573","9078.573","9078.573","8775.636666666667","8302.114","9336.593"
"6752","2593.677","2593.677","2593.677","2222.8857","2222.8857","2222.8857","8856.85","8856.85","8856.85","8676.828","8224.481","9187.765"
"6765","2619.9678","2619.9678","2619.9678","2194.8005","2194.8005","2194.8005","8607.793","8607.793","8607.793","8770.630333333333","8522.504","9222.657"
"6778","2628.9119","2628.9119","2628.9119","2268.139","2268.139","2268.139","8936.616","8936.616","8936.616","8851.761666666667","8664.49","8947.671"
"6791","2619.463","2619.463","2619.463","2207.8083","2207.8083","2207.8083","8809.738","8809.738","8809.738","8784.533333333333","8330.169","9089.578"
"6804","2609.4492","2609.4492","2609.4492","2157.147","2157.147","2157.147","8711.527","8711.527","8711.527","8946.362666666666","8362.666","9372.326"
"6817","2661.3416","2661.3416","2661.3416","2190.208","2190.208","2190.208","8866.148","8866.148","8866.148","9017.248000000001","8815.36","9349.196"
"6830","2582.6118","2582.6118","2582.6118","2273.0686","2273.0686","2273.0686","8920.484","8920.484","8920.484","8927.134","8594.637","9418.677"
"6843","2638.4224","2638.4224","2638.4224","2216.7751","2216.7751","2216.7751","8914.585","8914.585","8914.585","8800.137333333332","8172.548","9454.189"
"6856","2639.8193","2639.8193","2639.8193","2219.47","2219.47","2219.47","8953.009","8953.009","8953.009","8799.482666666667","8347.212","9151.035"
"6869","2580.9587","2580.9587","2580.9587","2239.487","2239.487","2239.487","9002.164","9002.164","9002.164","8907.841666666667","8562.309","9094.935"
"6882","2577.22","2577.22","2577.22","2187.8962","2187.8962","2187.8962","8560.607","8560.607","8560.607","8939.610333333332","8844.863","9080.399"
"6895","2610.9922","2610.9922","2610.9922","2203.1633","2203.1633","2203.1633","9136.942","9136.942","9136.942","8845.851333333334","8417.923","9262.103"
"6908","2662.9893","2662.9893","2662.9893","2185.7627","2185.7627","2185.7627","9037.702","9037.702","9037.702","8913.140166666666","8444.0625","9693.905"
"6921","2623.728","2623.728","2623.728","2239.8752","2239.8752","2239.8752","8856.588","8856.588","8856.588","9076.618","8634.305","9644.977"
