"Step","env_name: myoLegWalkT2AStiffness-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2AStiffness-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2AStiffness-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegWalkT2AVelocity-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2AVelocity-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2AVelocity-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegWalkT2AStrength-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2AStrength-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2AStrength-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean__MAX"
"2273","1045.0396","1045.0396","1045.0396","1009.2087","1009.2087","1009.2087","1264.6346","1264.6346","1264.6346","1269.7008333333333","1235.7698","1288.6586"
"2286","1067.9011","1067.9011","1067.9011","1014.577","1014.577","1014.577","1245.6128","1245.6128","1245.6128","1300.1003333333333","1259.8579","1326.2937"
"2299","1075.4633","1075.4633","1075.4633","1012.41254","1012.41254","1012.41254","1253.0833","1253.0833","1253.0833","1297.3597666666667","1273.5746","1321.9567"
"2312","1085.452","1085.452","1085.452","1011.28577","1011.28577","1011.28577","1244.0095","1244.0095","1244.0095","1304.5674666666666","1273.7478","1341.2086"
"2325","1108.4812","1108.4812","1108.4812","1028.0123","1028.0123","1028.0123","1279.3146","1279.3146","1279.3146","1311.0012","1283.7134","1350.1232"
"2338","1121.0345","1121.0345","1121.0345","1019.8866","1019.8866","1019.8866","1283.8682","1283.8682","1283.8682","1316.1951333333334","1292.9023","1329.3885"
"2351","1140.2355","1140.2355","1140.2355","1017.44135","1017.44135","1017.44135","1288.345","1288.345","1288.345","1306.9967","1278.9923","1336.682"
"2364","1126.9354","1126.9354","1126.9354","1034.7832","1034.7832","1034.7832","1284.7372","1284.7372","1284.7372","1330.6465333333333","1325.8751","1337.4749"
"2377","1149.5135","1149.5135","1149.5135","1042.5034","1042.5034","1042.5034","1282.7227","1282.7227","1282.7227","1340.6532","1294.3516","1397.7848"
"2390","1160.9028","1160.9028","1160.9028","1045.9243","1045.9243","1045.9243","1316.1262","1316.1262","1316.1262","1340.9421333333332","1317.3324","1357.0033"
"2403","1164.3004","1164.3004","1164.3004","1042.83","1042.83","1042.83","1291.0559","1291.0559","1291.0559","1357.2386333333332","1327.1562","1385.8818"
"2416","1161.6699","1161.6699","1161.6699","1065.726","1065.726","1065.726","1316.421","1316.421","1316.421","1348.9307","1333.2108","1377.6244"
"2429","1170.8856","1170.8856","1170.8856","1055.3433","1055.3433","1055.3433","1319.0748","1319.0748","1319.0748","1354.6904","1320.5499","1375.4406"
"2442","1173.9193","1173.9193","1173.9193","1073.6653","1073.6653","1073.6653","1324.9065","1324.9065","1324.9065","1370.9769","1344.7413","1391.9314"
"2455","1192.9155","1192.9155","1192.9155","1067.6752","1067.6752","1067.6752","1320.8154","1320.8154","1320.8154","1357.9316666666666","1333.1073","1381.9392"
"2468","1199.762","1199.762","1199.762","1087.7413","1087.7413","1087.7413","1318.4333","1318.4333","1318.4333","1381.0833666666667","1365.255","1389.4507"
"2481","1180.909","1180.909","1180.909","1083.3365","1083.3365","1083.3365","1332.4845","1332.4845","1332.4845","1386.2362333333333","1370.3234","1402.3315"
"2494","1212.7639","1212.7639","1212.7639","1091.7302","1091.7302","1091.7302","1357.9829","1357.9829","1357.9829","1405.8323333333335","1378.6993","1427.1045"
"2507","1222.6498","1222.6498","1222.6498","1084.6305","1084.6305","1084.6305","1362.4272","1362.4272","1362.4272","1390.5745","1375.5072","1402.8617"
"2520","1232.126","1232.126","1232.126","1101.7025","1101.7025","1101.7025","1376.2122","1376.2122","1376.2122","1390.3401999999999","1372.808","1414.4236"
"2533","1233.0021","1233.0021","1233.0021","1110.929","1110.929","1110.929","1377.5839","1377.5839","1377.5839","1423.9111","1395.8701","1443.4341"
"2546","1247.2811","1247.2811","1247.2811","1121.2793","1121.2793","1121.2793","1358.736","1358.736","1358.736","1381.4615666666666","1363.1477","1401.9695"
"2559","1243.6603","1243.6603","1243.6603","1134.1846","1134.1846","1134.1846","1368.2946","1368.2946","1368.2946","1443.5289666666667","1402.1807","1468.0638"
"2572","1251.5388","1251.5388","1251.5388","1127.3906","1127.3906","1127.3906","1344.5015","1344.5015","1344.5015","1413.5496333333333","1383.8036","1434.1222"
"2585","1248.5276","1248.5276","1248.5276","1134.5428","1134.5428","1134.5428","1361.8","1361.8","1361.8","1425.8018999999997","1392.2937","1462.9241"
"2598","1259.6968","1259.6968","1259.6968","1124.2968","1124.2968","1124.2968","1420.2767","1420.2767","1420.2767","1442.170033333333","1418.3672","1456.9265"
"2611","1267.116","1267.116","1267.116","1146.2047","1146.2047","1146.2047","1394.1812","1394.1812","1394.1812","1423.5294333333334","1407.9653","1452.8895"
"2624","1268.3823","1268.3823","1268.3823","1131.5679","1131.5679","1131.5679","1418.5061","1418.5061","1418.5061","1447.3361666666667","1415.1731","1468.1232"
"2637","1275.0723","1275.0723","1275.0723","1146.834","1146.834","1146.834","1410.9309","1410.9309","1410.9309","1445.0356666666667","1441.2471","1451.7379"
"2650","1270.2432","1270.2432","1270.2432","1167.5585","1167.5585","1167.5585","1422.937","1422.937","1422.937","1465.1731333333335","1450.9896","1482.319"
"2663","1275.3036","1275.3036","1275.3036","1150.483","1150.483","1150.483","1421.7787","1421.7787","1421.7787","1489.5165333333334","1457.999","1511.1042"
"2676","1288.3231","1288.3231","1288.3231","1182.805","1182.805","1182.805","1400.3685","1400.3685","1400.3685","1474.2507666666668","1444.9479","1501.5195"
"2689","1293.6427","1293.6427","1293.6427","1170.5979","1170.5979","1170.5979","1416.7444","1416.7444","1416.7444","1507.2516333333333","1487.2545","1532.1587"
"2702","1291.5267","1291.5267","1291.5267","1198.2559","1198.2559","1198.2559","1408.4196","1408.4196","1408.4196","1466.1707666666669","1434.697","1493.8967"
"2715","1309.107","1309.107","1309.107","1192.3463","1192.3463","1192.3463","1403.3517","1403.3517","1403.3517","1504.1267","1477.3296","1544.2312"
"2728","1305.2032","1305.2032","1305.2032","1198.9423","1198.9423","1198.9423","1482.6228","1482.6228","1482.6228","1498.6926999999998","1470.7285","1532.3472"
"2741","1310.2747","1310.2747","1310.2747","1182.796","1182.796","1182.796","1427.967","1427.967","1427.967","1479.3436333333332","1437.4761","1519.8025"
"2754","1345.875","1345.875","1345.875","1212.8252","1212.8252","1212.8252","1426.5543","1426.5543","1426.5543","1449.9394999999997","1447.5831","1453.8885"
"2767","1314.7677","1314.7677","1314.7677","1217.3707","1217.3707","1217.3707","1457.1545","1457.1545","1457.1545","1527.9505666666666","1510.4536","1546.2738"
"2780","1328.1733","1328.1733","1328.1733","1213.3915","1213.3915","1213.3915","1477.3796","1477.3796","1477.3796","1521.5857333333333","1486.4777","1562.2429"
"2793","1335.7164","1335.7164","1335.7164","1230.8342","1230.8342","1230.8342","1484.6464","1484.6464","1484.6464","1514.9918666666665","1488.7507","1561.5232"
"2806","1324.7517","1324.7517","1324.7517","1232.0953","1232.0953","1232.0953","1423.4362","1423.4362","1423.4362","1481.2818","1458.2405","1512.2113"
"2819","1326.1873","1326.1873","1326.1873","1224.2714","1224.2714","1224.2714","1517.9142","1517.9142","1517.9142","1564.9175666666667","1515.3799","1600.5154"
"2832","1345.1462","1345.1462","1345.1462","1215.973","1215.973","1215.973","1518.357","1518.357","1518.357","1520.6175","1455.9307","1563.491"
"2845","1348.2754","1348.2754","1348.2754","1252.1029","1252.1029","1252.1029","1510.8279","1510.8279","1510.8279","1566.6352666666664","1514.4059","1638.3278"
"2858","1339.3058","1339.3058","1339.3058","1239.8665","1239.8665","1239.8665","1481.453","1481.453","1481.453","1552.8012333333334","1520.9846","1573.1339"
"2871","1356.9766","1356.9766","1356.9766","1253.487","1253.487","1253.487","1528.1671","1528.1671","1528.1671","1534.3455999999999","1512.992","1574.3262"
"2884","1371.7634","1371.7634","1371.7634","1263.909","1263.909","1263.909","1492.6805","1492.6805","1492.6805","1562.5376999999999","1533.1615","1598.8807"
"2897","1378.1187","1378.1187","1378.1187","1262.2863","1262.2863","1262.2863","1490.0073","1490.0073","1490.0073","1556.8012999999999","1537.1913","1593.9138"
"2910","1375.9968","1375.9968","1375.9968","1248.4226","1248.4226","1248.4226","1547.7505","1547.7505","1547.7505","1556.6182333333334","1519.946","1590.4417"
"2923","1374.4694","1374.4694","1374.4694","1283.1647","1283.1647","1283.1647","1537.0178","1537.0178","1537.0178","1588.0605333333333","1564.8612","1602.7238"
"2936","1378.774","1378.774","1378.774","1269.6428","1269.6428","1269.6428","1546.2732","1546.2732","1546.2732","1599.4292666666668","1556.6819","1628.7498"
"2949","1382.3016","1382.3016","1382.3016","1276.6716","1276.6716","1276.6716","1523.4229","1523.4229","1523.4229","1611.1569","1596.2693","1629.0173"
"2962","1409.973","1409.973","1409.973","1301.1099","1301.1099","1301.1099","1550.3029","1550.3029","1550.3029","1590.1141","1565.2637","1620.4136"
"2975","1405.4589","1405.4589","1405.4589","1273.7775","1273.7775","1273.7775","1529.2227","1529.2227","1529.2227","1604.4633666666668","1583.1581","1620.4545"
"2988","1411.3558","1411.3558","1411.3558","1293.618","1293.618","1293.618","1505.802","1505.802","1505.802","1609.1823333333334","1585.4452","1626.3553"
"3001","1422.2311","1422.2311","1422.2311","1316.5554","1316.5554","1316.5554","1580.9027","1580.9027","1580.9027","1651.3054","1620.112","1693.9694"
"3014","1421.3737","1421.3737","1421.3737","1300.8296","1300.8296","1300.8296","1596.2456","1596.2456","1596.2456","1645.003633333333","1596.9319","1704.972"
"3027","1430.6274","1430.6274","1430.6274","1307.4515","1307.4515","1307.4515","1561.6174","1561.6174","1561.6174","1651.5277666666668","1621.9481","1678.1805"
"3040","1427.04","1427.04","1427.04","1314.6171","1314.6171","1314.6171","1521.5029","1521.5029","1521.5029","1630.7418666666665","1616.3451","1645.538"
"3053","1420.9886","1420.9886","1420.9886","1301.058","1301.058","1301.058","1617.9464","1617.9464","1617.9464","1693.6365999999998","1666.4047","1743.686"
"3066","1441.9724","1441.9724","1441.9724","1305.5626","1305.5626","1305.5626","1590.0801","1590.0801","1590.0801","1667.3464666666666","1621.978","1702.9385"
"3079","1425.3193","1425.3193","1425.3193","1325.1062","1325.1062","1325.1062","1597.9552","1597.9552","1597.9552","1663.1827666666668","1633.2551","1695.692"
"3092","1445.6833","1445.6833","1445.6833","1321.9124","1321.9124","1321.9124","1679.0024","1679.0024","1679.0024","1685.3823666666667","1669.3682","1706.8152"
"3105","1440.2151","1440.2151","1440.2151","1326.5404","1326.5404","1326.5404","1553.999","1553.999","1553.999","1697.1657666666667","1596.5687","1771.2029"
"3118","1450.4767","1450.4767","1450.4767","1338.0033","1338.0033","1338.0033","1628.9719","1628.9719","1628.9719","1727.5039666666664","1701.1852","1767.6835"
"3131","1476.102","1476.102","1476.102","1330.3805","1330.3805","1330.3805","1591.0366","1591.0366","1591.0366","1715.0226000000002","1681.6045","1748.547"
"3144","1493.412","1493.412","1493.412","1339.837","1339.837","1339.837","1672.279","1672.279","1672.279","1732.7930999999999","1717.2935","1752.1089"
"3157","1443.5981","1443.5981","1443.5981","1351.2068","1351.2068","1351.2068","1655.1195","1655.1195","1655.1195","1730.1202666666668","1687.5126","1752.9554"
"3170","1451.806","1451.806","1451.806","1347.6112","1347.6112","1347.6112","1646.6188","1646.6188","1646.6188","1765.624","1750.7402","1776.3296"
"3183","1462.2101","1462.2101","1462.2101","1338.8715","1338.8715","1338.8715","1662.3665","1662.3665","1662.3665","1730.0633333333335","1700.1277","1751.3584"
"3196","1484.0275","1484.0275","1484.0275","1348.9432","1348.9432","1348.9432","1686.0371","1686.0371","1686.0371","1793.5421","1778.0052","1824.3173"
"3209","1447.9586","1447.9586","1447.9586","1375.2343","1375.2343","1375.2343","1708.3367","1708.3367","1708.3367","1762.9332000000002","1722.5089","1787.2671"
"3222","1477.2981","1477.2981","1477.2981","1364.5841","1364.5841","1364.5841","1703.3925","1703.3925","1703.3925","1795.3047","1774.9458","1815.092"
"3235","1467.4674","1467.4674","1467.4674","1359.0026","1359.0026","1359.0026","1759.8785","1759.8785","1759.8785","1795.0777666666665","1773.5153","1822.3727"
"3248","1488.8074","1488.8074","1488.8074","1365.1593","1365.1593","1365.1593","1728.5879","1728.5879","1728.5879","1790.8157333333336","1757.3972","1846.9747"
"3261","1512.8838","1512.8838","1512.8838","1371.3558","1371.3558","1371.3558","1736.9838","1736.9838","1736.9838","1803.5320000000002","1764.7405","1832.4255"
"3274","1492.0864","1492.0864","1492.0864","1380.4368","1380.4368","1380.4368","1723.049","1723.049","1723.049","1814.2482","1808.3145","1824.7091"
"3287","1529.617","1529.617","1529.617","1387.0543","1387.0543","1387.0543","1811.9839","1811.9839","1811.9839","1797.4194","1794.3983","1799.2588"
"3300","1498.502","1498.502","1498.502","1369.324","1369.324","1369.324","1799.2544","1799.2544","1799.2544","1867.5406333333333","1818.98","1907.1307"
"3313","1521.3344","1521.3344","1521.3344","1397.4093","1397.4093","1397.4093","1752.9962","1752.9962","1752.9962","1851.0558","1834.2659","1868.3124"
"3326","1529.8496","1529.8496","1529.8496","1391.1537","1391.1537","1391.1537","1835.9448","1835.9448","1835.9448","1849.6470333333334","1805.7819","1885.9594"
"3339","1526.4692","1526.4692","1526.4692","1391.6798","1391.6798","1391.6798","1820.2351","1820.2351","1820.2351","1887.0379666666668","1854.667","1948.6295"
"3352","1534.8644","1534.8644","1534.8644","1397.8696","1397.8696","1397.8696","1831.439","1831.439","1831.439","1922.3453333333334","1881.5155","1944.7777"
"3365","1494.9462","1494.9462","1494.9462","1406.5498","1406.5498","1406.5498","1971.8915","1971.8915","1971.8915","1874.5798000000002","1849.3639","1902.2899"
"3378","1537.5369","1537.5369","1537.5369","1420.8429","1420.8429","1420.8429","1853.163","1853.163","1853.163","1877.4854000000003","1852.8871","1891.7322"
"3391","1544.2767","1544.2767","1544.2767","1423.3031","1423.3031","1423.3031","1861.7866","1861.7866","1861.7866","1920.8414999999998","1892.4713","1950.2649"
"3404","1537.8297","1537.8297","1537.8297","1426.5117","1426.5117","1426.5117","1869.5049","1869.5049","1869.5049","2001.4749666666667","1940.7782","2052.2778"
"3417","1537.5732","1537.5732","1537.5732","1432.5874","1432.5874","1432.5874","1975.3328","1975.3328","1975.3328","1978.9903000000002","1920.4286","2047.7637"
"3430","1543.449","1543.449","1543.449","1438.1548","1438.1548","1438.1548","1960.0293","1960.0293","1960.0293","1969.6238666666668","1910.0989","2002.0394"
"3443","1569.8793","1569.8793","1569.8793","1436.4357","1436.4357","1436.4357","1947.1649","1947.1649","1947.1649","2007.4322","1957.6458","2061.0425"
"3456","1573.4706","1573.4706","1573.4706","1450.293","1450.293","1450.293","1987.7206","1987.7206","1987.7206","2003.8099000000002","1949.2213","2075.3787"
"3469","1576.8582","1576.8582","1576.8582","1452.2701","1452.2701","1452.2701","1955.9283","1955.9283","1955.9283","2012.2269333333334","1934.744","2059.1917"
"3482","1554.0421","1554.0421","1554.0421","1458.0017","1458.0017","1458.0017","2006.0089","2006.0089","2006.0089","1986.5400333333334","1954.8787","2027.3713"
"3495","1558.6985","1558.6985","1558.6985","1464.619","1464.619","1464.619","1951.1415","1951.1415","1951.1415","2059.1601","1986.3423","2097.871"
"3508","1576.4473","1576.4473","1576.4473","1470.5797","1470.5797","1470.5797","2005.0347","2005.0347","2005.0347","2019.5930333333333","1982.0221","2072.3833"
"3521","1563.2009","1563.2009","1563.2009","1473.8986","1473.8986","1473.8986","2037.9017","2037.9017","2037.9017","2090.063833333333","2008.1475","2150.806"
"3534","1541.3804","1541.3804","1541.3804","1478.903","1478.903","1478.903","2133.921","2133.921","2133.921","2052.6819","1932.3881","2193.223"
"3547","1556.0454","1556.0454","1556.0454","1491.137","1491.137","1491.137","2203.6724","2203.6724","2203.6724","2114.0199666666663","2107.6729","2119.325"
"3560","1573.3833","1573.3833","1573.3833","1483.2488","1483.2488","1483.2488","2143.5745","2143.5745","2143.5745","2086.7978333333335","2038.7305","2176.9705"
"3573","1553.511","1553.511","1553.511","1485.8022","1485.8022","1485.8022","2101.3503","2101.3503","2101.3503","2054.279233333333","1985.3167","2095.8486"
"3586","1553.5236","1553.5236","1553.5236","1494.5197","1494.5197","1494.5197","2169.4617","2169.4617","2169.4617","2137.0886666666665","2100.5837","2165.891"
"3599","1545.2631","1545.2631","1545.2631","1498.4752","1498.4752","1498.4752","2210.128","2210.128","2210.128","2118.456833333333","2069.5845","2147.295"
"3612","1580.5195","1580.5195","1580.5195","1511.0741","1511.0741","1511.0741","2250.4246","2250.4246","2250.4246","2171.8961","2141.585","2195.063"
"3625","1615.1555","1615.1555","1615.1555","1512.0238","1512.0238","1512.0238","2205.6587","2205.6587","2205.6587","2202.5002666666664","2125.4734","2262.1409"
"3638","1592.0992","1592.0992","1592.0992","1518.5543","1518.5543","1518.5543","2061.7236","2061.7236","2061.7236","2152.304566666667","2134.2715","2175.8582"
"3651","1624.3273","1624.3273","1624.3273","1517.7682","1517.7682","1517.7682","2173.1348","2173.1348","2173.1348","2221.2459333333336","2051.8215","2417.9053"
"3664","1580.2307","1580.2307","1580.2307","1516.4796","1516.4796","1516.4796","2253.27","2253.27","2253.27","2292.7549","2214.9456","2408.0938"
"3677","1575.6262","1575.6262","1575.6262","1524.2887","1524.2887","1524.2887","2320.182","2320.182","2320.182","2240.0343666666668","2151.127","2368.2957"
"3690","1591.4564","1591.4564","1591.4564","1531.1963","1531.1963","1531.1963","2384.229","2384.229","2384.229","2234.8737666666666","2157.7131","2328.4177"
"3703","1626.5262","1626.5262","1626.5262","1523.1462","1523.1462","1523.1462","2308.6968","2308.6968","2308.6968","2288.291333333333","2194.3137","2369.0737"
"3716","1613.0857","1613.0857","1613.0857","1534.2792","1534.2792","1534.2792","2528.0264","2528.0264","2528.0264","2407.4704666666667","2369.0464","2432.3772"
"3729","1639.0514","1639.0514","1639.0514","1537.3844","1537.3844","1537.3844","2278.4287","2278.4287","2278.4287","2365.1443999999997","2290.7866","2468.3716"
"3742","1636.9722","1636.9722","1636.9722","1544.1707","1544.1707","1544.1707","2483.8286","2483.8286","2483.8286","2322.776066666667","2229.5137","2374.9358"
"3755","1614.5779","1614.5779","1614.5779","1561.459","1561.459","1561.459","2549.9382","2549.9382","2549.9382","2377.4994","2301.6003","2418.3562"
"3768","1606.6215","1606.6215","1606.6215","1544.5459","1544.5459","1544.5459","2479.472","2479.472","2479.472","2338.9272","2285.5786","2433.85"
"3781","1616.359","1616.359","1616.359","1537.5956","1537.5956","1537.5956","2520.4683","2520.4683","2520.4683","2346.9815999999996","2223.325","2493.8464"
"3794","1637.7874","1637.7874","1637.7874","1562.5012","1562.5012","1562.5012","2600.1062","2600.1062","2600.1062","2390.1819666666665","2263.1074","2469.1892"
"3807","1634.7563","1634.7563","1634.7563","1538.4857","1538.4857","1538.4857","2590.1372","2590.1372","2590.1372","2516.7876666666666","2383.2837","2708.2383"
"3820","1672.6425","1672.6425","1672.6425","1550.6091","1550.6091","1550.6091","2455.6924","2455.6924","2455.6924","2563.7978000000003","2494.524","2691.823"
"3833","1674.7158","1674.7158","1674.7158","1576.6002","1576.6002","1576.6002","2678.696","2678.696","2678.696","2471.173166666667","2345.8564","2676.5376"
"3846","1635.8234","1635.8234","1635.8234","1548.3481","1548.3481","1548.3481","2709.6724","2709.6724","2709.6724","2507.8871333333336","2456.501","2550.0146"
"3859","1645.2349","1645.2349","1645.2349","1573.3413","1573.3413","1573.3413","2610.3135","2610.3135","2610.3135","2531.4752000000003","2455.1514","2592.9185"
"3872","1649.6787","1649.6787","1649.6787","1557.399","1557.399","1557.399","2836.6838","2836.6838","2836.6838","2592.3253333333337","2453.6926","2683.5054"
"3885","1638.577","1638.577","1638.577","1586.8489","1586.8489","1586.8489","2756.794","2756.794","2756.794","2566.595933333333","2448.508","2739.854"
"3898","1631.1732","1631.1732","1631.1732","1588.2358","1588.2358","1588.2358","2779.706","2779.706","2779.706","2580.2164","2484.9246","2745.4067"
"3911","1678.5471","1678.5471","1678.5471","1601.5627","1601.5627","1601.5627","2798.6108","2798.6108","2798.6108","2677.689066666667","2638.01","2745.0122"
"3924","1652.5497","1652.5497","1652.5497","1592.973","1592.973","1592.973","3029.6445","3029.6445","3029.6445","2712.1812999999997","2650.0024","2834.1614"
"3937","1659.8466","1659.8466","1659.8466","1604.1547","1604.1547","1604.1547","2991.2292","2991.2292","2991.2292","2656.2521","2552.2393","2784.161"
"3950","1694.2574","1694.2574","1694.2574","1602.7478","1602.7478","1602.7478","3031.3716","3031.3716","3031.3716","2851.6967666666665","2731.1196","2974.0706"
"3963","1657.2543","1657.2543","1657.2543","1600.899","1600.899","1600.899","2895.6663","2895.6663","2895.6663","2757.6672333333336","2632.0486","2904.9575"
"3976","1690.1042","1690.1042","1690.1042","1611.9497","1611.9497","1611.9497","3130.9463","3130.9463","3130.9463","2820.476466666667","2702.517","2958.6484"
"3989","1701.7056","1701.7056","1701.7056","1628.2218","1628.2218","1628.2218","3235.0894","3235.0894","3235.0894","2879.5572666666667","2717.465","2968.7388"
"4002","1704.7372","1704.7372","1704.7372","1603.6465","1603.6465","1603.6465","3355.583","3355.583","3355.583","2886.3147666666664","2842.2913","2926.115"
"4015","1693.54","1693.54","1693.54","1631.9652","1631.9652","1631.9652","3009.519","3009.519","3009.519","2816.7364333333335","2477.4812","3268.7869"
"4028","1682.7876","1682.7876","1682.7876","1617.4764","1617.4764","1617.4764","3354.3533","3354.3533","3354.3533","2874.2028666666665","2860.1157","2900.8445"
"4041","1675.8668","1675.8668","1675.8668","1644.3033","1644.3033","1644.3033","3479.1226","3479.1226","3479.1226","2955.301033333333","2899.4014","3005.9883"
"4054","1721.8431","1721.8431","1721.8431","1648.0306","1648.0306","1648.0306","3285.6853","3285.6853","3285.6853","2976.757","2879.9775","3065.9229"
"4067","1684.3683","1684.3683","1684.3683","1638.6399","1638.6399","1638.6399","3077.344","3077.344","3077.344","3189.211666666666","2912.2324","3408.627"
"4080","1696.421","1696.421","1696.421","1621.844","1621.844","1621.844","3269.011","3269.011","3269.011","3080.077366666667","2980.4958","3195.334"
"4093","1717.7673","1717.7673","1717.7673","1630.494","1630.494","1630.494","3526.0703","3526.0703","3526.0703","3125.7413","3045.4192","3238.9475"
"4106","1702.8622","1702.8622","1702.8622","1646.4648","1646.4648","1646.4648","3478.3699","3478.3699","3478.3699","3355.8046","3044.2336","3609.8303"
"4119","1703.3147","1703.3147","1703.3147","1656.2112","1656.2112","1656.2112","3749.8987","3749.8987","3749.8987","3366.6910666666663","3295.0005","3408.2585"
"4132","1710.0537","1710.0537","1710.0537","1643.944","1643.944","1643.944","3827.7668","3827.7668","3827.7668","3271.778166666667","3089.4414","3507.6028"
"4145","1749.9098","1749.9098","1749.9098","1653.4276","1653.4276","1653.4276","3859.0083","3859.0083","3859.0083","3526.6329666666666","3333.809","3715.7205"
"4158","1739.5269","1739.5269","1739.5269","1665.0813","1665.0813","1665.0813","3964.363","3964.363","3964.363","3424.5651333333335","3225.84","3728.7922"
"4171","1720.3976","1720.3976","1720.3976","1674.3754","1674.3754","1674.3754","3858.3384","3858.3384","3858.3384","3686.5341666666664","3540.9883","3762.7175"
"4184","1750.18","1750.18","1750.18","1641.6858","1641.6858","1641.6858","4159.107","4159.107","4159.107","3530.1809","3362.432","3621.0527"
"4197","1737.2842","1737.2842","1737.2842","1665.0048","1665.0048","1665.0048","4182.3315","4182.3315","4182.3315","3657.1603333333333","3043.9858","4008.7476"
"4210","1820.4413","1820.4413","1820.4413","1664.0133","1664.0133","1664.0133","4310.214","4310.214","4310.214","3367.4282333333335","3113.2993","3526.116"
"4223","1707.9281","1707.9281","1707.9281","1672.5564","1672.5564","1672.5564","4238.0894","4238.0894","4238.0894","3572.3016000000002","3336.3743","4040.645"
"4236","1780.8999","1780.8999","1780.8999","1674.7866","1674.7866","1674.7866","4696.9263","4696.9263","4696.9263","3748.870033333333","3521.0056","3866.1104"
"4249","1750.3815","1750.3815","1750.3815","1664.368","1664.368","1664.368","4396.8164","4396.8164","4396.8164","3756.772233333333","3519.635","3880.5867"
"4262","1779.7899","1779.7899","1779.7899","1704.1051","1704.1051","1704.1051","4680.2046","4680.2046","4680.2046","3979.176833333333","3416.8704","4427.5786"
"4275","1811","1811","1811","1723.5436","1723.5436","1723.5436","4614.0596","4614.0596","4614.0596","3715.0579333333335","3573.5925","3895.1895"
"4288","1764.136","1764.136","1764.136","1700.4161","1700.4161","1700.4161","4402.5957","4402.5957","4402.5957","3905.9040666666665","3716.2852","4239.3804"
"4301","1780.9492","1780.9492","1780.9492","1678.4005","1678.4005","1678.4005","4972.5796","4972.5796","4972.5796","4046.2619666666665","3807.0093","4406.0854"
"4314","1792.1724","1792.1724","1792.1724","1686.9868","1686.9868","1686.9868","4927.3716","4927.3716","4927.3716","4027.8375666666666","3734.3267","4326.685"
"4327","1732.1069","1732.1069","1732.1069","1681.3367","1681.3367","1681.3367","5168.4106","5168.4106","5168.4106","4155.700333333333","4022.5366","4293.541"
"4340","1765.7943","1765.7943","1765.7943","1704.6411","1704.6411","1704.6411","4974.903","4974.903","4974.903","4237.860333333333","4152.907","4370.348"
"4353","1785.8363","1785.8363","1785.8363","1713.2001","1713.2001","1713.2001","5870.5635","5870.5635","5870.5635","4111.893466666666","3910.8877","4394.57"
"4366","1799.914","1799.914","1799.914","1688.4454","1688.4454","1688.4454","4671.6943","4671.6943","4671.6943","4339.248966666667","3865.2253","4759.5356"
"4379","1790.0896","1790.0896","1790.0896","1723.3345","1723.3345","1723.3345","5242.6807","5242.6807","5242.6807","4710.588433333333","4579.115","4841.9253"
"4392","1836.6958","1836.6958","1836.6958","1720.0875","1720.0875","1720.0875","5084.739","5084.739","5084.739","4565.4526000000005","4491.1255","4663.0923"
"4405","1789.4359","1789.4359","1789.4359","1701.448","1701.448","1701.448","4799.73","4799.73","4799.73","4371.688399999999","4178.7314","4557.74"
"4418","1829.748","1829.748","1829.748","1712.1782","1712.1782","1712.1782","5406.2515","5406.2515","5406.2515","4409.341566666666","4059.4612","4598.003"
"4431","1820.2092","1820.2092","1820.2092","1745.6105","1745.6105","1745.6105","5494.416","5494.416","5494.416","5055.431133333333","4476.6514","5401.982"
"4444","1819.388","1819.388","1819.388","1747.4762","1747.4762","1747.4762","5528.497","5528.497","5528.497","4767.777133333334","4421.3164","5133.435"
"4457","1815.039","1815.039","1815.039","1737.2096","1737.2096","1737.2096","5789.271","5789.271","5789.271","4743.875466666666","4288.546","5146.202"
"4470","1813.0502","1813.0502","1813.0502","1740.9875","1740.9875","1740.9875","6183.1924","6183.1924","6183.1924","5030.684466666667","4498.1284","5564.536"
"4483","1818.2228","1818.2228","1818.2228","1732.081","1732.081","1732.081","6145.6973","6145.6973","6145.6973","4991.090766666666","4603.751","5186.347"
"4496","1839.9131","1839.9131","1839.9131","1752.6058","1752.6058","1752.6058","6419.5713","6419.5713","6419.5713","5098.7271","4949.355","5215.359"
"4509","1805.4536","1805.4536","1805.4536","1736.268","1736.268","1736.268","6291.888","6291.888","6291.888","5250.1910333333335","4660.8457","6039.6304"
"4522","1820.058","1820.058","1820.058","1754.3004","1754.3004","1754.3004","6837.6353","6837.6353","6837.6353","5173.952333333334","5035.017","5323.713"
"4535","1865.0342","1865.0342","1865.0342","1789.4701","1789.4701","1789.4701","7045.2227","7045.2227","7045.2227","5355.845166666667","4764.331","5735.955"
