"Step","env_name: myoLegStairTerrainT2Apca-v0 - rollout/ep_rew_mean","env_name: myoLegStairTerrainT2Apca-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegStairTerrainT2Apca-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegStairTerrainT2A-v0 - rollout/ep_rew_mean","env_name: myoLegStairTerrainT2A-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegStairTerrainT2A-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegStairTerrainWalk-v0 - rollout/ep_rew_mean","env_name: myoLegStairTerrainWalk-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegStairTerrainWalk-v0 - rollout/ep_rew_mean__MAX"
"2988","1407.4615999999999","1350.2042","1468.5142","1029.19701","898.416","1240.3535","1056.6611333333333","1026.597","1084.6082"
"3001","1415.5184333333334","1363.4708","1482.5264","1038.0624","904.3362","1254.6954","1058.8389","1043.8484","1084.1892"
"3014","1419.3254666666664","1371.1625","1479.4717","1033.1334666666667","903.6412","1234.0227","1067.9254333333336","1038.3058","1091.8357"
"3027","1408.6681","1345.8275","1482.5323","1046.55105","916.06885","1253.594","1072.5399666666667","1053.0034","1098.5413"
"3040","1408.2114333333332","1354.775","1464.7924","1055.5554333333334","928.3577","1257.4996","1063.0142333333333","1038.1768","1080.41"
"3053","1430.8355","1367.7029","1500.6212","1070.1375566666668","939.11163","1277.7643","1071.0862","1061.6016","1082.8137"
"3066","1429.5487333333333","1374.9707","1488.1781","1077.0005833333332","946.99115","1290.8633","1072.3949666666667","1044.472","1091.3086"
"3079","1437.2688666666666","1390.961","1496.853","1078.0862566666667","952.41077","1272.0529","1072.7123000000001","1047.4808","1095.2249"
"3092","1434.7635666666665","1377.3745","1504.9392","1074.1991333333333","950.2386","1268.4045","1082.4721666666667","1056.229","1095.5962"
"3105","1441.8046666666667","1397.0128","1513.4429","1087.11718","970.3479","1276.3878","1080.9477666666664","1052.9594","1100.8937"
"3118","1434.5976666666666","1362.0454","1511.8174","1094.70662","970.3931","1295.6263","1095.2886","1079.4701","1113.6466"
"3131","1468.6786999999997","1410.5538","1544.2576","1105.0958666666668","983.9061","1300.401","1088.4006666666667","1062.1161","1108.3518"
"3144","1462.0886","1401.4915","1554.3792","1114.5576866666668","993.28986","1314.2129","1097.9297666666669","1063.1184","1126.3292"
"3157","1444.6709666666666","1410.3297","1497.7976","1122.2925","993.4233","1327.5891","1107.0215","1084.0515","1126.6863"
"3170","1467.7385333333332","1436.0673","1518.5759","1134.0970833333333","1018.54175","1306.4412","1105.2737333333332","1074.422","1126.3792"
"3183","1466.1369000000002","1412.2212","1554.3112","1127.5180666666668","1005.4546","1333.6991","1101.8121666666666","1057.4695","1132.668"
"3196","1463.8993333333335","1393.6512","1542.8658","1140.2258666666667","1033.2211","1319.6743","1107.4588666666668","1084.4569","1131.8031"
"3209","1474.6231666666665","1415.3557","1556.8428","1136.4230333333333","1031.3707","1296.9813","1108.2710666666665","1077.9785","1129.1824"
"3222","1480.0917333333334","1410.4478","1572.5786","1157.8871","1037.2004","1352.3184","1112.4309333333333","1074.9644","1144.5128"
"3235","1490.6760000000002","1429.1409","1569.1997","1156.3594","1048.8328","1324.3154","1111.2849999999999","1087.7921","1131.8085"
"3248","1494.9911333333332","1433.9391","1584.9686","1157.2461333333333","1056.0175","1310.0197","1127.2692","1106.9496","1150.4587"
"3261","1487.1719999999998","1423.434","1570.6573","1169.7455","1071.8705","1331.5118","1117.0562666666667","1089.1","1136.6031"
"3274","1516.0430333333334","1440.768","1631.0089","1174.8962666666666","1081.1699","1339.1349","1120.1566999999998","1104.7283","1128.1057"
"3287","1508.4225","1427.87","1630.5934","1162.3365666666666","1063.8662","1313.8441","1124.1445","1104.3439","1138.192"
"3300","1513.0112666666666","1456.2468","1606.8296","1180.9089333333334","1074.2922","1336.626","1128.7208333333335","1090.3589","1148.9618"
"3313","1511.1855333333333","1437.065","1615.4053","1191.2716","1099.7897","1331.7148","1133.9429","1107.2299","1147.3782"
"3326","1521.5506666666668","1447.8406","1632.3914","1206.4312","1109.4738","1361.9957","1133.1852666666666","1098.9698","1154.5333"
"3339","1520.0103","1435.9364","1632.5726","1207.7977666666668","1112.2178","1357.7191","1139.8437333333334","1110.1602","1158.2155"
"3352","1547.4435","1437.8309","1684.3518","1209.9246333333333","1108.332","1383.9707","1140.0024666666666","1124.0128","1155.4166"
"3365","1554.9206666666669","1448.4852","1676.5612","1213.116","1109.2496","1392.5115","1143.1197333333332","1110.4945","1162.0471"
"3378","1546.3109333333332","1437.8274","1674.0461","1200.7673666666667","1103.8994","1345.0293","1146.1974333333333","1120.2565","1161.468"
"3391","1553.0083666666667","1472.9055","1683.0864","1220.8049","1144.4763","1365.314","1147.7979333333333","1129.6217","1159.7089"
"3404","1573.0765333333336","1468.2632","1713.8904","1214.1343333333334","1129.9767","1354.5233","1147.1419999999998","1129.0619","1169.4387"
"3417","1589.5911000000003","1484.4305","1743.3385","1224.5607666666665","1127.8519","1376.0443","1145.6004666666668","1130.593","1164.933"
"3430","1600.1203666666668","1493.6558","1740.7153","1232.6378666666667","1136.8419","1385.9922","1149.6956","1116.2897","1171.1179"
"3443","1592.9792666666665","1464.5314","1737.5186","1243.4339333333335","1140.6066","1398.8295","1159.0644999999997","1125.3074","1179.7118"
"3456","1612.3306333333333","1502.2903","1766.652","1232.5265","1124.9541","1406.5763","1159.7571","1133.5841","1184.5332"
"3469","1601.9915","1482.5012","1756.053","1232.4946333333335","1143.5585","1382.5851","1158.4977999999999","1143.7974","1174.5251"
"3482","1605.3666333333333","1467.212","1759.89","1241.7262","1152.9604","1382.7153","1158.3695666666665","1130.6755","1175.1521"
"3495","1640.0017","1479.0784","1863.742","1239.2875666666666","1139.7096","1401.6687","1166.5096","1144.3627","1180.1688"
"3508","1611.6823333333334","1467.7367","1817.5687","1256.1623","1156.7734","1416.9669","1167.7738666666667","1139.0281","1186.2855"
"3521","1642.4275333333335","1516.6886","1809.5826","1262.4956666666667","1174.197","1406.8552","1169.3059333333333","1133.1073","1188.9447"
"3534","1617.5919666666668","1498.1565","1798.0542","1256.6326333333334","1168.8853","1394.314","1161.9418666666668","1130.08","1185.6433"
"3547","1651.835933333333","1489.7198","1840.1907","1255.8753666666669","1164.6278","1386.9384","1178.5104333333331","1157.6296","1191.3787"
"3560","1650.7667333333331","1516.5549","1823.4177","1267.0571666666665","1181.7422","1403.8221","1175.1432333333335","1142.0267","1195.0936"
"3573","1652.6320333333333","1505.0276","1852.7385","1260.7501","1154.9365","1413.9624","1175.2965000000002","1141.9954","1197.4111"
"3586","1682.0487666666668","1518.5381","1908.4288","1265.5725333333332","1187.3615","1403.6106","1177.0448666666668","1166.3962","1185.7909"
"3599","1661.8323666666665","1506.1835","1821.5188","1283.6028666666666","1196.5227","1447.0471","1186.156866666667","1166.9579","1202.7163"
"3612","1684.4808666666668","1513.3563","1898.9634","1291.9578333333334","1200.2642","1436.1852","1180.3374000000001","1159.7825","1197.9745"
"3625","1684.9932666666664","1546.0094","1867.1082","1284.1898333333334","1196.7291","1418.3568","1184.2415","1164.4873","1206.9719"
"3638","1675.5746666666666","1501.9205","1880.0874","1289.5650666666668","1209.9198","1416.9066","1181.4586333333334","1149.335","1204.7897"
"3651","1680.2425333333333","1508.69","1890.3556","1283.3608333333334","1213.4269","1418.9692","1186.644266666667","1164.9547","1209.5007"
"3664","1657.2754333333335","1524.9738","1833.3538","1304.6186333333333","1198.9073","1470.8779","1193.9940333333334","1180.6271","1210.3253"
"3677","1721.2026333333336","1520.067","1999.0703","1289.0218333333335","1219.7579","1416.628","1197.6325333333334","1178.3066","1219.3232"
"3690","1687.9375333333335","1516.7435","1913.4783","1292.0736","1211.6013","1426.8594","1189.1463666666666","1172.9967","1202.3007"
"3703","1660.0723333333333","1523.6643","1838.8114","1306.8372333333334","1213.4679","1449.2689","1191.7881333333332","1164.9667","1206.6752"
"3716","1721.1399666666666","1580.1458","1905.1721","1315.2155","1223.4502","1452.1417","1193.6626666666666","1172.7205","1214.9454"
"3729","1750.8489666666667","1529.5314","2032.7661","1317.9585333333334","1224.5975","1471.5016","1195.2551","1180.1993","1220.1836"
"3742","1706.4431333333334","1552.2515","1932.7921","1298.5278666666666","1214.3358","1435.7424","1189.8534333333332","1172.069","1207.3217"
"3755","1763.3955333333336","1560.0768","2047.7197","1313.9397","1226.4802","1460.8152","1200.2493333333334","1184.1322","1218.9149"
"3768","1794.0337","1546.5526","2149.9734","1332.4323","1251.0074","1470.3367","1193.3475666666666","1175.3573","1209.1699"
"3781","1742.6086666666667","1551.0905","2038.0441","1330.5424666666665","1233.9514","1491.1821","1206.6971666666668","1192.7407","1227.8142"
"3794","1787.4424","1579.8217","2040.5392","1318.7133999999999","1245.3907","1446.6023","1205.4698333333333","1174.5487","1228.9486"
"3807","1779.0105","1542.891","2108.8242","1319.4043","1250.9581","1440.6792","1212.4400333333333","1192.6719","1235.4536"
"3820","1790.241","1565.4291","2061.0789","1326.1116333333334","1254.8181","1430.2876","1207.2646333333332","1197.9325","1214.4841"
"3833","1836.3068666666666","1551.9929","2197.2834","1332.0194333333332","1251.4015","1457.6104","1206.9922666666666","1186.2947","1221.6454"
"3846","1782.8542666666665","1544.2672","2108.8176","1340.2334666666668","1239.6342","1478.7286","1214.2105333333336","1196.9943","1227.0486"
"3859","1807.0131333333331","1547.2483","2161.3933","1344.9771333333333","1265.6353","1460.3701","1211.1225666666667","1185.7141","1230.7747"
"3872","1834.7065333333333","1556.1453","2233.3333","1352.2526","1269.79","1487.567","1208.9323000000002","1193.8341","1218.2356"
"3885","1824.9040333333332","1559.5897","2214.336","1342.3879333333334","1252.1373","1454.4644","1230.1084666666668","1215.2196","1237.8495"
"3898","1825.7660666666668","1562.9697","2196.7","1343.0464","1259.0537","1496.4716","1218.2465666666667","1204.9893","1232.2827"
"3911","1901.3649333333333","1570.1208","2349.4863","1353.0404666666666","1279.347","1462.1072","1226.3567333333333","1216.9801","1245.0441"
"3924","1892.6864333333333","1582.6885","2349.1184","1370.5787","1288.735","1521.5864","1232.8281","1219.347","1257.2727"
"3937","1909.7388666666666","1573.156","2353.7397","1357.2716666666668","1287.1724","1441.8032","1225.8316666666667","1203.3619","1249.2823"
"3950","1918.4589333333333","1550.2893","2365.8484","1375.0743666666667","1295.4823","1500.5481","1236.6846333333333","1225.6635","1257.8921"
"3963","1931.2494","1550.4297","2451.323","1366.7321","1288.2216","1495.9979","1243.4671999999998","1226.6499","1262.728"
"3976","1921.2110666666667","1595.7134","2333.2876","1373.0353666666667","1296.9438","1470.7458","1233.9705000000001","1209.4176","1256.8092"
"3989","1925.7201333333333","1558.1014","2461.5789","1380.5698333333332","1273.2946","1512.8867","1245.4164666666668","1232.7925","1263.5255"
"4002","2008.5942666666667","1574.2452","2597.855","1382.2609999999997","1311.049","1501.7296","1243.1999333333333","1223.2303","1263.0848"
"4015","1920.9334333333334","1603.0002","2384.685","1377.3813333333335","1296.8442","1478.9509","1250.878","1243.0145","1262.613"
"4028","1960.3464000000001","1576.777","2493.1985","1377.3650666666665","1304.1805","1501.1868","1253.8268666666665","1242.3319","1272.0753"
"4041","2009.3331333333329","1577.8932","2603.2517","1387.7219333333335","1307.5402","1497.2101","1243.5744","1232.227","1262.9497"
"4054","1991.8090666666667","1580.5675","2494.6704","1381.3292333333336","1314.7681","1472.0171","1251.5302000000001","1227.9497","1280.1956"
"4067","2009.0937333333331","1619.62","2626.7117","1382.5782333333334","1319.482","1481.6558","1249.2495","1232.5057","1274.5836"
"4080","2167.246833333333","1644.0242","3007.2485","1392.9460333333334","1331.3346","1500.5686","1252.4309666666666","1228.8806","1270.8007"
"4093","2090.2309666666665","1605.6387","2828.0894","1411.5117333333335","1311.849","1540.576","1255.9291","1238.5802","1283.4497"
"4106","2035.2102000000002","1618.5007","2648.2166","1402.4608666666666","1317.3422","1515.6875","1263.3353333333334","1245.952","1292.6106"
"4119","2127.645","1654.372","2820.6565","1417.8330333333333","1341.153","1526.0004","1267.3662333333334","1249.1462","1293.2634"
"4132","2041.041533333333","1640.9425","2637.0105","1408.5966333333333","1339.5586","1527.7943","1263.5443333333333","1231.9691","1300.1249"
"4145","2122.2660333333333","1625.453","2887.611","1413.4239","1343.5642","1517.6064","1263.4388333333334","1248.0792","1290.3945"
"4158","2176.4004999999997","1664.1713","2984.8677","1401.5069333333333","1331.8103","1499.9354","1261.6548666666665","1243.4031","1289.9835"
"4171","2209.707366666667","1639.3021","3114.1536","1403.8707000000002","1333.8549","1502.3793","1276.3845666666666","1253.916","1305.486"
"4184","2268.586933333333","1644.3665","3259.7236","1418.6266333333333","1351.7723","1527.5135","1269.4441333333334","1253.9135","1293.8342"
"4197","2179.5762666666665","1641.0968","2995.99","1424.1239333333333","1372.3975","1521.5538","1272.6756666666668","1255.1465","1306.6249"
"4210","2276.638433333333","1667.2079","3233.1504","1436.7618333333332","1357.1777","1565.0664","1271.9568666666667","1250.5088","1308.7242"
"4223","2305.4796","1603.8077","3379.251","1433.5667666666666","1342.9641","1549.2367","1271.6422666666665","1246.98","1307.9501"
"4236","2351.4719","1698.5674","3432.4983","1436.4666666666665","1362.1024","1552.5142","1285.7146333333333","1257.2677","1325.9493"
"4249","2297.920433333333","1624.7357","3281.8032","1438.7644","1369.067","1559.796","1275.6797666666664","1251.0021","1314.703"
"4262","2286.7107333333333","1651.9222","3276.6396","1437.6957333333332","1366.8469","1525.6224","1284.7007","1254.8369","1326.6182"
"4275","2319.2712333333334","1667.6631","3368.085","1445.6096333333335","1357.6034","1592.2463","1284.8120666666666","1258.5204","1328.5934"
"4288","2483.4918000000002","1635.0487","3860.4846","1466.0210333333332","1383.7274","1594.6823","1285.2463333333333","1255.2516","1338.692"
"4301","2362.8847333333338","1696.9065","3407.7449","1456.7065333333333","1391.8893","1560.9934","1290.0541","1261.5944","1333.9971"
"4314","2381.5671333333335","1651.9542","3581.3838","1458.4053666666669","1378.2924","1555.2487","1291.8648","1265.7168","1339.0979"
"4327","2430.2339666666667","1653.6294","3696.7021","1441.9246666666666","1375.7966","1556.6378","1294.8970666666667","1259.7393","1352.7029"
"4340","2391.6654","1687.1782","3504.497","1456.9115666666667","1381.5728","1571.7109","1296.8375","1268.4917","1349.1707"
"4353","2450.4644333333335","1685.0594","3666.913","1451.3370333333332","1393.8416","1526.1061","1299.2074333333333","1273.0333","1344.6774"
"4366","2582.9339999999997","1655.073","4042.5625","1460.1606333333336","1404.7914","1554.9038","1298.1728999999998","1272.4617","1339.8906"
"4379","2519.0232666666666","1666.1096","3839.781","1459.6452666666667","1392.0437","1534.4789","1303.7140666666667","1282.7224","1338.8053"
"4392","2486.0847333333336","1690.3562","3685.358","1459.252966666667","1398.408","1552.8729","1304.421","1282.1246","1347.7834"
"4405","2611.7533333333336","1681.2395","4067.186","1462.4860333333334","1399.4924","1561.9835","1306.5148666666666","1277.4509","1349.8542"
"4418","2849.681433333333","1661.759","4741.414","1457.3550333333333","1392.115","1571.8563","1306.9544","1282.1346","1348.075"
"4431","2658.880633333333","1698.0282","4196.759","1473.8048666666666","1403.556","1578.45","1311.3895","1287.001","1350.329"
"4444","2624.5453333333335","1759.3645","3951.6648","1475.1031666666665","1393.0907","1587.0148","1311.9547666666667","1286.6588","1351.8757"
"4457","2783.807633333334","1715.7102","4410.4253","1476.4062000000001","1416.2468","1562.415","1318.2981","1297.6846","1353.7399"
"4470","2646.8371","1710.885","4161.4663","1481.5502","1397.0894","1596.9167","1316.4840000000002","1289.7335","1363.8585"
"4483","2664.2689000000005","1707.9309","4113.336","1480.2945666666667","1393.0602","1577.8627","1311.717","1292.5326","1346.307"
"4496","2807.2014","1738.3169","4523.8657","1484.2591333333332","1400.0612","1590.5719","1328.8958333333333","1300.3307","1380.8162"
"4509","2805.2248999999997","1703.4115","4360.4414","1459.6965","1390.4115","1551.3322","1322.4862333333333","1297.1193","1372.8237"
"4522","2763.613666666666","1703.252","4381.181","1497.7952666666667","1433.9578","1604.6067","1325.9731","1290.8154","1381.5728"
"4535","2971.459766666667","1703.8405","4945.844","1485.5720666666666","1415.2094","1586.1244","1326.6252000000002","1305.5255","1366.7241"
"4548","2780.170566666666","1740.2734","4344.0293","1494.2389333333333","1440.2384","1578.3774","1330.8591","1303.9215","1374.6888"
"4561","3077.2551333333336","1762.7358","5170.897","1493.9396333333334","1419.1057","1599.3173","1334.1098333333332","1306.0345","1383.771"
"4574","3116.1407999999997","1772.8135","5264.5366","1517.1835666666666","1432.386","1617.8687","1337.8995666666667","1306.5664","1382.3463"
"4587","3042.2398000000007","1743.9719","4987.0015","1505.9873666666665","1433.7114","1612.1096","1330.1595","1303.0498","1380.0753"
"4600","3119.9602333333337","1740.3553","5138.1904","1504.8042666666668","1430.631","1601.0131","1332.2400333333333","1298.8733","1385.3679"
"4613","3052.3063333333334","1741.4532","5124.2363","1502.6969666666666","1426.3246","1593.9949","1345.2849666666666","1302.2306","1400.1592"
"4626","3148.2608333333333","1756.9288","5392.371","1514.3261333333332","1452.3656","1602.0548","1345.0727666666667","1313.0167","1393.7128"
"4639","3161.3448666666663","1800.8989","5137.343","1514.6131333333335","1436.8878","1617.866","1352.0981","1316.5043","1407.5024"
"4652","3142.0730333333336","1735.6273","5408.644","1531.0654333333332","1460.4944","1645.321","1348.0161999999998","1305.5934","1403.2401"
"4665","3295.2623333333336","1790.2424","5640.258","1523.6173999999999","1453.3357","1636.0039","1358.76","1325.5873","1416.3308"
"4678","3306.0776000000005","1876.154","5505.2065","1532.104","1463.0406","1621.0244","1358.5386333333333","1331.798","1402.6753"
"4691","3419.696066666667","1787.93","6029.1484","1532.7384333333332","1464.8076","1630.2546","1363.4755000000002","1324.6599","1410.6033"
"4704","3417.588433333333","1824.4445","5966.8853","1535.7314666666668","1468.4193","1628.1321","1356.1319666666668","1321.8352","1417.1307"
"4717","3251.4156000000003","1830.6376","5500.0103","1515.4794000000002","1459.1776","1612.63","1369.6534333333336","1328.0144","1429.6296"
"4730","3287.7040666666667","1827.914","5354.1294","1527.350333333333","1473.3096","1622.4528","1367.4658333333334","1315.6704","1437.839"
"4743","3401.2130333333334","1879.8657","5883.654","1520.6220999999998","1483.5369","1569.6794","1375.5704333333335","1329.4028","1442.6077"
"4756","3456.8591333333334","1793.7346","6014.6924","1538.2269","1467.5112","1615.3707","1369.7685666666666","1311.7856","1443.0544"
"4769","3576.8549666666663","1856.3486","6411.0156","1546.8461333333335","1470.1255","1653.4993","1374.5463","1329.9102","1437.6213"
"4782","3561.6565666666665","1818.6006","6309.0034","1544.1648333333333","1462.6624","1635.4902","1376.296","1341.0244","1428.9586"
"4795","3468.4672333333333","1847.3634","5841.6533","1541.1677","1469.1306","1639.7244","1375.4488666666666","1321.4104","1445.8843"
"4808","3678.5152000000003","1899.7158","6384.9624","1553.3227333333334","1468.7701","1684.3724","1388.1424","1339.7119","1450.4658"
"4821","3555.6496666666667","1954.4733","6031.1797","1551.0962","1490.5485","1632.3108","1385.1589666666666","1339.8732","1445.5875"
"4834","3582.4592666666667","1965.8809","6046.9805","1554.6044666666664","1483.31","1642.0167","1394.9250333333332","1341.4272","1462.3861"
"4847","3593.8284","1895.1016","6052.0156","1564.8085333333336","1489.8724","1673.9742","1397.0868666666665","1348.1588","1466.5884"
"4860","3664.4682666666668","1953.5511","6317.6587","1559.1111","1476.8673","1678.5336","1394.8377666666668","1346.3755","1453.1034"
"4873","3688.9497333333334","1933.7362","6266.243","1569.0234666666668","1495.1007","1655.1256","1396.4320333333335","1346.4049","1469.7148"
"4886","3776.2307333333333","1996.4009","6316.7637","1572.9632666666666","1520.9385","1664.2374","1396.3143333333335","1346.6843","1466.7555"
"4899","3738.8855000000003","1922.1248","6391.7407","1573.9435666666668","1508.2871","1659.7051","1402.7079333333334","1354.697","1470.2864"
"4912","3700.8552333333337","2010.917","6251.6714","1569.0631","1516.4667","1639.8854","1396.8940666666667","1355.0244","1461.3773"
"4925","3690.8852666666667","1974.624","5988.7266","1582.9145","1504.9008","1688.7275","1400.7529333333334","1354.0911","1474.5619"
"4938","3947.891833333333","1991.5468","6633.4175","1557.5749333333333","1495.3258","1636.1757","1405.377966666667","1351.8651","1479.939"
"4951","3836.4842666666664","2008.0671","6592.2534","1572.9747","1504.9111","1646.832","1403.8247333333336","1350.4542","1487.6146"
"4964","3819.0386333333336","2053.9","6407.21","1563.1639333333333","1507.9886","1634.7056","1412.53","1366.6831","1488.5038"
"4977","3811.4666333333334","2067.1548","6343.8037","1576.0835666666665","1502.8057","1659.4304","1412.6101333333334","1366.1572","1488.2086"
"4990","3826.9646","2065.1865","5996.928","1589.9651000000001","1514.053","1706.4047","1417.4126999999999","1363.1895","1497.9817"
"5003","3938.6114000000002","2161.808","6500.108","1579.9920333333332","1507.2567","1651.8854","1428.1642333333332","1372.5951","1509.7604"
"5016","4055.1726000000003","2179.0833","6754.5522","1590.8844666666666","1527.8763","1700.8307","1423.6446000000003","1368.8698","1503.5435"
"5029","4213.0499","2091.7202","6884.2485","1584.4373333333333","1537.7107","1672.5803","1432.0439666666668","1379.2802","1510.3953"
"5042","4079.0731333333333","2196.284","6709.8984","1592.0351333333335","1536.1746","1666.9945","1425.3164","1383.3589","1503.6343"
"5055","4070.4487666666664","2178.7163","6570.837","1606.6180666666667","1510.0797","1721.9537","1426.6680333333334","1377.8131","1510.5498"
"5068","4050.8821666666668","2172.2942","6571.4316","1595.5855666666666","1540.5094","1673.1326","1434.6005333333333","1380.3341","1526.6353"
"5081","4165.777633333333","2186.589","6698.7495","1599.1723000000002","1513.0118","1704.1964","1439.3957","1387.9491","1528.322"
"5094","4273.163433333333","2309.8616","6810.084","1626.4012","1558.5311","1715.0775","1435.9895333333334","1384.363","1516.9508"
"5107","4221.0670666666665","2213.0288","6866.4204","1613.9215666666666","1523.957","1753.398","1449.2161666666668","1383.8506","1541.0829"
"5120","4193.7638","2258.102","6709.78","1629.2967333333333","1541.7771","1762.8201","1440.2708","1379.626","1535.4169"
"5133","4266.639566666666","2319.4717","6817.363","1625.3919333333333","1545.9429","1721.0543","1454.9692666666667","1383.138","1550.2178"
"5146","4481.660633333333","2326.0654","7311.9575","1631.2740333333334","1560.9443","1728.7677","1453.5091333333332","1400.4624","1533.378"
"5159","4365.896","2287.1135","6822.2793","1623.1225333333332","1566.2008","1730.6683","1453.1542333333334","1393.4073","1553.2922"
"5172","4243.610866666667","2278.2769","6226.0884","1618.6533","1531.7759","1732.919","1460.6779333333334","1385.5571","1554.4287"
"5185","4231.9361","2416.6284","6330.9966","1627.2159333333336","1549.6135","1733.9072","1455.4938333333332","1381.0134","1563.888"
"5198","4464.234266666667","2353.2468","6989.751","1605.3879666666664","1566.0597","1648.7968","1463.1301999999998","1395.9159","1558.195"
"5211","4500.1757","2453.4573","7021.5713","1622.8221","1570.1434","1681.3998","1465.7460333333331","1400.0156","1558.2019"
"5224","4390.405833333333","2581.3235","6642.294","1629.1613333333335","1557.3837","1748.5826","1465.4395666666667","1382.1748","1568.565"
"5237","4665.4909","2489.648","7039.186","1615.5372666666665","1535.3745","1685.3779","1478.6099333333332","1402.574","1598.5184"
"5250","4666.128033333333","2514.6343","7200.781","1646.0388333333333","1568.5876","1732.1482","1475.7882","1408.4954","1584.3882"
"5263","4795.527166666667","2672.3481","7068.6494","1635.3832666666667","1577.7539","1727.8099","1474.0161333333333","1405.9257","1580.2272"
"5276","4648.6549","2614.5327","6873.954","1637.6080666666667","1562.3059","1733.3857","1486.7569333333333","1423.535","1577.4572"
"5289","4938.973233333333","2648.2822","7571.0005","1630.9745333333333","1546.1732","1730.3817","1486.4002666666668","1424.7216","1580.8778"
"5302","4871.919866666667","2758.8662","7508.721","1643.8404333333335","1528.5103","1746.8628","1474.7021666666667","1406.5852","1575.523"
"5315","4805.790633333334","2660.8984","6913.7725","1663.8303333333333","1593.5277","1760.8241","1501.8305333333335","1428.5526","1607.7389"
"5328","4936.6744","2732.48","7344.991","1652.0333333333335","1571.6718","1767.921","1501.9755333333333","1439.9106","1609.498"
"5341","4749.5201","2621.3113","7019.885","1669.9261","1583.505","1781.0715","1494.3142333333335","1407.4231","1611.22"
"5354","4966.506466666667","2955.4058","7297.2456","1660.7393","1592.9302","1792.6372","1512.3946000000003","1432.5494","1642.5587"
"5367","4980.325833333333","3063.9565","7133.175","1686.2652666666665","1632.3141","1792.4713","1511.8701666666668","1427.3585","1635.8112"
"5380","5116.609866666667","2831.4949","7558.427","1667.7561666666668","1600.7161","1745.5658","1513.6439666666668","1446.2391","1627.0605"
"5393","5099.788166666666","2832.7395","7387.5366","1683.5031333333334","1622.3412","1775.7836","1506.0470666666668","1413.6357","1637.5457"
"5406","5170.483966666667","2911.2385","7385.4297","1671.2083","1632.113","1735.134","1512.8048333333336","1441.0999","1628.9816"
"5419","5198.795933333334","3144.5798","7301.077","1687.0145","1615.902","1788.2576","1521.383466666667","1439.547","1652.3429"
"5432","5273.403366666666","3161.9507","7568.2544","1654.165166666667","1619.7372","1719.736","1518.1360333333334","1432.1138","1650.4731"
"5445","5471.795933333332","3244.545","7654.7134","1689.1666333333333","1626.62","1783.4564","1528.7957333333331","1447.4451","1654.597"
"5458","5391.403266666667","3462.0598","7223.906","1694.7518","1600.4287","1809.0168","1528.4012333333333","1451.9913","1658.0258"
"5471","5392.649833333333","3233.5852","7705.563","1699.3883666666668","1613.5353","1829.2046","1520.9708333333335","1441.7576","1632.4349"
"5484","5642.7164","3426.1624","7750.0854","1696.2509333333335","1650.6187","1777.6053","1535.9270333333334","1457.139","1665.7721"
"5497","5719.7792","3324.9543","7708.7847","1660.9742999999999","1571.9519","1743.299","1540.4467333333334","1457.7377","1679.5609"
"5510","5565.020833333333","3463.2935","7134.74","1688.1957","1588.8944","1817.8112","1530.8558333333333","1453.526","1653.8702"
"5523","5894.647333333333","3595.8237","8023.6553","1715.0157666666667","1673.635","1796.906","1547.9105666666667","1480.8152","1673.6351"
"5536","5731.230666666666","3734.9114","7517.8276","1679.2517","1590.3228","1793.162","1544.1881333333333","1459.4192","1663.675"
"5549","5959.147233333333","4044.756","7657.1587","1695.149566666667","1620.3325","1786.5594","1550.0907333333332","1462.1125","1675.644"
"5562","5918.733266666667","3987.3955","7446.4473","1659.0573000000002","1590.4833","1746.7502","1555.6852","1470.0399","1691.8643"
"5575","5879.0861","3822.623","7855.3667","1702.7688333333335","1612.1522","1818.7314","1547.9842666666666","1449.3989","1682.9573"
"5588","5761.821166666666","4231.134","7285.933","1716.7328","1618.9922","1848.862","1547.7816666666668","1445.906","1688.2996"
"5601","5742.937033333333","3878.9473","7547.1055","1699.5218333333332","1618.1566","1819.7456","1557.2677","1464.7122","1691.8662"
"5614","5927.359433333334","3782.7573","7684.463","1695.7987","1614.465","1789.4387","1558.6948666666667","1479.4427","1678.6459"
"5627","6114.9301000000005","3889.9736","7923.0977","1713.2502333333332","1622.7094","1849.5114","1563.7357666666667","1473.5934","1688.5962"
"5640","6029.768833333333","4244.526","7526.9995","1715.4695666666667","1648.2849","1830.0189","1565.1261666666667","1486.3904","1678.3599"
"5653","5888.503433333334","4315.4033","7386.75","1739.6437333333333","1653.8457","1873.5135","1567.7079666666666","1486.7596","1686.6963"
"5666","6353.024333333334","4653.907","8027.614","1742.8246333333334","1672.8534","1826.1091","1573.7090666666666","1488.1582","1700.9501"
"5679","6269.441333333333","4941.808","7420.215","1711.5426333333335","1672.1907","1790.054","1579.0190666666667","1502.9828","1683.06"
"5692","6155.503266666667","4223.3438","7860.321","1744.2284666666667","1668.591","1872.55","1581.9625666666664","1512.1268","1700.2454"
"5705","6424.7621","5269.9033","7671.967","1736.3054","1663.0287","1849.674","1593.5338","1518.1338","1706.149"
