"Step","env_name: myoLegRoughTerrainT2Apca0-v0 - rollout/ep_rew_mean","env_name: myoLegRoughTerrainT2Apca0-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegRoughTerrainT2Apca0-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean__MAX"
"648","310.47211666666664","308.78653","313.15192","324.054925","321.63535","326.4745"
"661","314.01423","312.99994","315.81555","323.58711500000004","321.5445","325.62973"
"674","316.28793666666667","313.3751","319.39618","328.187955","327.59558","328.78033"
"687","315.96692333333334","314.3958","317.5491","331.23701500000004","325.53613","336.9379"
"700","318.42103333333336","317.53705","319.39755","332.94022","331.95364","333.9268"
"713","319.70284999999996","318.85577","320.69705","333.60954000000004","329.52444","337.69464"
"726","323.85663999999997","321.63797","327.10657","339.90344500000003","336.80002","343.00687"
"739","325.62733","323.99014","327.6774","338.90453","335.49033","342.31873"
"752","326.36677333333336","324.68967","329.70465","343.21790999999996","339.52588","346.90994"
"765","328.12031333333334","325.29507","332.88947","347.621555","342.85593","352.38718"
"778","328.88692","327.26727","331.07776","346.444165","342.17065","350.71768"
"791","333.23463999999996","330.89563","336.86694","349.48099","343.86884","355.09314"
"804","333.42050666666665","332.8744","333.91327","353.89750000000004","347.9253","359.8697"
"817","335.70400333333333","333.82034","338.5666","357.15261","349.41602","364.8892"
"830","338.0309633333333","332.5483","344.14667","356.77977999999996","349.4153","364.14426"
"843","339.58818","337.2787","343.96692","356.88624500000003","346.75452","367.01797"
"856","341.22031","335.3901","347.39743","360.831525","355.13245","366.5306"
"869","342.56001999999995","336.67316","349.8313","362.341585","352.79813","371.88504"
"882","345.07438","340.82608","349.87802","367.02011","357.46515","376.57507"
"895","348.23003333333327","343.7555","352.19067","366.601115","355.74033","377.4619"
"908","348.8621366666667","343.95654","355.0898","371.28392499999995","359.6135","382.95435"
"921","350.73616666666663","348.429","353.7359","374.91718000000003","365.20306","384.6313"
"934","350.7217333333333","346.1576","355.8154","374.70978","362.50388","386.91568"
"947","353.6457433333333","348.4648","360.67313","379.70669499999997","365.72076","393.69263"
"960","354.53886000000006","351.0199","359.90613","380.95387500000004","368.8089","393.09885"
"973","357.6005333333333","354.0462","363.8951","382.63707","369.00668","396.26746"
"986","359.5866566666666","354.77173","367.9489","385.51053","373.69104","397.33002"
"999","360.3994333333333","353.10843","367.24887","386.339225","372.9344","399.74405"
"1012","364.10641333333336","356.70755","370.73126","394.25656000000004","379.00937","409.50375"
"1025","363.31585666666666","356.45343","374.13092","394.47015","379.0848","409.8555"
"1038","368.0462433333334","362.62408","375.788","398.11264500000004","383.08994","413.13535"
"1051","369.75022000000007","364.1468","379.33676","398.25941","381.3861","415.13272"
"1064","371.1749366666666","363.64966","384.7568","401.31526499999995","384.94183","417.6887"
"1077","372.2401366666666","365.9178","383.63263","408.633275","388.85715","428.4094"
"1090","373.3094766666666","365.1617","383.7721","408.01539","389.12338","426.9074"
"1103","376.31477666666666","370.91833","384.4052","410.646525","393.39975","427.8933"
"1116","380.48879333333326","371.25058","395.8675","419.134565","399.22467","439.04446"
"1129","382.52838999999994","373.15213","396.10437","422.280015","396.54276","448.01727"
"1142","384.42134000000004","371.39517","400.7874","423.046555","401.60538","444.48773"
"1155","387.90297333333336","375.90695","401.90427","430.66191","405.52725","455.79657"
"1168","390.6823033333333","376.1131","405.81723","435.29044999999996","406.0759","464.505"
"1181","391.3585533333333","379.78308","405.95538","437.06861","409.40662","464.7306"
"1194","395.65778","379.9731","413.05267","449.153935","414.8393","483.46857"
"1207","398.1367266666667","382.14624","416.38348","447.54718","416.17352","478.92084"
"1220","398.98706666666664","385.48825","415.88205","450.00949","415.44888","484.5701"
"1233","403.58243666666664","386.96997","418.27994","459.01655500000004","422.71127","495.32184"
"1246","405.47082666666665","387.98062","421.77158","466.57313999999997","428.49408","504.6522"
"1259","409.76920666666666","392.09766","426.9682","467.08324","431.61978","502.5467"
"1272","410.7806766666667","389.946","428.1016","471.46705","436.2162","506.7179"
"1285","416.9012433333333","396.20993","432.52795","479.461975","436.63458","522.28937"
"1298","420.04717666666664","395.26385","441.4627","483.61852500000003","436.03705","531.2"
"1311","420.9665233333333","398.3513","439.22107","495.646225","447.77435","543.5181"
"1324","425.9913266666667","400.7939","441.85846","498.347485","444.48422","552.21075"
"1337","425.4613","400.2914","446.13617","505.720225","449.8041","561.63635"
"1350","433.77042666666665","404.47012","456.15912","514.42989","454.69608","574.1637"
"1363","437.64626","407.07986","461.63538","514.06119","459.06958","569.0528"
"1376","439.4443366666667","409.7807","464.44867","522.66607","457.1375","588.19464"
"1389","439.2849066666667","412.2255","462.54276","531.142165","469.69717","592.58716"
"1402","444.68119666666666","412.53992","471.60437","535.937875","472.2607","599.61505"
"1415","449.8341433333333","415.153","474.46558","540.46399","473.75778","607.1702"
"1428","452.2006066666667","417.66016","481.14246","550.29638","480.89886","619.6939"
"1441","457.84494333333333","419.3166","490.41327","552.58501","486.86185","618.30817"
"1454","458.3774166666667","420.85513","486.05292","554.9836","485.6131","624.3541"
"1467","462.4352533333333","424.44223","494.00986","570.4431999999999","504.5194","636.367"
"1480","466.2317366666666","426.21475","498.62408","570.121185","504.01062","636.23175"
"1493","471.10651","429.2148","508.89236","588.48547","515.64374","661.3272"
"1506","473.1796166666666","432.82117","501.58475","587.05405","512.3655","661.7426"
"1519","478.02274000000006","435.73465","516.003","599.01955","534.5249","663.5142"
"1532","483.58138","438.36832","516.53534","595.3829000000001","521.9099","668.8559"
"1545","490.2242533333333","439.97656","528.94495","603.30755","535.8639","670.7512"
"1558","489.81575666666663","443.09308","526.60187","616.9349","546.8864","686.9834"
"1571","497.5405466666666","446.69864","537.0973","627.86265","565.6381","690.0872"
"1584","501.35094333333336","447.24417","549.11176","634.27235","576.6084","691.9363"
"1597","506.3329866666666","451.0993","554.25006","633.67734","566.54474","700.80994"
"1610","511.98430666666667","453.64597","564.4361","650.43325","584.0971","716.7694"
"1623","521.1256066666666","457.37347","576.25415","660.5047","598.2128","722.7966"
"1636","518.8186433333334","458.43427","575.1563","670.282625","608.2063","732.35895"
"1649","524.7514299999999","460.76785","576.463","660.48195","600.1723","720.7916"
"1662","533.38416","462.45032","591.69336","679.96704","625.17395","734.76013"
"1675","533.3364866666667","466.22528","599.08984","675.50485","617.2279","733.7818"
"1688","538.3804333333333","468.06805","597.8177","686.74758","630.50806","742.9871"
"1701","548.3730333333333","471.4675","610.2937","692.1158","631.5884","752.6432"
"1714","550.2655066666666","474.17087","607.81885","710.75675","657.1656","764.3479"
"1727","551.7524466666667","475.3881","622.08374","703.7641","649.3538","758.1744"
"1740","563.5836466666666","478.85388","639.9595","712.7317499999999","656.3411","769.1224"
"1753","565.3526333333333","480.4996","633.912","725.44105","676.0614","774.8207"
"1766","570.5652666666666","480.95593","653.0047","729.6567299999999","680.91486","778.3986"
"1779","578.7369566666666","482.93527","654.886","741.7164","690.9555","792.4773"
"1792","588.7741033333333","486.50287","668.03314","751.17813","699.80536","802.5509"
"1805","588.0189333333333","488.2433","656.2308","749.52975","704.4301","794.6294"
"1818","595.1396866666668","490.96542","683.24054","761.41065","707.8273","814.994"
"1831","593.3470533333333","493.62186","666.7191","755.316255","712.03424","798.59827"
"1844","604.9233333333333","495.5315","676.6645","776.7683","728.2555","825.2811"
"1857","612.2463366666666","500.42377","693.06104","762.8386800000001","707.0028","818.67456"
"1870","614.5315533333334","500.85892","699.22284","779.93403","718.50836","841.3597"
"1883","627.3893133333333","504.3369","717.2816","789.4946","736.0262","842.963"
"1896","626.4507833333333","507.2558","713.73035","803.50505","757.7978","849.2123"
"1909","634.6125933333334","509.3412","719.07825","789.908885","738.4861","841.33167"
"1922","633.1615166666667","509.17105","710.8387","805.70706","764.66406","846.75006"
"1935","634.5880133333334","515.11383","718.98145","798.74708","770.717","826.77716"
"1948","646.54171","515.9539","744.57513","811.14508","764.0144","858.27576"
"1961","659.31537","519.29346","759.83765","819.49815","769.2625","869.7338"
"1974","655.8018","519.34314","738.17816","832.884265","791.2548","874.51373"
"1987","660.0815200000001","523.1484","750.26526","828.9648","788.405","869.5246"
"2000","674.3964566666667","523.89777","769.2681","827.54292","796.23254","858.8533"
"2013","672.7587","532.0614","756.4925","832.3074750000001","789.36005","875.2549"
"2026","680.30185","535.5082","771.05","830.71945","806.82837","854.61053"
"2039","689.1756999999999","534.813","782.9626","832.7908","798.45044","867.13116"
"2052","687.7975333333334","536.08765","793.1614","839.2927549999999","809.97925","868.60626"
"2065","698.5812000000001","542.1242","798.1119","838.79895","810.95483","866.64307"
"2078","698.2994166666667","550.21185","798.4581","841.7583950000001","803.34595","880.17084"
"2091","705.4620866666668","554.04706","820.4803","854.81435","823.0213","886.6074"
"2104","709.9550833333333","556.6472","824.8234","856.7340999999999","812.8186","900.6496"
"2117","717.10043","561.8193","824.57916","862.88327","823.15784","902.6087"
"2130","714.9466333333334","561.4103","812.7087","857.7581","825.7866","889.7296"
"2143","720.8840333333334","559.68274","811.7052","871.469625","860.70245","882.2368"
"2156","730.1095333333333","564.3524","847.3793","862.23265","842.8997","881.5656"
"2169","741.1765533333333","577.05756","840.1783","888.1353799999999","860.982","915.28876"
"2182","740.14923","580.29083","845.15906","879.161515","854.7208","903.60223"
"2195","746.4870566666667","581.83057","853.2515","884.316725","867.7258","900.90765"
"2208","747.38418","584.51544","845.6823","893.966225","853.886","934.04645"
"2221","751.5926666666668","583.3474","858.16473","891.32267","874.58844","908.0569"
"2234","762.7770833333334","594.72235","868.4157","896.8741150000001","884.06903","909.6792"
"2247","768.7701133333334","598.17804","876.1615","911.86138","900.304","923.41876"
"2260","759.84192","607.40576","860.0641","895.9701299999999","865.03046","926.9098"
"2273","782.2436666666666","622.1737","884.366","901.14138","899.52216","902.7606"
"2286","770.5496899999999","615.84467","866.5964","916.53","897.17084","935.88916"
"2299","768.9223333333333","616.7344","873.16254","917.517485","896.74304","938.29193"
"2312","786.59255","625.3739","892.2641","912.8336850000001","889.50507","936.1623"
"2325","789.3318333333333","631.0328","899.7622","945.28532","923.4974","967.07324"
"2338","799.5085166666668","637.701","905.7236","922.6489799999999","902.27356","943.0244"
"2351","802.1530133333332","647.81494","905.9486","912.52935","892.8681","932.1906"
"2364","809.0553333333334","654.111","918.0664","925.907105","910.10376","941.71045"
"2377","804.02338","661.257","910.8876","951.1075249999999","937.0079","965.20715"
"2390","830.7013166666666","668.95215","928.0552","933.95441","909.99335","957.91547"
"2403","828.7951966666666","676.43884","929.52765","927.5592750000001","906.8832","948.23535"
"2416","822.0947466666667","688.31244","919.8382","942.26152","930.5751","953.94794"
"2429","840.8548299999999","703.3461","928.59125","947.0268550000001","930.15027","963.90344"
"2442","833.0511666666667","709.5057","925.8834","949.68785","939.978","959.3977"
"2455","839.8729666666667","706.3778","928.6268","958.54482","955.87024","961.2194"
"2468","837.7217633333333","714.19507","901.63837","947.0623499999999","928.7632","965.3615"
"2481","839.7173333333334","727.5862","906.4524","938.10643","924.02106","952.1918"
"2494","850.2788","730.9421","921.394","954.12523","943.65546","964.595"
"2507","854.2966433333335","738.1877","936.0151","965.48886","957.07446","973.90326"
"2520","878.1178533333333","753.18756","978.487","971.37005","956.695","986.0451"
"2533","865.5496333333334","755.2575","950.4164","956.0665","954.68555","957.44745"
"2546","871.1215533333333","758.4996","931.71606","958.95085","951.8588","966.0429"
"2559","883.6742","769.9915","951.2988","969.13435","950.6809","987.5878"
"2572","881.7452499999999","766.59735","969.2021","987.4285500000001","961.8971","1012.96"
"2585","883.62469","777.2127","940.734","972.13672","950.01227","994.26117"
"2598","881.0653066666667","785.91516","956.90186","980.61608","952.48676","1008.7454"
"2611","900.09648","778.8815","969.78424","963.9221","940.4656","987.3786"
"2624","883.7855666666666","781.8337","967.3866","966.84032","957.0571","976.62354"
"2637","895.0746166666667","791.3897","964.6483","977.3132700000001","974.06104","980.5655"
"2650","898.15802","795.30164","958.29376","979.20525","972.9075","985.503"
"2663","906.8601166666667","796.7283","975.8598","980.9789000000001","954.3359","1007.6219"
"2676","913.2313666666668","809.1466","987.8343","1000.82537","986.03674","1015.614"
"2689","911.4511466666667","797.8685","991.48724","1004.75715","996.5121","1013.0022"
"2702","911.6994166666667","818.6876","985.3277","984.868685","983.7652","985.97217"
"2715","921.3932666666666","806.6398","1003.9933","1007.397525","998.00635","1016.7887"
"2728","926.9695466666667","841.9899","1002.25684","1008.96993","999.81836","1018.1215"
"2741","922.35072","821.2569","985.89526","996.8374","983.0103","1010.6645"
"2754","924.2068666666668","824.64954","994.8308","1010.3170499999999","991.6364","1028.9977"
"2767","938.3741200000001","850.735","986.85016","1024.0427","1012.9179","1035.1675"
"2780","923.9196533333334","831.8747","989.9221","1009.31198","999.49426","1019.1297"
"2793","936.7460533333333","864.17505","993.86145","1006.4748999999999","995.5412","1017.4086"
"2806","943.9709066666668","863.4317","1003.52295","999.0813","995.7287","1002.4339"
"2819","937.2324866666667","853.1694","998.07996","1022.26008","1004.65466","1039.8655"
"2832","951.4037533333334","871.9501","1019.9995","1016.3211249999999","998.49445","1034.1478"
"2845","960.8978866666666","860.4366","1023.24536","1014.73307","1006.7964","1022.66974"
"2858","942.8517666666667","866.20056","1016.46094","1029.65195","1004.1727","1055.1312"
"2871","956.8467299999999","870.06683","1003.43036","1022.81765","1022.8126","1022.8227"
"2884","972.2154466666667","886.64624","1034.503","1024.8722","1014.4946","1035.2498"
"2897","956.6931433333334","875.0894","1020.56573","1042.4654500000001","1026.0643","1058.8666"
"2910","965.3273833333333","904.75305","1020.8321","1034.0094","1029.7131","1038.3057"
"2923","959.8912","884.1851","1026.3452","1013.45172","1009.5343","1017.36914"
"2936","973.8909333333335","905.72253","1033.0785","1046.82105","1043.4585","1050.1836"
"2949","973.23158","906.75714","1025.3672","1060.1149500000001","1054.7695","1065.4604"
"2962","976.9605633333334","915.2429","1023.09076","1042.183975","1012.75275","1071.6152"
"2975","968.6284833333333","906.98315","1005.7859","1034.80985","1012.9747","1056.645"
"2988","975.4197466666668","904.7399","1034.6682","1061.4391500000002","1039.2686","1083.6097"
"3001","988.7305733333333","943.14197","1032.0564","1034.28507","1022.00824","1046.5619"
"3014","975.6743666666666","921.8616","1024.5526","1045.8546000000001","1045.852","1045.8572"
"3027","991.21045","936.65735","1028.6228","1063.57945","1055.5402","1071.6187"
"3040","999.5577333333334","961.3668","1057.3546","1044.62905","1042.4548","1046.8033"
"3053","982.0648666666666","922.0506","1016.4699","1051.3371","1042.7156","1059.9586"
"3066","1001.5911300000001","956.26385","1051.7853","1047.25625","1044.4368","1050.0757"
"3079","1002.99328","975.59894","1021.1702","1068.8951","1062.3661","1075.4241"
"3092","986.3729","930.387","1029.8157","1063.89565","1055.7299","1072.0614"
"3105","1009.7927533333333","964.7268","1062.8588","1057.7640999999999","1043.5826","1071.9456"
"3118","1010.1417","963.22614","1046.1248","1048.87655","1048.6824","1049.0707"
"3131","1022.9744333333334","972.0324","1060.0027","1078.6655","1076.4497","1080.8813"
"3144","1011.9708833333334","991.05585","1033.6619","1061.7822500000002","1037.4526","1086.1119"
"3157","1037.4224133333335","1004.20044","1058.8933","1052.7696","1033.7688","1071.7704"
"3170","1023.5937166666666","997.75165","1046.9132","1067.3157","1056.5059","1078.1255"
"3183","1032.6871533333333","1001.7364","1073.088","1072.84225","1064.3191","1081.3654"
"3196","1032.6570333333332","1003.119","1051.8362","1082.37925","1077.8319","1086.9266"
"3209","1024.0063666666667","985.0786","1043.5197","1053.53495","1053.2008","1053.8691"
"3222","1043.50299","1013.45447","1065.356","1081.6844999999998","1076.9316","1086.4374"
"3235","1036.2731166666665","1009.24725","1058.8383","1084.3889","1075.4713","1093.3065"
"3248","1036.0148000000002","1012.8094","1063.6909","1067.4113","1048.0647","1086.7579"
"3261","1037.44922","1012.55756","1084.515","1081.76865","1067.5815","1095.9558"
"3274","1057.7463433333332","1016.86053","1089.5297","1086.289","1085.5334","1087.0446"
"3287","1043.9552999999999","1035.8605","1049.82","1092.3691","1064.2151","1120.5231"
"3300","1034.3177666666668","1014.6122","1072.6819","1097.3092000000001","1094.4753","1100.1431"
"3313","1059.4228333333333","1041.901","1090.954","1099.5324999999998","1077.9197","1121.1453"
"3326","1053.9442666666666","1039.6884","1063.1586","1107.89965","1089.7815","1126.0178"
"3339","1065.0222","1045.2462","1097.1262","1085.4719","1068.9438","1102"
"3352","1084.2471666666668","1074.3923","1089.202","1077.8928500000002","1060.3829","1095.4028"
"3365","1055.7426666666668","1024.4952","1095.6638","1084.9972","1065.3086","1104.6858"
"3378","1074.1055666666666","1067.9624","1083.2001","1115.75095","1105.0873","1126.4146"
"3391","1088.8223333333333","1070.4926","1116.6108","1091.2094499999998","1083.0399","1099.379"
"3404","1075.3339666666666","1048.4968","1109.2059","1094.59895","1094.1208","1095.0771"
"3417","1088.0698666666667","1050.0302","1111.7535","1097.8334","1083.0002","1112.6666"
"3430","1078.5147","1060.909","1087.7998","1123.4485","1111.8351","1135.0619"
"3443","1084.8935000000001","1064.4529","1122.8574","1127.158","1107.4343","1146.8817"
"3456","1085.0448666666666","1043.9337","1105.7168","1114.71855","1095.9397","1133.4974"
"3469","1071.3386","1046.4758","1092.0853","1114.73605","1081.1136","1148.3585"
"3482","1091.6494","1074.1974","1104.4453","1112.9019","1078.7977","1147.0061"
"3495","1072.8996666666665","1036.3722","1108.0183","1108.97595","1107.2701","1110.6818"
"3508","1067.7926666666665","1042.012","1100.4958","1130.8934","1129.2452","1132.5416"
"3521","1090.2114","1062.913","1110.62","1112.79225","1101.8782","1123.7063"
"3534","1081.3757666666668","1068.0203","1103.4495","1108.2336500000001","1101.4143","1115.053"
"3547","1069.7441999999999","1038.3744","1114.377","1154.1688","1132.5023","1175.8353"
"3560","1100.9973","1056.5887","1126.9264","1113.2157","1080.4066","1146.0248"
"3573","1090.2612333333334","1074.1224","1111.0657","1135.7633999999998","1134.9086","1136.6182"
"3586","1091.9377","1051.7777","1130.338","1129.4103","1124.2084","1134.6122"
"3599","1110.1352333333334","1081.4567","1143.842","1149.4519","1137.8196","1161.0842"
"3612","1114.9300666666666","1100.0663","1131.1448","1125.9087","1111.9509","1139.8665"
"3625","1103.9011333333333","1098.3865","1109.3602","1134.7233999999999","1104.1216","1165.3252"
"3638","1127.7142333333334","1074.0261","1163.3545","1111.87135","1096.2031","1127.5396"
"3651","1090.0572666666667","1069.7181","1115.0996","1123.3474999999999","1117.9231","1128.7719"
"3664","1110.9847333333335","1069.1716","1143.7356","1143.103","1142.0869","1144.1191"
"3677","1100.6463999999999","1095.7135","1110.3318","1148.98335","1133.7356","1164.2311"
"3690","1104.7412333333334","1089.1034","1116.199","1154.5601499999998","1154.3708","1154.7495"
"3703","1119.0274666666667","1097.4307","1138.9841","1142.9179","1128.3888","1157.447"
"3716","1133.4964","1113.7147","1151.2113","1105.6335","1099.706","1111.561"
"3729","1116.9403666666667","1091.2091","1156.2458","1141.9795","1141.777","1142.182"
"3742","1148.1368333333332","1108.6573","1180.5876","1139.00785","1128.587","1149.4287"
"3755","1138.9923666666666","1106.2877","1159.4722","1151.0413","1149.6364","1152.4462"
"3768","1138.3945666666666","1099.3917","1160.3335","1150.7112000000002","1143.4915","1157.9309"
"3781","1134.7126333333333","1112.9899","1161.8351","1149.70275","1129.4382","1169.9673"
"3794","1138.2017","1117.1792","1154.8943","1158.5033","1156.1338","1160.8728"
"3807","1115.3158333333333","1087.5697","1169.4502","1125.9757","1094.0848","1157.8666"
"3820","1149.5467999999998","1121.8577","1178.2556","1151.3832","1135.3716","1167.3948"
"3833","1152.2950666666668","1138.2286","1172.0281","1180.269","1166.8815","1193.6565"
"3846","1154.8265666666666","1101.6964","1205.322","1165.46485","1146.315","1184.6147"
"3859","1155.7558000000001","1138.0748","1169.3984","1161.09055","1152.9774","1169.2037"
"3872","1135.9357333333335","1097.6317","1174.0409","1153.93115","1138.1802","1169.6821"
"3885","1135.1742000000002","1116.4426","1149.7074","1165.7065499999999","1148.8381","1182.575"
"3898","1169.7246666666667","1117.8362","1213.4753","1148.56765","1138.144","1158.9913"
"3911","1157.1450000000002","1129.0554","1204.526","1180.71115","1160.3431","1201.0792"
"3924","1178.1530333333335","1121.5938","1211.1962","1171.5412999999999","1162.2844","1180.7982"
"3937","1159.1087666666667","1115.6295","1183.9318","1196.10705","1174.9741","1217.24"
"3950","1143.8417333333334","1099.8293","1172.7274","1171.43195","1166.7305","1176.1334"
"3963","1161.8053666666667","1123.6282","1213.4827","1176.48315","1172.0995","1180.8668"
"3976","1163.9950666666666","1086.3608","1234.1891","1187.36985","1173.9137","1200.826"
"3989","1170.6322666666667","1126.9353","1204.554","1184.7443","1181.7097","1187.7789"
"4002","1185.1022","1139.6847","1230.6892","1178.7193","1168.4121","1189.0265"
"4015","1181.2940666666666","1132.7124","1215.1605","1194.9068000000002","1192.0513","1197.7623"
"4028","1168.0484999999999","1114.001","1207.9198","1193.81775","1153.4307","1234.2048"
"4041","1162.8342","1113.2421","1198.2935","1197.0418","1177.7822","1216.3014"
"4054","1188.3318000000002","1159.8972","1228.6555","1188.8539","1186.1313","1191.5765"
"4067","1178.8200333333334","1127.8041","1223.5209","1171.4423499999998","1171.0383","1171.8464"
"4080","1176.3619","1114.0648","1239.8699","1205.2558","1201.2299","1209.2817"
"4093","1195.526","1156.4408","1259.4861","1192.78595","1191.3582","1194.2137"
"4106","1186.3822","1148.6005","1225.6179","1185.5425500000001","1169.1638","1201.9213"
"4119","1179.2259999999999","1135.8833","1208.5636","1201.0438","1195.4323","1206.6553"
"4132","1175.9489666666668","1138.6624","1202.5306","1193.34955","1160.7826","1225.9165"
"4145","1214.3263333333334","1172.8967","1263.0844","1187.79375","1160.8569","1214.7306"
"4158","1203.3289333333335","1142.6337","1260.1871","1200.4135","1183.6716","1217.1554"
"4171","1205.1058999999998","1167.2418","1248.4675","1210.15985","1198.6615","1221.6582"
"4184","1203.3356","1126.598","1265.5731","1202.1345999999999","1188.8191","1215.4501"
"4197","1200.3280333333335","1167.9808","1248.3682","1199.1642","1185.1154","1213.213"
"4210","1228.9822333333334","1195.7358","1274.7999","1226.6745","1199.9746","1253.3744"
"4223","1206.0793666666668","1145.7249","1272.5558","1230.9747","1223.9088","1238.0406"
"4236","1227.6262333333332","1178.5839","1294.8063","1225.82505","1214.1616","1237.4885"
"4249","1215.0884666666668","1153.1903","1285.7754","1219.7356","1202.3007","1237.1705"
"4262","1209.8096333333333","1156.0504","1274.3431","1214.74695","1195.7881","1233.7058"
"4275","1210.3758","1156.5896","1276.9006","1207.1624000000002","1187.8523","1226.4725"
"4288","1229.9285333333335","1155.8251","1306.5989","1216.37165","1199.4463","1233.297"
"4301","1207.3464666666666","1183.936","1248.2277","1228.94375","1218.7728","1239.1147"
"4314","1245.3788333333332","1219.4761","1283.537","1222.8949499999999","1220.0574","1225.7325"
"4327","1236.5670666666667","1209.2167","1271.8015","1235.5115","1219.7736","1251.2494"
"4340","1207.3943333333334","1150.7916","1276.7406","1227.2485000000001","1223.6122","1230.8848"
"4353","1225.5120666666667","1160.8269","1306.4481","1224.1894","1223.81","1224.5688"
"4366","1230.6971","1201.9713","1278.5433","1214.6041","1174.2422","1254.966"
"4379","1228.8381666666667","1177.1598","1281.4109","1239.7561","1225.1384","1254.3738"
"4392","1238.2704333333334","1183.4138","1302.9327","1234.84605","1210.068","1259.6241"
