"Step","env_name: myoLegWalkT2Apca0-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2Apca0-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2Apca0-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean__MAX"
"4457","1762.7927","1762.7927","1762.7927","4288.546","4288.546","4288.546"
"4470","1752.357","1752.357","1752.357","4498.1284","4498.1284","4498.1284"
"4483","1733.7186","1733.7186","1733.7186","4603.751","4603.751","4603.751"
"4496","1795.6188","1795.6188","1795.6188","4949.355","4949.355","4949.355"
"4509","1816.4634","1816.4634","1816.4634","4660.8457","4660.8457","4660.8457"
"4522","1774.7415","1774.7415","1774.7415","5035.017","5035.017","5035.017"
"4535","1816.7516","1816.7516","1816.7516","4764.331","4764.331","4764.331"
"4548","1742.6595","1742.6595","1742.6595","4914.3896","4914.3896","4914.3896"
"4561","1819.7524","1819.7524","1819.7524","4938.56","4938.56","4938.56"
"4574","1777.9851","1777.9851","1777.9851","4611.4644","4611.4644","4611.4644"
"4587","1807.4966","1807.4966","1807.4966","5004.342","5004.342","5004.342"
"4600","1801.5823","1801.5823","1801.5823","5273.7573","5273.7573","5273.7573"
"4613","1814.2943","1814.2943","1814.2943","5491.369","5491.369","5491.369"
"4626","1864.707","1864.707","1864.707","5066.7466","5066.7466","5066.7466"
"4639","1776.2567","1776.2567","1776.2567","5550.501","5550.501","5550.501"
"4652","1767.6498","1767.6498","1767.6498","5182.559","5182.559","5182.559"
"4665","1841.4572","1841.4572","1841.4572","4786.7","4786.7","4786.7"
"4678","1889.8779","1889.8779","1889.8779","5097.5264","5097.5264","5097.5264"
"4691","1837.5978","1837.5978","1837.5978","5681.282","5681.282","5681.282"
"4704","1861.7728","1861.7728","1861.7728","5888.853","5888.853","5888.853"
"4717","1821.8488","1821.8488","1821.8488","5761.612","5761.612","5761.612"
"4730","1869.0706","1869.0706","1869.0706","5887.793","5887.793","5887.793"
"4743","1890.2325","1890.2325","1890.2325","5936.611","5936.611","5936.611"
"4756","1861.7526","1861.7526","1861.7526","5096.1396","5096.1396","5096.1396"
"4769","1846.6929","1846.6929","1846.6929","5739.716","5739.716","5739.716"
"4782","1888.049","1888.049","1888.049","6123.434","6123.434","6123.434"
"4795","1916.993","1916.993","1916.993","6176.142","6176.142","6176.142"
"4808","1886.1581","1886.1581","1886.1581","5819.79","5819.79","5819.79"
"4821","1944.2638","1944.2638","1944.2638","6063.411","6063.411","6063.411"
"4834","1922.4429","1922.4429","1922.4429","5739.4097","5739.4097","5739.4097"
"4847","1941.3966","1941.3966","1941.3966","6102.06","6102.06","6102.06"
"4860","1941.8855","1941.8855","1941.8855","5669.3584","5669.3584","5669.3584"
"4873","1925.3251","1925.3251","1925.3251","5833.659","5833.659","5833.659"
"4886","1936.7261","1936.7261","1936.7261","5732.989","5732.989","5732.989"
"4899","1939.113","1939.113","1939.113","6250.719","6250.719","6250.719"
"4912","1946.9355","1946.9355","1946.9355","6442.4043","6442.4043","6442.4043"
"4925","1966.4106","1966.4106","1966.4106","6404.604","6404.604","6404.604"
"4938","1919.5863","1919.5863","1919.5863","6654.986","6654.986","6654.986"
"4951","1959.841","1959.841","1959.841","6702.067","6702.067","6702.067"
"4964","1985.2689","1985.2689","1985.2689","6773.265","6773.265","6773.265"
"4977","1998.6414","1998.6414","1998.6414","6998.105","6998.105","6998.105"
"4990","2028.816","2028.816","2028.816","6839.147","6839.147","6839.147"
"5003","2011.0005","2011.0005","2011.0005","6001.762","6001.762","6001.762"
"5016","1975.0702","1975.0702","1975.0702","6300.3447","6300.3447","6300.3447"
"5029","2013.1395","2013.1395","2013.1395","7051.1733","7051.1733","7051.1733"
"5042","1975.4111","1975.4111","1975.4111","6591.1704","6591.1704","6591.1704"
"5055","1971.4518","1971.4518","1971.4518","6645.688","6645.688","6645.688"
"5068","2034.9432","2034.9432","2034.9432","6788.3286","6788.3286","6788.3286"
"5081","2029.8663","2029.8663","2029.8663","6783.1196","6783.1196","6783.1196"
"5094","2031.9563","2031.9563","2031.9563","6333.1855","6333.1855","6333.1855"
"5107","2048.2356","2048.2356","2048.2356","6345.1113","6345.1113","6345.1113"
"5120","2109.793","2109.793","2109.793","7198.6436","7198.6436","7198.6436"
"5133","2113.2698","2113.2698","2113.2698","7347.858","7347.858","7347.858"
"5146","2036.149","2036.149","2036.149","6719.883","6719.883","6719.883"
"5159","2046.9524","2046.9524","2046.9524","6944.7705","6944.7705","6944.7705"
"5172","2019.2521","2019.2521","2019.2521","7095.1245","7095.1245","7095.1245"
"5185","2095.755","2095.755","2095.755","6982.0513","6982.0513","6982.0513"
"5198","2074.2273","2074.2273","2074.2273","7228.6807","7228.6807","7228.6807"
"5211","2125.158","2125.158","2125.158","7087.7383","7087.7383","7087.7383"
"5224","2054.4436","2054.4436","2054.4436","6936.381","6936.381","6936.381"
"5237","2096.4004","2096.4004","2096.4004","7324.819","7324.819","7324.819"
"5250","2026.6213","2026.6213","2026.6213","7291.5283","7291.5283","7291.5283"
"5263","2076.4648","2076.4648","2076.4648","7215.4775","7215.4775","7215.4775"
"5276","2132.1763","2132.1763","2132.1763","7588.6206","7588.6206","7588.6206"
"5289","2155.114","2155.114","2155.114","7645.0415","7645.0415","7645.0415"
"5302","2120.1792","2120.1792","2120.1792","7594.144","7594.144","7594.144"
"5315","2193.1978","2193.1978","2193.1978","7498.779","7498.779","7498.779"
"5328","2123.3757","2123.3757","2123.3757","7404.6274","7404.6274","7404.6274"
"5341","2103.332","2103.332","2103.332","7964.118","7964.118","7964.118"
"5354","2212.9631","2212.9631","2212.9631","7452.1953","7452.1953","7452.1953"
"5367","2205.4106","2205.4106","2205.4106","7545.409","7545.409","7545.409"
"5380","2197.5193","2197.5193","2197.5193","7475.2466","7475.2466","7475.2466"
"5393","2122.1326","2122.1326","2122.1326","7780.5444","7780.5444","7780.5444"
"5406","2128.0159","2128.0159","2128.0159","7256.9663","7256.9663","7256.9663"
"5419","2205.8613","2205.8613","2205.8613","7483.659","7483.659","7483.659"
"5432","2182.3477","2182.3477","2182.3477","7878.44","7878.44","7878.44"
"5445","2216.0127","2216.0127","2216.0127","7606.318","7606.318","7606.318"
"5458","2268.9246","2268.9246","2268.9246","7213.3896","7213.3896","7213.3896"
"5471","2188.095","2188.095","2188.095","7525.6177","7525.6177","7525.6177"
"5484","2247.8718","2247.8718","2247.8718","7623.3037","7623.3037","7623.3037"
"5497","2341.2554","2341.2554","2341.2554","7239.255","7239.255","7239.255"
"5510","2324.9312","2324.9312","2324.9312","7508.952","7508.952","7508.952"
"5523","2269.4285","2269.4285","2269.4285","7548.9395","7548.9395","7548.9395"
"5536","2326.8965","2326.8965","2326.8965","7323.2427","7323.2427","7323.2427"
"5549","2352.7263","2352.7263","2352.7263","7484.05","7484.05","7484.05"
"5562","2344.2996","2344.2996","2344.2996","7637.3965","7637.3965","7637.3965"
"5575","2274.1858","2274.1858","2274.1858","7814.056","7814.056","7814.056"
"5588","2361.713","2361.713","2361.713","7840.569","7840.569","7840.569"
"5601","2309.2207","2309.2207","2309.2207","7569.577","7569.577","7569.577"
"5614","2432.9321","2432.9321","2432.9321","7908.777","7908.777","7908.777"
"5627","2400.1008","2400.1008","2400.1008","8122.4854","8122.4854","8122.4854"
"5640","2335.6204","2335.6204","2335.6204","7635.9316","7635.9316","7635.9316"
"5653","2397.6013","2397.6013","2397.6013","7717.4917","7717.4917","7717.4917"
"5666","2431.7769","2431.7769","2431.7769","8083.427","8083.427","8083.427"
"5679","2420.693","2420.693","2420.693","7946.326","7946.326","7946.326"
"5692","2528.9163","2528.9163","2528.9163","7439.177","7439.177","7439.177"
"5705","2403.1301","2403.1301","2403.1301","7436.0215","7436.0215","7436.0215"
"5718","2505.4363","2505.4363","2505.4363","8132.9424","8132.9424","8132.9424"
"5731","2437.4727","2437.4727","2437.4727","8159.3667","8159.3667","8159.3667"
"5744","2540.9575","2540.9575","2540.9575","7863.5195","7863.5195","7863.5195"
"5757","2495.7212","2495.7212","2495.7212","7768.694","7768.694","7768.694"
"5770","2616.6367","2616.6367","2616.6367","8143.7227","8143.7227","8143.7227"
"5783","2495.9854","2495.9854","2495.9854","7990.417","7990.417","7990.417"
"5796","2635.5337","2635.5337","2635.5337","8464.1455","8464.1455","8464.1455"
"5809","2547.1035","2547.1035","2547.1035","7645.993","7645.993","7645.993"
"5822","2566.1875","2566.1875","2566.1875","7911.7334","7911.7334","7911.7334"
"5835","2585.6091","2585.6091","2585.6091","7733.4146","7733.4146","7733.4146"
"5848","2777.3113","2777.3113","2777.3113","7431.499","7431.499","7431.499"
"5861","2531.4883","2531.4883","2531.4883","8251.928","8251.928","8251.928"
"5874","2739.978","2739.978","2739.978","8190.719","8190.719","8190.719"
"5887","2800.504","2800.504","2800.504","7672.8584","7672.8584","7672.8584"
"5900","2731.202","2731.202","2731.202","7815.543","7815.543","7815.543"
"5913","2756.217","2756.217","2756.217","7703.4775","7703.4775","7703.4775"
"5926","2823.572","2823.572","2823.572","8077.246","8077.246","8077.246"
"5939","3043.0361","3043.0361","3043.0361","8457.549","8457.549","8457.549"
"5952","2852.1821","2852.1821","2852.1821","8013.8994","8013.8994","8013.8994"
"5965","2891.0093","2891.0093","2891.0093","7784.8276","7784.8276","7784.8276"
"5978","2972.987","2972.987","2972.987","8260.915","8260.915","8260.915"
"5991","2909.608","2909.608","2909.608","8300.902","8300.902","8300.902"
"6004","3003.7556","3003.7556","3003.7556","8108.8843","8108.8843","8108.8843"
"6017","2666.7334","2666.7334","2666.7334","8109.3545","8109.3545","8109.3545"
"6030","2882.4526","2882.4526","2882.4526","8125.0527","8125.0527","8125.0527"
"6043","3008.7483","3008.7483","3008.7483","8317.409","8317.409","8317.409"
"6056","3120.097","3120.097","3120.097","8254.347","8254.347","8254.347"
"6069","2985.9448","2985.9448","2985.9448","8246.661","8246.661","8246.661"
"6082","3314.5813","3314.5813","3314.5813","8574.375","8574.375","8574.375"
"6095","3357.3123","3357.3123","3357.3123","8070.8267","8070.8267","8070.8267"
"6108","3063.133","3063.133","3063.133","7977.53","7977.53","7977.53"
"6121","3342.516","3342.516","3342.516","8329.217","8329.217","8329.217"
"6134","3587.1497","3587.1497","3587.1497","7863.8105","7863.8105","7863.8105"
"6147","3555.2007","3555.2007","3555.2007","8075.288","8075.288","8075.288"
"6160","3305.0356","3305.0356","3305.0356","8191.608","8191.608","8191.608"
"6173","3989.8452","3989.8452","3989.8452","8370.422","8370.422","8370.422"
"6186","3539.06","3539.06","3539.06","8136.1636","8136.1636","8136.1636"
"6199","3813.316","3813.316","3813.316","8578.783","8578.783","8578.783"
"6212","3544.293","3544.293","3544.293","8187.6445","8187.6445","8187.6445"
"6225","4003.1655","4003.1655","4003.1655","8353.001","8353.001","8353.001"
"6238","3793.4998","3793.4998","3793.4998","8266.787","8266.787","8266.787"
"6251","4197.1323","4197.1323","4197.1323","8540.101","8540.101","8540.101"
"6264","3784.3088","3784.3088","3784.3088","8258.193","8258.193","8258.193"
"6277","3772.251","3772.251","3772.251","7938.5117","7938.5117","7938.5117"
"6290","3987.331","3987.331","3987.331","7855.9575","7855.9575","7855.9575"
"6303","3768.7744","3768.7744","3768.7744","8314.49","8314.49","8314.49"
"6316","4423.762","4423.762","4423.762","8523.276","8523.276","8523.276"
"6329","4472.141","4472.141","4472.141","8358.05","8358.05","8358.05"
"6359","4421.943","4421.943","4421.943","8149.355","8149.355","8149.355"
"6362","4772.4756","4772.4756","4772.4756","8545.4","8545.4","8545.4"
"6375","4736.813","4736.813","4736.813","8323.999","8323.999","8323.999"
"6388","4325.8296","4325.8296","4325.8296","8158.9478","8158.9478","8158.9478"
"6401","4676.388","4676.388","4676.388","8421.91","8421.91","8421.91"
"6414","4499.687","4499.687","4499.687","7775.936","7775.936","7775.936"
"6427","4924.4326","4924.4326","4924.4326","8363.715","8363.715","8363.715"
"6440","4675.4688","4675.4688","4675.4688","8483.181","8483.181","8483.181"
"6453","5211.7754","5211.7754","5211.7754","8423.776","8423.776","8423.776"
"6466","5253.6753","5253.6753","5253.6753","8675.986","8675.986","8675.986"
"6479","5184.4688","5184.4688","5184.4688","8649.022","8649.022","8649.022"
"6492","5324.8945","5324.8945","5324.8945","8746.42","8746.42","8746.42"
"6505","5372.9155","5372.9155","5372.9155","8498.053","8498.053","8498.053"
"6518","5644.5522","5644.5522","5644.5522","8845.032","8845.032","8845.032"
"6531","5317.869","5317.869","5317.869","8507.658","8507.658","8507.658"
"6544","5323.1406","5323.1406","5323.1406","8032.9224","8032.9224","8032.9224"
"6557","5425.818","5425.818","5425.818","8600.655","8600.655","8600.655"
"6570","5683.843","5683.843","5683.843","8661.32","8661.32","8661.32"
"6583","5761.308","5761.308","5761.308","8381.143","8381.143","8381.143"
"6596","5873.279","5873.279","5873.279","8068.4834","8068.4834","8068.4834"
"6609","5433.862","5433.862","5433.862","8645.243","8645.243","8645.243"
"6622","5966.16","5966.16","5966.16","8728.436","8728.436","8728.436"
"6635","6622.348","6622.348","6622.348","8318.474","8318.474","8318.474"
"6648","6264.3574","6264.3574","6264.3574","8373.166","8373.166","8373.166"
"6661","6028.7344","6028.7344","6028.7344","8106.883","8106.883","8106.883"
"6674","6017.0835","6017.0835","6017.0835","9012.812","9012.812","9012.812"
"6687","5857.7227","5857.7227","5857.7227","8844.451","8844.451","8844.451"
"6700","6626.145","6626.145","6626.145","8846.303","8846.303","8846.303"
"6713","7085.239","7085.239","7085.239","8903.28","8903.28","8903.28"
"6726","6273.647","6273.647","6273.647","9120.71","9120.71","9120.71"
"6739","6307.8545","6307.8545","6307.8545","8688.203","8688.203","8688.203"
"6752","6803.127","6803.127","6803.127","8618.238","8618.238","8618.238"
"6765","6575.7915","6575.7915","6575.7915","8566.73","8566.73","8566.73"
"6778","6676.178","6676.178","6676.178","8947.671","8947.671","8947.671"
"6791","6677.5366","6677.5366","6677.5366","8933.853","8933.853","8933.853"
"6804","6835.9688","6835.9688","6835.9688","9104.096","9104.096","9104.096"
"6817","6672.0054","6672.0054","6672.0054","8887.188","8887.188","8887.188"
"6830","7245.1426","7245.1426","7245.1426","8768.088","8768.088","8768.088"
"6843","6993.773","6993.773","6993.773","8773.675","8773.675","8773.675"
"6856","6942.9604","6942.9604","6942.9604","8900.201","8900.201","8900.201"
"6869","7280.323","7280.323","7280.323","9066.281","9066.281","9066.281"
"6882","6978.2935","6978.2935","6978.2935","8844.863","8844.863","8844.863"
"6895","7202.7227","7202.7227","7202.7227","8857.528","8857.528","8857.528"
"6908","7188.5493","7188.5493","7188.5493","8601.453","8601.453","8601.453"
"6921","7247.019","7247.019","7247.019","8950.572","8950.572","8950.572"
"6934","6999.4346","6999.4346","6999.4346","8778.445","8778.445","8778.445"
"6947","7455.7505","7455.7505","7455.7505","8741.733","8741.733","8741.733"
"6960","7610.2905","7610.2905","7610.2905","8939.131","8939.131","8939.131"
"6973","7199.2686","7199.2686","7199.2686","8467.261","8467.261","8467.261"
"6986","7379.73","7379.73","7379.73","8882.141","8882.141","8882.141"
"6999","7501.9126","7501.9126","7501.9126","8234.923","8234.923","8234.923"
"7012","7554.89","7554.89","7554.89","8425.077","8425.077","8425.077"
"7025","7458.309","7458.309","7458.309","8678.941","8678.941","8678.941"
"7038","7485.633","7485.633","7485.633","8554.666","8554.666","8554.666"
"7051","7474.898","7474.898","7474.898","8707.4375","8707.4375","8707.4375"
"7064","7576.882","7576.882","7576.882","8951.802","8951.802","8951.802"
"7077","7604.4556","7604.4556","7604.4556","9235.192","9235.192","9235.192"
"7090","7382.654","7382.654","7382.654","8547.721","8547.721","8547.721"
"7103","7362.2314","7362.2314","7362.2314","8969.495","8969.495","8969.495"
"7116","7336.9014","7336.9014","7336.9014","9023.217","9023.217","9023.217"
"7129","7640.3657","7640.3657","7640.3657","8690.623","8690.623","8690.623"
"7142","7885.703","7885.703","7885.703","9197.317","9197.317","9197.317"
"7155","7942.101","7942.101","7942.101","9278.261","9278.261","9278.261"
"7168","7842.5205","7842.5205","7842.5205","8842.858","8842.858","8842.858"
"7181","7395.7075","7395.7075","7395.7075","9081.285","9081.285","9081.285"
"7194","7893.3916","7893.3916","7893.3916","9218.552","9218.552","9218.552"
"7207","7671.804","7671.804","7671.804","8502.672","8502.672","8502.672"
"7220","7070.6187","7070.6187","7070.6187","8677.09","8677.09","8677.09"
"7233","8102.944","8102.944","8102.944","8537.111","8537.111","8537.111"
"7246","7808.5913","7808.5913","7808.5913","8920.598","8920.598","8920.598"
"7259","7602.076","7602.076","7602.076","8599.32","8599.32","8599.32"
"7272","7615.0205","7615.0205","7615.0205","9089.8955","9089.8955","9089.8955"
"7285","8035.64","8035.64","8035.64","9040.354","9040.354","9040.354"
"7298","7637.868","7637.868","7637.868","9168.176","9168.176","9168.176"
"7311","7820.2666","7820.2666","7820.2666","9280.066","9280.066","9280.066"
"7324","8034.2656","8034.2656","8034.2656","8945.116","8945.116","8945.116"
"7337","8298.451","8298.451","8298.451","8963.125","8963.125","8963.125"
"7350","8030.846","8030.846","8030.846","9281.47","9281.47","9281.47"
"7363","7687.118","7687.118","7687.118","9391.27","9391.27","9391.27"
"7376","7881.605","7881.605","7881.605","9323.856","9323.856","9323.856"
"7389","7774.561","7774.561","7774.561","9060.501","9060.501","9060.501"
"7402","8280.255","8280.255","8280.255","8991.185","8991.185","8991.185"
"7415","7937.3247","7937.3247","7937.3247","9310.553","9310.553","9310.553"
"7428","7917.613","7917.613","7917.613","9545.222","9545.222","9545.222"
"7441","7705.109","7705.109","7705.109","9246.083","9246.083","9246.083"
"7454","7858.556","7858.556","7858.556","9246.032","9246.032","9246.032"
"7467","8041.407","8041.407","8041.407","9031.76","9031.76","9031.76"
"7480","8488.264","8488.264","8488.264","9276.962","9276.962","9276.962"
"7493","8499.521","8499.521","8499.521","9020.75","9020.75","9020.75"
"7506","8315.509","8315.509","8315.509","8843.729","8843.729","8843.729"
"7519","8311.928","8311.928","8311.928","8946.707","8946.707","8946.707"
"7532","8014.0464","8014.0464","8014.0464","8799.038","8799.038","8799.038"
"7545","7625.046","7625.046","7625.046","8603.014","8603.014","8603.014"
"7558","7994.678","7994.678","7994.678","9160.577","9160.577","9160.577"
"7571","8159.133","8159.133","8159.133","9114.436","9114.436","9114.436"
"7584","8236.812","8236.812","8236.812","9225.655","9225.655","9225.655"
"7597","8236.449","8236.449","8236.449","9204.365","9204.365","9204.365"
"7610","8335.826","8335.826","8335.826","9267.787","9267.787","9267.787"
"7623","8292.573","8292.573","8292.573","8891.916","8891.916","8891.916"
"7636","8197.613","8197.613","8197.613","9127.393","9127.393","9127.393"
"7649","7881.164","7881.164","7881.164","9243.196","9243.196","9243.196"
"7662","8237.113","8237.113","8237.113","9004.685","9004.685","9004.685"
"7675","8351.814","8351.814","8351.814","9056.32","9056.32","9056.32"
"7688","8347.056","8347.056","8347.056","9438.424","9438.424","9438.424"
"7701","8274.3","8274.3","8274.3","9053.063","9053.063","9053.063"
"7714","8505.462","8505.462","8505.462","9390.497","9390.497","9390.497"
"7727","8375.2295","8375.2295","8375.2295","8917.927","8917.927","8917.927"
"7740","8449.34","8449.34","8449.34","8963.006","8963.006","8963.006"
"7753","8215.591","8215.591","8215.591","9487.734","9487.734","9487.734"
"7766","8115.9775","8115.9775","8115.9775","9244.088","9244.088","9244.088"
"7779","8280.521","8280.521","8280.521","8777.29","8777.29","8777.29"
"7792","8130.802","8130.802","8130.802","8788.285","8788.285","8788.285"
"7805","8499.786","8499.786","8499.786","8910.504","8910.504","8910.504"
"7818","8255.745","8255.745","8255.745","8980.649","8980.649","8980.649"
"7831","8406.6045","8406.6045","8406.6045","9295.521","9295.521","9295.521"
"7844","8139.673","8139.673","8139.673","9112.362","9112.362","9112.362"
"7857","8328.978","8328.978","8328.978","9566.882","9566.882","9566.882"
"7870","8447.113","8447.113","8447.113","9187.574","9187.574","9187.574"
"7883","8534.527","8534.527","8534.527","9432.553","9432.553","9432.553"
"7896","8354.689","8354.689","8354.689","9506.13","9506.13","9506.13"
"7909","8247.218","8247.218","8247.218","9916.939","9916.939","9916.939"
"7922","8336.695","8336.695","8336.695","9247.699","9247.699","9247.699"
"7935","8597.287","8597.287","8597.287","9050.8125","9050.8125","9050.8125"
"7948","8501.297","8501.297","8501.297","9391.697","9391.697","9391.697"
"7961","8524.556","8524.556","8524.556","9689.17","9689.17","9689.17"
"7974","8335.988","8335.988","8335.988","9501.1875","9501.1875","9501.1875"
"7987","8273.628","8273.628","8273.628","9541.602","9541.602","9541.602"
"8000","8530.306","8530.306","8530.306","9464.763","9464.763","9464.763"
"8013","8549.336","8549.336","8549.336","9320.407","9320.407","9320.407"
"8026","8687.267","8687.267","8687.267","9166.472","9166.472","9166.472"
"8039","8490.958","8490.958","8490.958","8939.037","8939.037","8939.037"
"8052","8755.57","8755.57","8755.57","9387.83","9387.83","9387.83"
"8065","8790.851","8790.851","8790.851","9450.975","9450.975","9450.975"
"8078","8498.762","8498.762","8498.762","9572.825","9572.825","9572.825"
"8091","8350.3545","8350.3545","8350.3545","9492.349","9492.349","9492.349"
"8104","8359.706","8359.706","8359.706","9369.61","9369.61","9369.61"
"8117","8704.478","8704.478","8704.478","9104.864","9104.864","9104.864"
"8130","8416.313","8416.313","8416.313","9433.187","9433.187","9433.187"
"8143","8428.26","8428.26","8428.26","9253.297","9253.297","9253.297"
"8156","8250.792","8250.792","8250.792","9496.573","9496.573","9496.573"
"8169","8571.619","8571.619","8571.619","9534.734","9534.734","9534.734"
"8182","8897.398","8897.398","8897.398","9692.551","9692.551","9692.551"
"8195","8791.306","8791.306","8791.306","9578.512","9578.512","9578.512"
"8208","8579.609","8579.609","8579.609","9349.003","9349.003","9349.003"
"8221","8542.454","8542.454","8542.454","9347.691","9347.691","9347.691"
"8234","8398.893","8398.893","8398.893","9340.703","9340.703","9340.703"
"8247","8644.757","8644.757","8644.757","9681.938","9681.938","9681.938"
"8260","8834.292","8834.292","8834.292","9513.948","9513.948","9513.948"
"8273","8638.841","8638.841","8638.841","9276.153","9276.153","9276.153"
"8286","8497.747","8497.747","8497.747","9239.167","9239.167","9239.167"
"8299","8700.295","8700.295","8700.295","8958.225","8958.225","8958.225"
"8312","8576.863","8576.863","8576.863","9236.416","9236.416","9236.416"
"8325","8707.38","8707.38","8707.38","9708.487","9708.487","9708.487"
"8338","8856.78","8856.78","8856.78","9605.03","9605.03","9605.03"
"8351","8503.503","8503.503","8503.503","9826.83","9826.83","9826.83"
"8364","8715.875","8715.875","8715.875","9474.741","9474.741","9474.741"
"8377","8675.043","8675.043","8675.043","9835.726","9835.726","9835.726"
"8390","8901.831","8901.831","8901.831","9463.068","9463.068","9463.068"
"8403","8925.5205","8925.5205","8925.5205","9789.169","9789.169","9789.169"
"8416","8797.379","8797.379","8797.379","9706.723","9706.723","9706.723"
"8429","8890.329","8890.329","8890.329","9223.452","9223.452","9223.452"
"8442","9252.848","9252.848","9252.848","9760.577","9760.577","9760.577"
"8455","8806.331","8806.331","8806.331","9724.495","9724.495","9724.495"
"8468","8977.382","8977.382","8977.382","9450.388","9450.388","9450.388"
"8481","8954.893","8954.893","8954.893","9359.758","9359.758","9359.758"
"8494","9088.669","9088.669","9088.669","9427.1","9427.1","9427.1"
"8507","8621.323","8621.323","8621.323","9900.437","9900.437","9900.437"
"8520","8569.985","8569.985","8569.985","9445.725","9445.725","9445.725"
"8533","8893.152","8893.152","8893.152","9280.929","9280.929","9280.929"
"8546","8897.999","8897.999","8897.999","9686.163","9686.163","9686.163"
"8559","8705.926","8705.926","8705.926","9735.145","9735.145","9735.145"
"8572","8971.622","8971.622","8971.622","9556.927","9556.927","9556.927"
"8585","9114.247","9114.247","9114.247","9323.577","9323.577","9323.577"
"8598","8797.563","8797.563","8797.563","9701.939","9701.939","9701.939"
"8611","8829.854","8829.854","8829.854","10176.792","10176.792","10176.792"
"8624","8891.437","8891.437","8891.437","9981.825","9981.825","9981.825"
"8637","9071.781","9071.781","9071.781","9586.855","9586.855","9586.855"
"8650","8889.797","8889.797","8889.797","9350.578","9350.578","9350.578"
"8663","9283.965","9283.965","9283.965","9415.718","9415.718","9415.718"
"8676","9334.32","9334.32","9334.32","9288.141","9288.141","9288.141"
"8689","9160.191","9160.191","9160.191","9782.659","9782.659","9782.659"
"8702","9170.88","9170.88","9170.88","9639.449","9639.449","9639.449"
"8715","9266.388","9266.388","9266.388","9599.023","9599.023","9599.023"
"8728","9259.942","9259.942","9259.942","9839.988","9839.988","9839.988"
"8741","9665.535","9665.535","9665.535","9691.331","9691.331","9691.331"
"8754","9209.706","9209.706","9209.706","9925.708","9925.708","9925.708"
"8767","8860.319","8860.319","8860.319","9838.786","9838.786","9838.786"
"8780","9350.392","9350.392","9350.392","9919.019","9919.019","9919.019"
"8793","9313.374","9313.374","9313.374","9963.175","9963.175","9963.175"
"8806","8953.239","8953.239","8953.239","9338.824","9338.824","9338.824"
"8819","9446.164","9446.164","9446.164","9552.323","9552.323","9552.323"
"8832","9430.652","9430.652","9430.652","9972.554","9972.554","9972.554"
"8845","9284.889","9284.889","9284.889","9799.17","9799.17","9799.17"
"8858","9580.265","9580.265","9580.265","9926.333","9926.333","9926.333"
"8871","9158.243","9158.243","9158.243","9803.506","9803.506","9803.506"
"8884","9411.595","9411.595","9411.595","9749.688","9749.688","9749.688"
"8897","9374.498","9374.498","9374.498","10355.157","10355.157","10355.157"
"8910","9328.301","9328.301","9328.301","9926.791","9926.791","9926.791"
"8923","9154.758","9154.758","9154.758","9525.3545","9525.3545","9525.3545"
"8936","9244.405","9244.405","9244.405","9748.805","9748.805","9748.805"
"8949","9788.636","9788.636","9788.636","9986.162","9986.162","9986.162"
"8962","9406.754","9406.754","9406.754","10120.281","10120.281","10120.281"
"8975","9419.635","9419.635","9419.635","9952.22","9952.22","9952.22"
"8988","9454.228","9454.228","9454.228","10176.707","10176.707","10176.707"
"9001","9406.541","9406.541","9406.541","10334.493","10334.493","10334.493"
"9014","8838.498","8838.498","8838.498","10392.89","10392.89","10392.89"
"9027","9511.152","9511.152","9511.152","10581.885","10581.885","10581.885"
"9040","9871.032","9871.032","9871.032","10315.548","10315.548","10315.548"
"9053","10011.179","10011.179","10011.179","10326.856","10326.856","10326.856"
"9066","9726.3545","9726.3545","9726.3545","10401.892","10401.892","10401.892"
"9079","9348.835","9348.835","9348.835","10222.892","10222.892","10222.892"
"9092","9640.932","9640.932","9640.932","9984.093","9984.093","9984.093"
"9105","9968.97","9968.97","9968.97","10573.6455","10573.6455","10573.6455"
"9118","9317.616","9317.616","9317.616","10469.137","10469.137","10469.137"
"9131","9541.34","9541.34","9541.34","10317.827","10317.827","10317.827"
"9144","9897.338","9897.338","9897.338","10513.282","10513.282","10513.282"
"9157","9702.856","9702.856","9702.856","10482.968","10482.968","10482.968"
"9170","9799.897","9799.897","9799.897","10416.36","10416.36","10416.36"
"9183","9592.358","9592.358","9592.358","10527.069","10527.069","10527.069"
"9196","9831.325","9831.325","9831.325","10291.701","10291.701","10291.701"
"9209","9807.5625","9807.5625","9807.5625","10070.332","10070.332","10070.332"
"9222","9712.687","9712.687","9712.687","10405.077","10405.077","10405.077"
"9235","9550.224","9550.224","9550.224","10713.337","10713.337","10713.337"
"9248","9552.66","9552.66","9552.66","10715.407","10715.407","10715.407"
"9261","9450.163","9450.163","9450.163","10874.364","10874.364","10874.364"
"9274","9466.79","9466.79","9466.79","10672.246","10672.246","10672.246"
"9287","9691.834","9691.834","9691.834","10398.749","10398.749","10398.749"
"9300","9608.692","9608.692","9608.692","10406.229","10406.229","10406.229"
