"Step","env_name: myoLegRoughTerrainT2A-v0 - rollout/ep_rew_mean","env_name: myoLegRoughTerrainT2A-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegRoughTerrainT2A-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegRoughTerrainT2Apca-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegRoughTerrainWalk-v0 - rollout/ep_rew_mean","env_name: myoLegRoughTerrainWalk-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegRoughTerrainWalk-v0 - rollout/ep_rew_mean__MAX"
"5731","1273.4231666666667","1216.8005","1340.5536","1421.2921","1384.1224","1442.5813","1198.0456333333332","1174.902","1219.4756"
"5744","1283.2252","1212.603","1363.4218","1447.5293333333332","1416.0571","1467.8137","1219.2200666666668","1181.8467","1261.1663"
"5757","1292.6187666666667","1209.6051","1386.1246","1447.8117333333332","1434.183","1470.4725","1210.7976999999998","1187.9143","1229.4015"
"5770","1273.8635666666667","1219.9669","1353.1001","1473.9524666666666","1398.2313","1561.7384","1214.18","1188.0294","1237.2849"
"5783","1296.1632666666667","1226.3878","1405.2686","1441.2408666666668","1382.2955","1495.1031","1217.5621333333333","1185.2019","1238.6868"
"5796","1281.0251333333335","1212.7704","1356.881","1437.6092333333333","1376.1019","1469.4795","1212.3926333333332","1172.2761","1237.7758"
"5809","1270.2070999999999","1233.6522","1327.8774","1446.7587999999998","1406.9866","1497.9384","1206.7083","1159.0468","1234.289"
"5822","1272.467","1228.7172","1349.0349","1441.8940666666667","1404.816","1492.4034","1216.6616333333334","1181.7648","1234.1227"
"5835","1276.7251333333334","1209.2461","1367.4601","1440.6784333333333","1417.9396","1482.6813","1210.9981333333335","1189.1228","1227.1381"
"5848","1256.4918333333335","1178.3358","1327.2333","1441.7351333333334","1404.0768","1475.8138","1212.0048666666667","1197.9741","1222.9708"
"5861","1282.3300666666667","1193.8604","1403.0143","1470.2015333333331","1467.6975","1472.386","1213.5496666666666","1175.8184","1236.1599"
"5874","1298.8482666666666","1203.4822","1418.6809","1455.0793999999999","1418.37","1512.0338","1226.7858333333334","1191.6754","1254.7865"
"5887","1287.1402","1201.1138","1388.3241","1473.6876","1423.7201","1514.7634","1218.6844666666666","1177.873","1243.1189"
"5900","1283.0674666666666","1228.0978","1328.7533","1453.3584333333336","1449.6384","1459.1057","1231.3493666666666","1203.0645","1246.6388"
"5913","1284.8933","1246.4841","1352.7355","1449.3260333333335","1438.1882","1456.7137","1240.2735333333333","1222.0247","1262.2963"
"5926","1282.3847333333333","1211.4469","1394.5833","1437.1906333333334","1425.5685","1449.2268","1234.4271666666666","1225.3301","1250.2539"
"5939","1288.3189","1228.549","1374.5344","1458.9182","1408.1309","1506.1993","1232.3950666666667","1206.2676","1252.8507"
"5952","1308.2406666666666","1232.718","1388.95","1473.4929666666667","1431.3412","1502.0685","1227.8892333333333","1206.1688","1250.1511"
"5965","1283.3180666666667","1225.332","1317.2693","1432.6182","1412.9865","1448.9401","1231.3781","1200.8473","1251.2894"
"5978","1302.7397","1232.1943","1382.8214","1466.4169666666667","1418.069","1506.6349","1230.1701666666665","1184.3496","1261.2642"
"5991","1293.7849666666668","1223.5974","1379.2909","1493.8439666666666","1474.0958","1531.9893","1238.7964666666667","1219.584","1251.7065"
"6004","1290.6095333333333","1227.9761","1369.5203","1475.2105","1412.9312","1561.3208","1240.9784333333334","1189.4269","1280.628"
"6017","1279.4343","1207.9736","1374.9442","1475.0069","1451.1869","1514.4191","1233.5644333333332","1207.6072","1259.0824"
"6030","1297.1408666666666","1220.9506","1388.4237","1478.5613333333333","1423.8854","1542.7689","1226.3891","1189.8582","1246.543"
"6043","1294.9576666666667","1240.5184","1364.2457","1476.4024000000002","1461.2378","1485.0258","1223.124","1174.013","1260.9463"
"6056","1318.1779333333334","1224.9027","1447.1758","1473.3455333333332","1426.9216","1517.5103","1245.9787","1220.5293","1292.3024"
"6069","1296.3140999999998","1237.6432","1377.798","1496.6208666666669","1473.3151","1530.9165","1233.5939666666666","1218.1927","1247.7935"
"6082","1309.7265333333335","1232.8357","1390.7064","1450.756666666667","1423.386","1493.6963","1221.9141666666665","1198.7511","1239.0338"
"6095","1298.2624666666668","1235.9888","1385.453","1497.2412666666667","1483.1848","1517.7485","1226.3546333333334","1180.4899","1250.2678"
"6108","1326.3768666666667","1241.8773","1446.5608","1499.8654333333332","1470.263","1525.2507","1242.6229333333333","1217.2084","1270.1022"
"6121","1310.8352333333332","1253.8203","1419.1667","1515.2524666666668","1464.7994","1607.0109","1250.2227333333333","1215.4419","1269.881"
"6134","1319.0434666666667","1241.2416","1434.6542","1524.5513","1462.2603","1556.7281","1240.5829","1192.3586","1265.9354"
"6147","1324.6268666666667","1245.9368","1411.5922","1504.0340666666664","1458.2982","1577.547","1258.3588666666667","1218.9103","1278.4524"
"6160","1326.4437666666665","1266.1016","1417.5537","1526.2885666666668","1442.2217","1610.4039","1245.1224333333332","1217.5446","1269.4731"
"6173","1325.4753333333333","1254.4382","1458.5548","1521.7335","1489.4543","1559.1655","1247.8568666666667","1212.3566","1270.2446"
"6186","1293.2131666666667","1230.7109","1355.9038","1506.8034333333333","1453.874","1579.1869","1269.041433333333","1228.5212","1306.5134"
"6199","1310.0212333333334","1234.6031","1397.7637","1486.0711000000001","1428.0183","1534.5431","1236.4676666666667","1192.39","1271.01"
"6212","1291.8552666666667","1246.7233","1353.6411","1489.015","1465.4072","1535.5283","1262.8572000000001","1227.9675","1298.4054"
"6225","1352.0081666666667","1278.553","1453.1583","1532.0593666666666","1442.5509","1606.8606","1248.6728666666668","1175.863","1291.059"
"6238","1309.4504333333334","1217.5857","1441.4353","1533.2208666666666","1516.968","1561.1887","1241.6703333333335","1189.3512","1297.7173"
"6251","1326.5357333333334","1256.8822","1461.2405","1523.6882333333333","1487.3275","1556.603","1270.0968333333333","1258.1858","1289.2552"
"6264","1339.3657333333333","1257.9595","1463.2439","1515.5076666666666","1462.3848","1597.8971","1260.5141","1197.9343","1313.824"
"6277","1333.8793333333333","1251.2635","1460.5685","1533.6244333333334","1519.5144","1556.6561","1249.5523999999998","1227.5029","1279.8163"
"6290","1316.2931333333333","1247.1984","1426.394","1542.1187666666665","1484.6653","1616.0769","1251.8934","1225.5947","1278.6548"
"6303","1325.8385","1231.6626","1465.1666","1554.2302","1498.7856","1631.6227","1264.2784333333332","1219.1592","1298.3401"
"6316","1327.6923333333334","1245.7809","1432.822","1549.5717666666667","1502.0391","1643.6244","1266.2686333333334","1215.7657","1307.1735"
"6329","1336.2765333333334","1239.4822","1457.0347","1560.4535666666668","1501.5457","1633.7811","1273.5979","1234.6576","1293.7533"
"6359","1352.7386666666669","1290.2548","1451.474","1535.3860000000002","1469.9883","1610.7977","1265.7542999999998","1205.8857","1304.5746"
"6362","1332.0085666666666","1270.7418","1432.0183","1550.856966666667","1509.5442","1612.1057","1265.8863999999999","1222.8419","1291.163"
"6375","1353.5370666666668","1267.1875","1472.343","1531.4633666666666","1471.4224","1573.071","1270.5493666666669","1217.4403","1309.5784"
"6388","1314.7455666666667","1244.4476","1405.1897","1558.6976000000002","1513.2548","1609.5306","1272.1791333333333","1234.5398","1297.2339"
"6401","1311.1335666666666","1247.5817","1401.0171","1514.7810333333334","1469.4128","1559.8558","1273.2486666666666","1238.1555","1318.3617"
"6414","1331.0545666666667","1271.9724","1432.377","1566.0169666666668","1510.2244","1625.0635","1272.8053333333335","1205.6499","1308.4473"
"6427","1351.6096333333332","1233.4731","1466.7032","1545.304666666667","1512.1211","1607.038","1272.1238333333333","1225.569","1311.9778"
"6440","1335.4209666666668","1278.0239","1440.3496","1550.2814333333333","1485.0392","1633.8534","1283.8148666666668","1256.6202","1321.4326"
"6453","1334.5439","1292.0621","1406.2874","1552.7821000000001","1478.1155","1645.1837","1290.2675333333334","1236.1401","1335.6552"
"6466","1354.0582333333334","1278.8492","1464.2709","1532.1070333333334","1505.4344","1567.2341","1263.7072666666666","1201.224","1295.8171"
"6479","1345.7685333333334","1284.581","1436.8671","1580.9889333333333","1515.959","1640.3286","1266.1248666666668","1226.6002","1307.1758"
"6492","1348.2776666666666","1241.78","1446.3616","1544.0731000000003","1508.9845","1596.9543","1290.6849","1233.332","1338.5226"
"6505","1343.0855666666666","1234.1141","1478.3257","1590.2793333333332","1510.5726","1639.8966","1274.1568333333332","1236.9985","1306.7168"
"6518","1344.1900666666668","1270.2573","1445.4954","1570.0285333333334","1490.5162","1655.5361","1283.0025999999998","1256.8789","1299.4388"
"6531","1339.8470333333335","1245.7438","1428.6876","1532.1171666666667","1462.2318","1590.6884","1268.2707666666668","1221.2888","1319.9012"
"6544","1365.2050333333334","1292.0206","1495.7678","1562.8251333333335","1516.8823","1640.4028","1273.5636333333332","1213.0048","1318.6506"
"6557","1355.4382","1258.3483","1485.0483","1572.8401333333331","1516.9006","1635.5438","1279.8921","1250.6508","1318.1293"
"6570","1352.1240666666665","1246.1503","1472.6439","1564.2358333333334","1504.7563","1635.549","1274.1589","1205.8455","1315.1643"
"6583","1341.2455666666667","1262.7926","1403.1161","1553.0240666666668","1502.3859","1629.0463","1278.9745","1240.3871","1308.8254"
"6596","1363.4586333333334","1284.6155","1491.4927","1601.4456666666667","1553.857","1687.6449","1291.8733999999997","1232.5593","1341.3717"
"6609","1347.3632666666665","1288.2253","1431.2544","1568.1603666666667","1526.7856","1626.856","1272.4964666666665","1205.7738","1332.8479"
"6622","1319.4276666666667","1295.2433","1367.6619","1606.7738000000002","1537.8795","1723.6266","1303.8141666666668","1251.4509","1343.3473"
"6635","1357.9617","1260.6213","1481.4047","1606.7564","1572.8114","1652.7708","1276.7392666666665","1219.4972","1305.9766"
"6648","1356.9259","1297.3584","1450.5814","1594.9642333333334","1523.8517","1702.867","1287.7747666666667","1250.4044","1324.3584"
"6661","1385.8219000000001","1296.4534","1520.26","1567.6011333333333","1521.9948","1642.669","1293.1819","1245.7253","1342.4989"
"6674","1339.6537333333333","1248.335","1424.3198","1621.6842666666664","1548.4175","1706.1034","1292.4000333333333","1248.5007","1344.3379"
"6687","1375.5854333333334","1299.0013","1495.2087","1601.3025333333333","1551.9846","1684.2467","1299.4805666666666","1239.1243","1344.2151"
"6700","1358.4373999999998","1262.3353","1448.8987","1622.3589666666667","1562.3112","1704.337","1281.1046","1225.4504","1323.1515"
"6713","1401.18","1266.2952","1546.1808","1612.7513","1529.9792","1743.7877","1295.4177000000002","1235.8176","1361.2203"
"6726","1370.9572666666666","1265.8159","1459.3331","1614.5017333333335","1560.4545","1700.4745","1299.0339333333334","1242.126","1342.3846"
"6739","1351.9975333333332","1267.6174","1478.3029","1643.8606","1562.5447","1712.2847","1305.4725999999998","1244.4143","1361.024"
"6752","1376.1767666666667","1293.594","1493.0687","1582.4070666666667","1525.1854","1629.5679","1316.6048666666666","1269.3585","1358.8599"
"6765","1377.1661666666666","1270.983","1502.5925","1642.4885000000002","1583.8242","1694.0035","1289.9750666666666","1225.2941","1344.9774"
"6778","1368.944066666667","1283.1469","1493.3586","1594.9650333333332","1551.759","1680.2783","1314.9574999999998","1276.5011","1363.1534"
"6791","1373.6471333333332","1271.2615","1473.6699","1613.7363333333333","1549.4532","1723.1223","1295.9326666666666","1230.0643","1348.9409"
"6804","1347.0813333333333","1244.6978","1472.6586","1632.0502","1604.2667","1684.4526","1316.7585","1247.93","1366.9252"
"6817","1365.771633333333","1262.5598","1495.5641","1621.8639333333333","1590.5905","1665.2002","1296.5904666666665","1239.6416","1352.5935"
"6830","1383.7075000000002","1296.9668","1503.528","1645.8139333333331","1551.1333","1742.0264","1303.4898333333333","1236.0337","1356.8325"
"6843","1372.0589","1295.1881","1446.4932","1616.8574333333333","1547.6843","1653.8906","1312.9174","1258.6522","1376.0983"
"6856","1365.9865666666667","1240.4185","1500.0325","1641.835366666667","1595.2661","1712.5819","1308.4245333333333","1251.8813","1377.0708"
"6869","1368.8838666666663","1307.4176","1445.7286","1660.6007","1560.863","1782.3561","1295.3424666666667","1240.1714","1349.8809"
"6882","1415.9204","1335.8381","1569.9229","1696.3364000000001","1630.8182","1806.2646","1302.9318666666666","1249.2047","1346.369"
"6895","1370.4702","1295.6737","1475.7935","1627.3401000000001","1565.6013","1665.083","1306.5842666666667","1242.6168","1359.3385"
"6908","1386.699566666667","1266.5762","1502.4521","1659.7413666666664","1596.7963","1773.8318","1316.1066666666666","1258.7203","1366.1122"
"6921","1368.2649333333331","1312.033","1417.4336","1641.9700999999998","1592.6595","1733.5466","1305.4815333333333","1232.4126","1383.9961"
"6934","1394.6219333333331","1263.392","1551.3641","1655.6391333333333","1582.3009","1780.5643","1322.9066666666668","1263.2526","1385.4695"
"6947","1409.8421333333335","1327.6108","1519.9076","1622.5574666666664","1563.2574","1702.7307","1322.2402666666667","1274.0518","1365.4106"
"6960","1376.8330666666668","1278.2529","1492.2375","1637.4379000000001","1589.5933","1687.0591","1330.1462","1256.2921","1389.0067"
"6973","1390.6078666666665","1314.0897","1473.0176","1685.7709666666667","1633.958","1759.4496","1324.9337000000003","1264.2444","1388.3884"
"6986","1380.1157","1286.9862","1447.3599","1668.3859666666667","1587.1238","1787.9435","1324.3401333333334","1253.6658","1412.2345"
"6999","1390.7279333333333","1298.0586","1486.1447","1668.1635666666668","1584.5149","1802.5797","1321.6527333333333","1265.2991","1381.0232"
"7012","1387.8450999999998","1283.1829","1479.7322","1693.5328333333334","1636.6611","1774.8954","1324.2208666666666","1235.5955","1395.5004"
"7025","1398.4026000000001","1321.4656","1533.106","1678.3248999999998","1573.2732","1810.3263","1325.6202666666668","1246.9691","1389.7145"
"7038","1395.6265333333333","1323.0101","1505.433","1664.0466666666664","1591.1685","1753.5908","1335.4997666666668","1275.8503","1411.7042"
"7051","1396.3682","1321.2295","1435.5701","1652.2262333333335","1600.0284","1735.2552","1351.0820333333334","1275.4032","1399.0585"
"7064","1393.6779","1280.1868","1507.7094","1683.863","1614.755","1782.0366","1337.4053999999999","1255.5471","1408.9681"
"7077","1392.0598666666665","1284.7123","1545.3134","1668.6983666666667","1599.4954","1760.733","1353.2836333333335","1261.2544","1449.1517"
"7090","1398.6413333333337","1286.3475","1537.5322","1704.2596","1651.1421","1798.503","1334.1562000000001","1255.8083","1402.8776"
"7103","1391.9530000000002","1312.3517","1474.7312","1703.607","1624.0043","1806.2527","1339.3711333333333","1300.8915","1396.8608"
"7116","1410.2801","1313.1259","1546.931","1685.4117666666668","1644.8584","1756.9984","1337.4024333333334","1260.8696","1426.077"
"7129","1394.5638999999999","1308.2833","1481.127","1709.4867666666669","1671.9943","1769.509","1339.7779666666668","1288.7029","1416.9685"
"7142","1386.4665666666667","1284.1438","1502.0475","1670.8187","1617.8938","1743.2546","1331.4410999999998","1251.215","1404.4741"
"7155","1412.8832","1324.4437","1524.2168","1670.1899","1596.0173","1760.9888","1350.8909","1250.7041","1454.0503"
"7168","1395.7919000000002","1294.0641","1498.9998","1704.2038666666667","1655.2189","1777.8923","1336.3340333333333","1262.113","1413.7338"
"7181","1411.8162999999997","1307.1288","1536.9634","1676.4951333333331","1657.6462","1690.0925","1336.4769","1256.299","1423.3982"
"7194","1397.868966666667","1317.0151","1479.0234","1742.0322666666668","1659.2777","1894.6713","1331.1444333333334","1240.191","1430.6056"
"7207","1439.4348666666665","1319.6123","1572.2151","1786.5832333333335","1694.5421","1905.8518","1339.4969666666666","1221.7218","1424.6611"
"7220","1420.5093333333334","1312.6305","1527.1681","1680.2396333333334","1655.8644","1728.9161","1345.1244666666666","1272.6372","1405.0817"
"7233","1398.6668333333334","1313.9227","1473.9268","1711.6826333333331","1640.7622","1809.136","1363.0958","1312.0028","1414.3323"
"7246","1414.2356","1288.074","1560.7876","1737.3665","1678.9376","1800.3033","1353.2023000000002","1275.5253","1424.2949"
"7259","1431.2131666666664","1326.53","1568.8536","1712.6118999999999","1639.9816","1817.2471","1361.6961","1291.8656","1430.856"
"7272","1440.6012666666666","1312.3982","1589.9132","1723.6749333333335","1687.5997","1792.0328","1349.1714666666667","1250.8234","1444.387"
"7285","1404.2517333333335","1304.5795","1510.7946","1704.3503666666666","1653.3105","1780.0979","1331.1284333333333","1266.9695","1405.3127"
"7298","1410.1836999999998","1325.4824","1496.7773","1785.0766333333333","1685.1311","1878.836","1351.5843","1264.027","1429.8826"
"7311","1419.1160666666667","1309.8951","1540.5212","1760.4248666666665","1671.3486","1827.3857","1355.5506333333333","1271.7073","1449.124"
"7324","1396.4402","1323.3419","1482.054","1763.2060000000001","1683.3027","1859.8351","1352.6723000000002","1261.6564","1434.591"
"7337","1429.0634","1347.694","1549.2668","1738.1772","1667.4725","1864.8357","1350.0836666666667","1269.2909","1417.9197"
"7350","1431.8916666666667","1296.2731","1570.3282","1799.2190666666665","1685.8309","1976.7026","1373.9842","1283.9675","1449.1963"
"7363","1415.4788333333333","1309.3942","1524.4877","1728.1084333333336","1666.8427","1792.9838","1355.7239","1289.9575","1416.5807"
"7376","1413.1549333333332","1306.204","1528.2162","1793.4137666666666","1728.444","1905.9506","1372.0160333333333","1314.1328","1444.4347"
"7389","1419.5439999999999","1294.3269","1535.0153","1728.7438666666667","1648.38","1857.8872","1372.3207333333332","1303.4396","1442.3971"
"7402","1449.2228666666667","1320.2987","1588.3124","1758.9105666666667","1653.9634","1910.5521","1352.1400333333333","1261.6277","1454.4934"
"7415","1434.2097","1348.4816","1571.1635","1744.0060999999998","1716.3636","1779.3356","1371.6845","1293.4949","1456.4967"
"7428","1434.9543","1298.2072","1560.759","1738.6207000000002","1705.5221","1794.9667","1369.5311666666666","1263.6564","1466.9011"
"7441","1434.6363666666666","1305.1947","1565.0426","1762.0054666666667","1680.3961","1840.1268","1375.0799666666665","1284.5525","1482.7666"
"7454","1419.4913999999999","1304.5939","1559.6105","1767.519","1713.792","1860.5294","1366.6163333333334","1272.7382","1463.8638"
"7467","1422.9189999999999","1349.4191","1541.2606","1793.6813666666667","1731.1704","1917.7684","1368.3935333333332","1292.3696","1462.493"
"7480","1435.5163999999997","1330.5869","1564.3317","1762.2510666666667","1683.2222","1843.8384","1369.7951333333333","1293.482","1448.7083"
"7493","1462.8163666666667","1368.8987","1569.9951","1762.0759666666665","1748.2264","1786.6794","1375.1400999999998","1293.3317","1471.3751"
"7506","1450.0910666666666","1318.1869","1587.5044","1808.6899333333333","1729.1422","1904.6686","1386.7418","1315.3997","1471.9247"
"7519","1421.7397","1280.6135","1547.1672","1767.9451333333334","1655.792","1911.7021","1379.4017333333334","1296.4666","1503.0338"
"7532","1450.8001333333332","1330.1288","1607.3917","1777.2515666666666","1696.3064","1853.1104","1393.3454000000002","1292.5278","1529.9226"
"7545","1448.7386999999999","1340.1671","1546.0126","1798.5541","1708.2988","1901.5127","1400.3955666666668","1289.4142","1531.568"
"7558","1480.7690666666667","1328.722","1642.7429","1769.3913333333333","1712.5481","1814.0127","1393.4137333333335","1309.079","1510.2754"
"7571","1424.4793666666667","1336.3912","1547.4883","1812.6240666666665","1726.0873","1948.6559","1368.2817000000002","1269.9194","1438.4587"
"7584","1449.2078333333332","1334.4233","1555.0272","1837.5812999999998","1715.1176","2025.4941","1399.7524333333333","1303.1133","1507.0946"
"7597","1432.4116000000001","1347.6031","1535.6289","1800.9430333333332","1718.1417","1867.8694","1390.4878","1294.3977","1494.5479"
"7610","1439.2713333333334","1309.0836","1598.3429","1789.0621","1707.8804","1943.8625","1391.6535333333334","1293.979","1515.3268"
"7623","1457.9175333333333","1350.7074","1609.0385","1815.7250333333334","1722.2063","1961.419","1372.7172666666665","1278.2703","1472.7585"
"7636","1451.0695666666668","1346.235","1579.0437","1814.0350333333336","1752.1045","1913.8496","1402.1051333333332","1289.9783","1537.0319"
"7649","1457.894833333333","1342.8607","1610.9198","1791.6408","1707.369","1912.4788","1438.2714666666668","1317.4086","1597.4767"
"7662","1441.3333333333333","1338.0963","1537.8158","1881.3874000000003","1776.852","2056.3616","1403.7753999999998","1290.5981","1548.9886"
"7675","1450.8695","1355.6855","1585.0839","1787.5788","1686.6538","1952.9305","1380.5984","1287.0891","1495.9092"
"7688","1458.0400333333334","1322.4454","1612.5862","1833.7010333333335","1754.6747","1936.5361","1396.1267","1304.0516","1534.7473"
"7701","1490.3982000000003","1358.9523","1623.4836","1825.4562333333333","1711.7854","2020.6713","1400.1220666666666","1268.7178","1568.1989"
"7714","1459.8036","1362.7703","1551.2274","1807.2318333333333","1725.1555","1905.2666","1408.0088666666668","1308.1818","1540.223"
"7727","1468.3015333333333","1387.952","1599.6147","1815.692933333333","1758.2236","1910.7997","1412.122033333333","1276.5736","1544.3458"
"7740","1474.6350333333332","1341.9525","1608.0076","1867.3020333333334","1761.207","1945.0461","1413.7865000000002","1294.0223","1552.1746"
"7753","1471.6200000000001","1336.6013","1625.4987","1861.961","1770.787","1976.1847","1405.2541333333331","1296.3452","1527.0233"
"7766","1477.5637","1326.7616","1655.52","1849.0798666666667","1730.5214","1991.3813","1419.4761333333333","1287.8325","1572.2258"
"7779","1469.4556","1370.0164","1594.7762","1797.0280000000002","1714.9541","1918.6572","1416.8566","1288.275","1550.6967"
"7792","1452.0090333333335","1325.1947","1538.5496","1865.9589333333333","1787.2306","1992.716","1444.6063333333332","1312.6642","1613.7749"
"7805","1481.3339666666668","1364.0948","1634.1361","1839.3025333333335","1724.9978","2005.1437","1438.3513333333333","1301.431","1607.2902"
"7818","1489.1126333333334","1369.3976","1615.6554","1869.8382","1811.3083","1974.4536","1429.9044999999999","1300.3761","1608.1986"
"7831","1472.4763666666668","1342.2157","1620.3562","1843.2940999999998","1781.8264","1956.6923","1432.7571","1302.314","1575.9799"
"7844","1504.2171333333335","1340.6805","1722.9269","1867.4036666666668","1731.5857","1996.5961","1425.8662333333332","1303.3094","1585.905"
"7857","1506.9446","1370.2748","1667.458","1877.2541666666666","1777.8608","1993.6318","1463.202266666667","1313.6826","1660.5262"
"7870","1498.3941333333332","1374.4424","1647.351","1890.1733666666667","1788.2095","1980.3893","1450.9015333333334","1304.6051","1618.4443"
"7883","1490.0904666666665","1361.8428","1651.902","1851.5895333333335","1761.7026","1992.8336","1443.4449000000002","1306.1853","1598.045"
"7896","1480.2570333333333","1354.6841","1629.3114","1928.5458666666666","1848.6796","2064.383","1441.7993999999999","1295.2078","1631.9441"
"7909","1494.4451333333334","1361.8295","1663.469","1889.9440000000002","1821.3303","1972.6482","1436.3233333333335","1300.6409","1605.9823"
"7922","1495.6490999999999","1388.9259","1636.8057","1940.1812333333335","1848.2405","2025.7112","1454.8797333333334","1309.736","1641.2655"
"7935","1512.1051666666665","1398.9884","1684.4248","1894.7891","1741.3016","2100.5452","1472.1476000000002","1319.8552","1650.9956"
"7948","1479.1920666666665","1363.7792","1601.1823","1893.7574333333332","1793.3187","2044.5233","1463.7125333333333","1316.7739","1664.2399"
"7961","1451.5117","1347.3722","1547.379","1899.7772000000002","1767.244","2072.3018","1468.9851666666666","1329.3132","1657.7474"
"7974","1506.4392","1351.8418","1646.593","1889.767466666667","1800.8334","2061.523","1463.1996333333334","1315.045","1660.908"
"7987","1477.3239666666668","1332.0778","1633.8688","1884.7505333333336","1782.1495","2008.2537","1473.046833333333","1310.8778","1652.3046"
"8000","1543.1532","1389.0459","1706.2853","1878.0134333333335","1834.4471","1961.6309","1466.4293333333335","1314.4175","1641.8673"
"8013","1479.7803999999999","1326.3169","1623.911","1947.1629333333333","1865.1469","2001.9609","1463.2982333333332","1330.833","1634.2097"
"8026","1487.3935666666666","1363.7942","1600.4663","1892.3233666666667","1838.0892","1940.0038","1493.5348999999999","1343.295","1681.1388"
"8039","1501.5554333333332","1390.5349","1677.9061","1988.3731333333333","1907.8141","2117.9663","1462.4032","1324.0758","1611.3368"
"8052","1482.8978","1353.3146","1626.6548","1956.6096","1817.8619","2098.6848","1481.0586333333333","1353.3569","1655.58"
"8065","1503.1003","1372.2032","1667.6769","1925.9164666666668","1777.1364","2145.3167","1483.7967666666666","1315.7504","1687.6697"
"8078","1482.5998333333334","1351.215","1627.9442","1902.6605333333334","1819.8289","2046.1803","1475.9142","1294.8258","1694.4404"
"8091","1503.2591333333332","1323.7299","1666.5592","1952.2132333333332","1819.7124","2152.065","1500.8925666666667","1312.993","1697.4592"
"8104","1537.7819","1394.9017","1692.7261","1902.5536333333332","1790.3577","2058.5603","1472.6020666666666","1327.0275","1646.214"
"8117","1524.3796000000002","1352.4225","1738.2183","1897.1296333333332","1784.374","1999.5985","1499.9628333333333","1341.0286","1695.9182"
"8130","1520.1304333333335","1371.1213","1678.7593","1937.7625","1814.6171","2041.4636","1504.9996666666666","1341.4745","1708.5543"
"8143","1487.7363000000003","1356.5603","1618.6327","1909.9976666666669","1810.0134","2086.805","1497.3376","1318.6901","1686.8868"
"8156","1507.130366666667","1353.255","1676.3401","1977.111133333333","1814.4635","2215.3125","1495.5601666666664","1338.2021","1686.6017"
"8169","1529.8671000000002","1391.4958","1679.4415","1953.5965666666668","1915.3882","1996.8657","1493.1553000000001","1329.8901","1694.6582"
"8182","1505.4781","1376.91","1663.6593","2067.7562333333335","1947.7727","2304.4407","1493.7393666666667","1313.6036","1688.9833"
"8195","1526.3824333333334","1397.9734","1696.2565","1998.3578666666665","1885.2677","2134.375","1519.0492333333332","1354.7842","1703.25"
"8208","1524.0025000000003","1352.9474","1707.4916","1931.3546666666668","1827.0099","2045.5869","1487.7193666666665","1362.1669","1675.2394"
"8221","1493.553533333333","1404.0554","1588.6338","1926.3701","1843.4889","2000.2479","1510.2558666666666","1327.8291","1748.0967"
"8234","1517.4147666666668","1384.7177","1649.5054","2036.0377666666666","1924.7561","2252.2866","1504.0377333333333","1347.6259","1689.1721"
"8247","1504.0714","1355.1687","1661.3862","1976.95","1883.4553","2136.596","1536.8829333333335","1338.0435","1753.0061"
"8260","1518.9455333333333","1357.325","1722.1411","1964.1057","1824.0775","2071.8728","1531.9125999999999","1351.9009","1719.1791"
"8273","1527.1608000000003","1381.0024","1666.3231","2048.6891333333333","1918.9615","2217.9092","1517.0585","1337.3715","1707.4727"
"8286","1537.3597666666665","1393.653","1679.7539","2013.5935666666664","1905.3937","2197.5618","1526.2501666666667","1328.1676","1737.4645"
"8299","1558.2494","1377.0972","1775.2394","1933.8097","1868.9688","2042.4658","1502.1557","1338.8094","1662.0403"
"8312","1491.3446000000001","1371.9257","1639.0406","2032.8213000000003","1912.9597","2162.7249","1508.0900666666666","1337.5934","1704.4403"
"8325","1521.6775333333333","1377.7775","1704.1145","2062.2548333333334","1971.0525","2241.7656","1518.1608666666668","1335.6416","1679.483"
"8338","1519.929933333333","1381.8041","1639.6703","2028.7266333333334","1854.5693","2329.929","1534.9504333333334","1356.3042","1780.378"
"8351","1522.2502666666667","1424.4873","1656.6831","1966.2568666666666","1856.1917","2064.5112","1511.1372666666666","1361.2112","1697.3811"
"8364","1490.1752999999999","1363.2567","1617.4302","2069.1503333333335","1972.2836","2232.7021","1534.2968666666666","1369.581","1744.8824"
"8377","1537.5681333333334","1402.3204","1696.9072","1980.0068333333336","1885.7118","2125.9639","1541.8880666666666","1347.4","1756.1576"
"8390","1549.4853333333333","1382.5292","1692.372","2047.1455999999998","1806.8468","2306.276","1526.1061333333334","1364.1147","1725.7076"
"8403","1542.8383000000001","1400.7623","1717.7433","2004.3101","1970.458","2036.6528","1522.8005999999998","1362.1931","1693.8118"
"8416","1531.2622666666666","1391.355","1688.7991","2104.2239666666665","2033.722","2196.9243","1533.3775333333333","1328.668","1744.0398"
"8429","1520.7595666666666","1381.7375","1721.0157","2062.2806333333333","1926.455","2215.6567","1529.1081666666669","1342.3857","1731.1171"
