"Step","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2Apca-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegWalkT2A-v0 - rollout/ep_rew_mean","env_name: myoLegWalkT2A-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalkT2A-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegWalk-v0 - rollout/ep_rew_mean","env_name: myoLegWalk-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegWalk-v0 - rollout/ep_rew_mean__MAX"
"3040","1630.7418666666665","1616.3451","1645.538","1318.3435","1228.4752","1408.2118","1054.6282666666668","1049.7776","1062.3712"
"3053","1693.6365999999998","1666.4047","1743.686","1314.0034","1223.4801","1404.5267","1065.4287333333334","1059.9836","1072.9857"
"3066","1667.3464666666666","1621.978","1702.9385","1311.98145","1189.3108","1434.6521","1063.8157333333331","1056.2993","1068.5842"
"3079","1663.1827666666668","1633.2551","1695.692","1319.3346999999999","1231.3466","1407.3228","1072.0717666666667","1068.0919","1074.6002"
"3092","1685.3823666666667","1669.3682","1706.8152","1318.75855","1229.6016","1407.9155","1066.3769","1051.4503","1088.5779"
"3105","1697.1657666666667","1596.5687","1771.2029","1331.9232","1246.3225","1417.5239","1068.3179666666667","1048.8634","1089.6815"
"3118","1727.5039666666664","1701.1852","1767.6835","1299.9257499999999","1185.42","1414.4315","1077.7040666666667","1061.1953","1095.9839"
"3131","1715.0226000000002","1681.6045","1748.547","1346.9483","1257.2408","1436.6558","1076.9549333333334","1061.0421","1092.919"
"3144","1732.7930999999999","1717.2935","1752.1089","1333.94275","1247.1144","1420.7711","1079.6098333333332","1055.4053","1097.7069"
"3157","1730.1202666666668","1687.5126","1752.9554","1303.83005","1222.2745","1385.3856","1085.2494","1065.3837","1104.2537"
"3170","1765.624","1750.7402","1776.3296","1327.5169","1222.3507","1432.6831","1090.0403666666666","1076.5175","1113.8751"
"3183","1730.0633333333335","1700.1277","1751.3584","1338.61875","1251.2235","1426.014","1089.1634999999999","1074.4474","1107.792"
"3196","1793.5421","1778.0052","1824.3173","1359.3020000000001","1272.8569","1445.7471","1093.8544333333332","1077.3853","1111.4275"
"3209","1762.9332000000002","1722.5089","1787.2671","1343.39735","1259.6947","1427.1","1095.4601999999998","1081.8074","1106.1254"
"3222","1795.3047","1774.9458","1815.092","1363.97675","1265.7554","1462.1981","1107.1750333333332","1103.3647","1111.1641"
"3235","1795.0777666666665","1773.5153","1822.3727","1365.6634","1269.8145","1461.5123","1095.4555","1090.5695","1098.5822"
"3248","1790.8157333333336","1757.3972","1846.9747","1360.67135","1251.9443","1469.3984","1094.2425666666668","1082.1267","1100.526"
"3261","1803.5320000000002","1764.7405","1832.4255","1352.316","1271.7242","1432.9078","1102.1108000000002","1074.3135","1127.9618"
"3274","1814.2482","1808.3145","1824.7091","1354.4846499999999","1251.5101","1457.4592","1097.9874666666667","1085.2031","1105.4038"
"3287","1797.4194","1794.3983","1799.2588","1357.7046500000001","1275.1492","1440.2601","1101.0176","1079.3292","1121.9669"
"3300","1867.5406333333333","1818.98","1907.1307","1362.9171000000001","1284.349","1441.4852","1098.7695333333334","1079.2474","1110.3525"
"3313","1851.0558","1834.2659","1868.3124","1383.6680000000001","1264.43","1502.906","1111.0493","1086.6509","1127.853"
"3326","1849.6470333333334","1805.7819","1885.9594","1371.5365000000002","1281.496","1461.577","1112.0291666666667","1100.5286","1134.9716"
"3339","1887.0379666666668","1854.667","1948.6295","1398.6104500000001","1302.3479","1494.873","1112.1418","1089.9408","1125.3553"
"3352","1922.3453333333334","1881.5155","1944.7777","1372.2908","1281.0065","1463.5751","1114.4765","1099.8168","1126.1819"
"3365","1874.5798000000002","1849.3639","1902.2899","1403.57375","1288.6385","1518.509","1114.155","1093.6173","1127.7029"
"3378","1877.4854000000003","1852.8871","1891.7322","1392.0718000000002","1274.7389","1509.4047","1120.5654333333332","1114.1711","1129.3274"
"3391","1920.8414999999998","1892.4713","1950.2649","1402.73695","1303.8391","1501.6348","1124.0528000000002","1111.0673","1132.3553"
"3404","2001.4749666666667","1940.7782","2052.2778","1398.4473","1317.8665","1479.0281","1127.0581","1110.1243","1136.4565"
"3417","1978.9903000000002","1920.4286","2047.7637","1392.3065","1294.0918","1490.5212","1135.3978666666665","1124.4161","1150.2515"
"3430","1969.6238666666668","1910.0989","2002.0394","1415.5217499999999","1275.9817","1555.0618","1133.1994","1121.8254","1150.8983"
"3443","2007.4322","1957.6458","2061.0425","1395.1050500000001","1327.1067","1463.1034","1133.6093333333333","1115.8319","1144.6022"
"3456","2003.8099000000002","1949.2213","2075.3787","1421.1177","1319.4076","1522.8278","1133.0821666666668","1113.5404","1145.5485"
"3469","2012.2269333333334","1934.744","2059.1917","1426.1061","1294.5479","1557.6643","1144.9248","1132.0547","1159.849"
"3482","1986.5400333333334","1954.8787","2027.3713","1440.31285","1332.6115","1548.0142","1141.8224","1136.4563","1149.8057"
"3495","2059.1601","1986.3423","2097.871","1401.6779000000001","1274.8542","1528.5016","1142.0736333333334","1134.128","1147.3809"
"3508","2019.5930333333333","1982.0221","2072.3833","1420.17515","1310.8252","1529.5251","1145.7391","1128.1","1162.7626"
"3521","2090.063833333333","2008.1475","2150.806","1426.5988","1324.489","1528.7086","1151.0738333333331","1143.1171","1164.0544"
"3534","2052.6819","1932.3881","2193.223","1459.0136499999999","1340.6837","1577.3436","1148.8051","1142.4868","1157.1198"
"3547","2114.0199666666663","2107.6729","2119.325","1439.23855","1326.2897","1552.1874","1155.6411","1147.944","1166.174"
"3560","2086.7978333333335","2038.7305","2176.9705","1441.31805","1346.8837","1535.7524","1152.3483666666668","1138.5475","1161.3374"
"3573","2054.279233333333","1985.3167","2095.8486","1436.86065","1353.0403","1520.681","1159.4546666666665","1146.6951","1179.7738"
"3586","2137.0886666666665","2100.5837","2165.891","1427.5639","1324.7975","1530.3303","1158.9658666666667","1144.9122","1172.9471"
"3599","2118.456833333333","2069.5845","2147.295","1448.2128","1342.5435","1553.8821","1154.4674666666667","1135.4648","1168.706"
"3612","2171.8961","2141.585","2195.063","1460.5158000000001","1342.9681","1578.0635","1156.3951","1145.9902","1173.1254"
"3625","2202.5002666666664","2125.4734","2262.1409","1446.2784000000001","1354.9392","1537.6176","1165.5146333333332","1156.0273","1173.4448"
"3638","2152.304566666667","2134.2715","2175.8582","1470.0381","1343.0327","1597.0435","1169.782766666667","1156.9978","1179.7659"
"3651","2221.2459333333336","2051.8215","2417.9053","1466.97515","1372.5144","1561.4359","1163.8951333333332","1160.3087","1170.8418"
"3664","2292.7549","2214.9456","2408.0938","1480.2701000000002","1373.9834","1586.5568","1169.804666666667","1159.2234","1175.4727"
"3677","2240.0343666666668","2151.127","2368.2957","1499.1667499999999","1381.0247","1617.3088","1179.9517","1169.5602","1188.0803"
"3690","2234.8737666666666","2157.7131","2328.4177","1483.55135","1352.2423","1614.8604","1181.1584","1168.0017","1189.4285"
"3703","2288.291333333333","2194.3137","2369.0737","1505.39615","1382.1375","1628.6548","1180.1527333333333","1165.4279","1194.7108"
"3716","2407.4704666666667","2369.0464","2432.3772","1534.0368","1413.5177","1654.5559","1183.9192","1168.5972","1192.1321"
"3729","2365.1443999999997","2290.7866","2468.3716","1499.1963","1382.3789","1616.0137","1193.4919333333335","1180.6975","1201.2524"
"3742","2322.776066666667","2229.5137","2374.9358","1533.5248000000001","1424.1603","1642.8893","1196.2600666666667","1187.3466","1206.9133"
"3755","2377.4994","2301.6003","2418.3562","1519.0859","1418.2233","1619.9485","1196.0252333333335","1185.3152","1207.2408"
"3768","2338.9272","2285.5786","2433.85","1491.67065","1379.6309","1603.7104","1197.4348666666667","1189.6261","1203.398"
"3781","2346.9815999999996","2223.325","2493.8464","1513.3575","1385.2694","1641.4456","1203.5087","1195.8624","1215.4667"
"3794","2390.1819666666665","2263.1074","2469.1892","1538.4148500000001","1399.7139","1677.1158","1194.8565333333333","1186.6544","1200.6224"
"3807","2516.7876666666666","2383.2837","2708.2383","1511.8078500000001","1371.2356","1652.3801","1197.7729666666667","1188.3326","1205.6316"
"3820","2563.7978000000003","2494.524","2691.823","1533.52275","1381.7568","1685.2887","1202.8240333333333","1193.0826","1210.5149"
"3833","2471.173166666667","2345.8564","2676.5376","1527.64945","1388.7988","1666.5001","1202.6177","1193.5126","1213.1582"
"3846","2507.8871333333336","2456.501","2550.0146","1562.50465","1426.3729","1698.6364","1210.8740666666665","1196.5913","1221.4762"
"3859","2531.4752000000003","2455.1514","2592.9185","1557.277","1438.7793","1675.7747","1209.0409000000002","1198.8802","1217.7054"
"3872","2592.3253333333337","2453.6926","2683.5054","1543.3475","1432.1862","1654.5088","1205.2018333333333","1187.7943","1218.0767"
"3885","2566.595933333333","2448.508","2739.854","1557.5128","1437.9124","1677.1132","1211.6571333333334","1202.8818","1228.8397"
"3898","2580.2164","2484.9246","2745.4067","1547.5058","1428.5206","1666.491","1218.1355333333333","1206.719","1224.1875"
"3911","2677.689066666667","2638.01","2745.0122","1552.5902","1428.7828","1676.3976","1220.5686666666668","1212.3141","1230.2275"
"3924","2712.1812999999997","2650.0024","2834.1614","1587.25235","1444.6544","1729.8503","1222.2269","1205.6041","1239.7606"
"3937","2656.2521","2552.2393","2784.161","1568.25735","1423.4354","1713.0793","1226.7347333333335","1220.411","1234.1548"
"3950","2851.6967666666665","2731.1196","2974.0706","1621.21505","1407.3042","1835.1259","1226.0021666666667","1213.7474","1236.017"
"3963","2757.6672333333336","2632.0486","2904.9575","1610.72325","1476.4937","1744.9528","1223.8334000000002","1211.1558","1235.2234"
"3976","2820.476466666667","2702.517","2958.6484","1646.4151499999998","1471.6725","1821.1578","1234.6972333333333","1221.608","1247.6487"
"3989","2879.5572666666667","2717.465","2968.7388","1604.3060500000001","1467.4121","1741.2","1235.7020666666667","1225.9841","1247.5222"
"4002","2886.3147666666664","2842.2913","2926.115","1639.6653999999999","1424.3667","1854.9641","1238.2262333333335","1229.723","1254.782"
"4015","2816.7364333333335","2477.4812","3268.7869","1589.2497","1443.2897","1735.2097","1244.1081000000001","1238.2572","1250.7506"
"4028","2874.2028666666665","2860.1157","2900.8445","1600.2553","1438.0642","1762.4464","1240.0078333333333","1226.7573","1253.2617"
"4041","2955.301033333333","2899.4014","3005.9883","1612.49875","1462.51","1762.4875","1237.8197666666667","1229.3497","1252.4088"
"4054","2976.757","2879.9775","3065.9229","1632.0812500000002","1502.4218","1761.7407","1245.8184333333331","1232.7621","1260.6389"
"4067","3189.211666666666","2912.2324","3408.627","1647.7012","1497.0337","1798.3687","1248.7749000000001","1239.6941","1264.2646"
"4080","3080.077366666667","2980.4958","3195.334","1646.43025","1480.3859","1812.4746","1244.5514333333333","1226.5732","1253.56"
"4093","3125.7413","3045.4192","3238.9475","1656.06515","1500.5704","1811.5599","1248.2218","1234.787","1268.7024"
"4106","3355.8046","3044.2336","3609.8303","1657.59825","1508.6327","1806.5638","1253.9071333333331","1234.7804","1267.2667"
"4119","3366.6910666666663","3295.0005","3408.2585","1633.1104","1501.9774","1764.2434","1251.5026","1238.9457","1274.094"
"4132","3271.778166666667","3089.4414","3507.6028","1627.5859500000001","1514.4529","1740.719","1252.5657","1237.5385","1277.0385"
"4145","3526.6329666666666","3333.809","3715.7205","1703.2685000000001","1538.132","1868.405","1253.9703333333332","1243.8995","1271.4241"
"4158","3424.5651333333335","3225.84","3728.7922","1734.6174","1561.6833","1907.5515","1255.2494333333334","1231.7175","1286.7803"
"4171","3686.5341666666664","3540.9883","3762.7175","1657.09625","1509.4252","1804.7673","1262.0535","1243.7291","1295.9299"
"4184","3530.1809","3362.432","3621.0527","1714.65515","1534.637","1894.6733","1255.9575666666667","1230.8638","1283.7069"
"4197","3657.1603333333333","3043.9858","4008.7476","1667.7217","1508.4281","1827.0153","1269.5657333333331","1247.3412","1300.161"
"4210","3367.4282333333335","3113.2993","3526.116","1679.62595","1534.7073","1824.5446","1265.4931666666669","1251.5851","1288.3608"
"4223","3572.3016000000002","3336.3743","4040.645","1715.0918000000001","1552.5651","1877.6185","1269.6247333333333","1252.2031","1302.0736"
"4236","3748.870033333333","3521.0056","3866.1104","1725.67555","1526.6511","1924.7","1263.6538333333335","1242.1029","1301.2612"
"4249","3756.772233333333","3519.635","3880.5867","1722.172","1581.9738","1862.3702","1272.3165666666666","1254.6498","1304.1372"
"4262","3979.176833333333","3416.8704","4427.5786","1721.2694999999999","1536.5294","1906.0096","1275.4836666666667","1256.3075","1299.4954"
"4275","3715.0579333333335","3573.5925","3895.1895","1696.1537","1532.2089","1860.0985","1270.5858333333333","1251.1633","1308.8569"
"4288","3905.9040666666665","3716.2852","4239.3804","1724.7143500000002","1563.8773","1885.5514","1270.1810666666668","1257.208","1293.7268"
"4301","4046.2619666666665","3807.0093","4406.0854","1762.7747","1567.9371","1957.6123","1275.4694","1256.5621","1305.0907"
"4314","4027.8375666666666","3734.3267","4326.685","1733.27195","1560.9045","1905.6394","1276.0023333333331","1253.5964","1305.0258"
"4327","4155.700333333333","4022.5366","4293.541","1783.1154000000001","1572.8252","1993.4056","1281.0267000000001","1258.7488","1314.1776"
"4340","4237.860333333333","4152.907","4370.348","1814.8953000000001","1609.1096","2020.681","1287.4489333333333","1255.3881","1323.3585"
"4353","4111.893466666666","3910.8877","4394.57","1782.01045","1609.5623","1954.4586","1287.4170666666666","1260.0203","1320.658"
"4366","4339.248966666667","3865.2253","4759.5356","1777.5475","1604.321","1950.774","1296.1037666666668","1265.0945","1330.6237"
"4379","4710.588433333333","4579.115","4841.9253","1753.5836","1596.1682","1910.999","1286.5951333333333","1266.6125","1322.788"
"4392","4565.4526000000005","4491.1255","4663.0923","1757.49065","1575.2046","1939.7767","1292.9201333333333","1270.3627","1335.0035"
"4405","4371.688399999999","4178.7314","4557.74","1805.1884","1653.2628","1957.114","1292.043","1262.799","1341.7361"
"4418","4409.341566666666","4059.4612","4598.003","1839.0360999999998","1654.244","2023.8282","1297.3290333333332","1278.2113","1334.9922"
"4431","5055.431133333333","4476.6514","5401.982","1834.84855","1667.0709","2002.6262","1301.3720333333333","1273.0646","1345.6036"
"4444","4767.777133333334","4421.3164","5133.435","1826.44025","1656.7465","1996.134","1298.2063","1274.495","1342.2592"
"4457","4743.875466666666","4288.546","5146.202","1825.08545","1636.9094","2013.2615","1302.7541666666666","1281.0363","1343.2811"
"4470","5030.684466666667","4498.1284","5564.536","1832.04575","1702.3698","1961.7217","1312.0182333333335","1289.7944","1353.1346"
"4483","4991.090766666666","4603.751","5186.347","1895.98375","1666.7455","2125.222","1312.9304","1279.2076","1364.2538"
"4496","5098.7271","4949.355","5215.359","1854.6526","1698.6499","2010.6553","1310.7135333333333","1286.2389","1353.6008"
"4509","5250.1910333333335","4660.8457","6039.6304","1914.6759","1689.3428","2140.009","1315.9386","1286.4647","1363.3877"
"4522","5173.952333333334","5035.017","5323.713","1900.0221499999998","1669.7631","2130.2812","1313.6582","1289.0032","1358.5406"
"4535","5355.845166666667","4764.331","5735.955","1868.9495000000002","1693.8746","2044.0244","1320.005","1289.7955","1369.2361"
"4548","5278.431633333334","4914.3896","5471.0825","1936.67615","1705.908","2167.4443","1315.2139333333334","1286.5858","1367.7173"
"4561","5330.036566666667","4938.56","5658.12","1919.48065","1665.172","2173.7893","1320.3686","1280.6115","1378.835"
"4574","5082.4003","4611.4644","5527.298","1903.18455","1760.4886","2045.8805","1326.2444","1288.4791","1383.8191"
"4587","5379.6083","5004.342","5817.2856","1900.7224500000002","1726.4059","2075.039","1324.9835333333333","1290.3932","1372.7382"
"4600","5641.743666666666","5273.7573","6066.377","1915.6715","1700.4485","2130.8945","1330.3114666666668","1288.389","1390.683"
"4613","5637.853166666667","5491.369","5837.8525","1860.3868","1708.3074","2012.4662","1334.2866333333334","1297.821","1386.723"
"4626","5640.803666666667","5066.7466","6073.5464","1913.28445","1684.1656","2142.4033","1329.5611666666666","1286.8394","1397.1722"
"4639","5902.526366666666","5550.501","6240.3174","1943.54645","1727.9166","2159.1763","1335.2194333333334","1288.1948","1402.7937"
"4652","5518.922333333333","5182.559","5776.188","1987.13175","1716.4312","2257.8323","1336.7086666666667","1293.0883","1386.3739"
"4665","5548.4942","4786.7","6080.4746","1956.431","1692.6183","2220.2437","1334.5003333333334","1286.8785","1396.8555"
"4678","5768.046466666667","5097.5264","6245.59","1951.1539","1753.0602","2149.2476","1332.0823666666665","1289.7761","1383.1681"
"4691","5873.016200000001","5618.3706","6319.396","2017.75695","1832.2375","2203.2764","1333.7583666666667","1286.946","1386.559"
"4704","6009.4458","5888.853","6103.481","1971.6028000000001","1741.0576","2202.148","1344.2560666666668","1290.7233","1393.3368"
"4717","6103.2268","5761.612","6495.2314","1933.62645","1707.6477","2159.6052","1347.668","1299.7117","1410.5931"
"4730","6202.767766666667","5887.793","6460.1953","2029.9362","1787.8014","2272.071","1337.1766666666665","1294.0071","1386.9261"
"4743","6290.6143","5936.611","6535.2905","1982.44535","1758.46","2206.4307","1343.082","1290.4031","1394.1796"
"4756","5965.728033333333","5096.1396","6564.3555","1988.63195","1729.4469","2247.817","1342.5487666666668","1297.0494","1398.4814"
"4769","6152.1387","5739.716","6543.8354","2072.9018","1796.8771","2348.9265","1350.6292333333333","1299.6658","1409.633"
"4782","6196.021966666667","6022.4683","6442.1636","1937.7058000000002","1769.9878","2105.4238","1344.3430333333333","1302.5327","1386.3206"
"4795","6386.3081999999995","6176.142","6730.1826","2028.6238","1805.4004","2251.8472","1353.0048333333334","1297.2473","1408.0101"
"4808","6172.136566666667","5819.79","6596.0527","2051.5031","1795.1912","2307.815","1347.0338666666667","1295.8704","1396.4891"
"4821","6414.912","6063.411","6868.845","2082.6759","1822.8157","2342.5361","1349.8909333333334","1302.4655","1395.0144"
"4834","6540.1061","5739.4097","7272.727","2199.7147","1796.186","2603.2434","1349.9018333333333","1298.081","1401.641"
"4847","6441.7210000000005","6102.06","6697.266","2082.95875","1820.9431","2344.9744","1361.7245333333333","1310.7266","1407.908"
"4860","6362.679466666667","5669.3584","6958.541","2166.13445","1796.4515","2535.8174","1355.5441666666668","1293.5123","1415.1125"
"4873","6259.899233333333","5833.659","6761.277","2138.04065","1843.5186","2432.5627","1358.0654333333332","1302.8601","1409.8966"
"4886","6372.698166666666","5732.989","7189.855","2098.3992","1832.3196","2364.4788","1363.3145666666667","1312.4268","1418.5208"
"4899","6834.631333333334","6250.719","7650.729","2105.29085","1819.6261","2390.9556","1365.4347","1312.1735","1413.7389"
"4912","6743.567866666667","6442.4043","7269.2427","2126.30015","1846.7585","2405.8418","1375.0280666666667","1310.7478","1422.4233"
"4925","6729.473999999999","6404.604","7079.888","2078.99505","1798.8087","2359.1814","1374.1280666666669","1308.8849","1428.9993"
"4938","6940.463133333334","6654.986","7121.398","2226.2009","1964.538","2487.8638","1365.9914666666666","1304.6438","1418.0996"
"4951","6625.4795","6378.2812","6796.0903","2150.02845","1841.5066","2458.5503","1373.1891666666663","1321.135","1427.9723"
"4964","6874.893","6773.265","7024.506","2163.5012500000003","1861.3091","2465.6934","1377.161033333333","1314.3291","1435.4797"
"4977","6870.132866666667","6404.859","7207.4346","2096.9804","1837.138","2356.8228","1377.0331999999999","1319.585","1440.4698"
"4990","6740.181666666666","6614.651","6839.147","2217.1018","1890.1906","2544.013","1373.1402666666665","1306.6864","1440.3147"
"5003","6647.8512666666675","6001.762","7019.094","2347.5617","1899.4213","2795.7021","1382.4979999999998","1324.6743","1446.5756"
"5016","6853.2959","6300.3447","7382.3174","2244.78735","1914.6277","2574.947","1380.0084","1326.6422","1439.2584"
"5029","7155.320166666667","6670.6895","7744.0977","2273.1138","1940.1505","2606.0771","1379.7816","1319.9967","1444.7731"
"5042","6677.759300000001","6591.1704","6722.0347","2233.8512","1894.8364","2572.866","1385.0880666666665","1329.9271","1441.6959"
"5055","6828.917233333334","6588.303","7252.7607","2242.5461","1895.5272","2589.565","1388.2053666666668","1321.3478","1455.083"
"5068","7018.910866666666","6651.807","7616.597","2217.0016","1927.4436","2506.5596","1392.1213","1324.4534","1457.3854"
"5081","6872.956866666666","6783.1196","6985.382","2246.1416","1917.5415","2574.7417","1388.3854666666666","1325.5153","1456.4995"
"5094","7031.259733333333","6333.1855","7387.0527","2307.64185","2011.1785","2604.1052","1390.615966666667","1314.8732","1463.3558"
"5107","6812.599099999999","6345.1113","7280.9116","2422.16525","2026.3464","2817.9841","1398.5991333333334","1327.2921","1464.2039"
"5120","7148.6430666666665","6812.267","7435.0186","2385.06","1933.3417","2836.7783","1400.1345000000001","1333.2966","1462.764"
"5133","7158.705833333333","6687.654","7440.6055","2245.9556000000002","1946.8619","2545.0493","1400.8094666666666","1330.1976","1463.86"
"5146","7154.182466666666","6719.883","7610.6904","2423.5018999999998","1974.3519","2872.6519","1396.3078333333333","1313.3877","1474.2792"
"5159","7246.153299999999","6944.7705","7674.727","2355.7475","2009.677","2701.818","1396.6422333333333","1318.9241","1471.5981"
"5172","7066.412499999999","6950.173","7153.94","2517.8954","2044.3998","2991.391","1397.2376000000002","1322.6189","1468.6333"
"5185","7174.262699999999","6982.0513","7301.0005","2376.27045","1960.3165","2792.2244","1402.2870333333333","1324.7719","1474.714"
"5198","7289.117066666666","6711.922","7926.7485","2428.13415","2045.3403","2810.928","1402.5197666666666","1325.3633","1470.0869"
"5211","7248.1465","7087.7383","7377.5747","2428.32015","2078.6318","2778.0085","1410.3772666666666","1329.6871","1482.2081"
"5224","7187.565833333334","6936.381","7571.3145","2454.73025","2108.7559","2800.7046","1411.0736333333334","1332.0875","1481.598"
"5237","7214.1849","7060.6157","7324.819","2421.3618500000002","2065.6353","2777.0884","1413.0111333333332","1332.2449","1489.8228"
"5250","7297.303599999999","7231.884","7368.4985","2482.79185","2163.7163","2801.8674","1414.3333666666665","1335.5131","1485.9274"
"5263","7322.9137","6877.5693","7875.6943","2479.88","2085.1807","2874.5793","1419.0147666666664","1341.5735","1496.6677"
"5276","7634.684066666668","7341.247","7974.1846","2517.40305","2028.0144","3006.7917","1421.2432333333334","1342.1262","1494.2941"
"5289","7523.011833333334","7255.425","7668.569","2477.1557000000003","2101.6064","2852.705","1417.3396999999998","1334.8549","1491.4176"
"5302","7559.7536666666665","7313.258","7771.859","2455.3434500000003","2016.1461","2894.5408","1432.4247333333333","1356.8422","1500.1245"
"5315","7494.103566666668","7291.1953","7692.3364","2525.1773","2036.1406","3014.214","1421.1494","1346.5521","1487.5588"
"5328","7517.4316","7315.5107","7832.1567","2503.2791500000003","2121.059","2885.4993","1431.019933333333","1355.4161","1504.4623"
"5341","7820.047466666667","7560.561","7964.118","2659.2920000000004","2124.5383","3194.0457","1432.3113999999998","1353.1769","1504.2693"
"5354","7517.332966666666","7206.4316","7893.372","2630.74115","2182.528","3078.9543","1439.1894","1355.4585","1509.038"
"5367","7437.797766666667","7043.7607","7724.2236","2645.3091","2164.6182","3126","1433.633966666667","1344.9465","1508.3949"
"5380","7369.601299999999","6939.884","7693.6733","2685.5852","2213.8867","3157.2837","1431.5920666666668","1341.5999","1500.4926"
"5393","7456.411800000001","7274.6143","7780.5444","2667.05955","2078.2927","3255.8264","1439.6400999999998","1345.8573","1509.6077"
"5406","7355.988766666666","7120.4976","7690.5024","2544.65905","2129.2551","2960.063","1440.4065","1354.1318","1504.3245"
"5419","7449.561433333333","7143.8853","7721.14","2603.49915","2069.4683","3137.53","1445.3121","1352.8867","1508.288"
"5432","7830.074766666666","7607.1123","8004.672","2586.0782499999996","2132.5525","3039.604","1442.8509000000001","1343.579","1508.8079"
"5445","7619.961833333334","7515.0225","7738.545","2700.754","2149.8198","3251.6882","1448.1579666666667","1355.6132","1505.2513"
"5458","7495.4241","7213.3896","7680.5737","2788.9795","2056.6643","3521.2947","1449.965","1362.0725","1514.4224"
"5471","7526.786233333332","7026.267","8028.474","2585.83735","2167.9817","3003.693","1454.9251666666667","1362.0706","1522.8198"
"5484","7741.7067","7461.5474","8140.269","2685.53845","2200.4783","3170.5986","1448.7496","1354.4681","1523.1979"
"5497","7454.998733333334","7174.6865","7951.0547","2718.7993","2172.6226","3264.976","1462.4784666666665","1365.1644","1534.5054"
"5510","7635.255833333334","7166.9385","8229.877","2841.11755","2292.3135","3389.9216","1462.9544999999998","1364.6033","1532.7177"
"5523","7639.0228","7526.9663","7841.1626","2959.74265","2324.3525","3595.1328","1462.6674333333333","1364.7052","1533.2274"
"5536","7507.107033333334","7323.2427","7631.0054","3008.1177","2263.4275","3752.8079","1468.2201333333333","1377.1505","1534.6863"
"5549","7579.0292","7484.05","7644.165","2911.0875","2318.6677","3503.5073","1467.1916333333331","1373.7057","1531.6943"
"5562","7719.633366666666","7513.986","8007.5176","2986.8806","2272.0708","3701.6904","1469.5069","1376.2753","1541.5105"
"5575","7612.540533333333","7195.9146","7827.651","2786.8064000000004","2284.5354","3289.0774","1470.3989000000001","1375.7783","1546.4835"
"5588","7544.458833333333","7026.39","7840.569","2767.31415","2279.7773","3254.851","1479.4923","1389.6396","1545.1996"
"5601","7652.657","7537.555","7850.839","3010.9411499999997","2383.417","3638.4653","1471.5560333333333","1374.6576","1537.021"
"5614","7885.319766666667","7786.674","7960.5083","2769.7909","2214.1406","3325.4412","1478.572766666667","1380.0052","1554.4854"
"5627","7982.188899999998","7481.6113","8342.47","2983.49975","2332.093","3634.9065","1481.4907333333333","1383.0085","1551.0355"
"5640","7593.211866666667","7106.574","8037.13","3159.82175","2279.0747","4040.5688","1488.8402333333333","1389.5885","1558.1743"
"5653","7778.189566666667","7382.797","8234.28","3097.0814","2378.4316","3815.7312","1488.2306","1380.4458","1554.4607"
"5666","8076.282766666666","7812.4653","8332.956","2910.63785","2339.68","3481.5957","1487.1441666666667","1379.9194","1560.5378"
"5679","7883.046333333333","7484.111","8218.702","3296.2137","2427.7644","4164.663","1494.3796000000002","1398.1467","1563.5985"
"5692","7839.323666666667","7439.177","8213.04","3224.0738499999998","2593.1152","3855.0325","1491.1932666666664","1387.8191","1562.6488"
"5705","7868.5718333333325","7436.0215","8492.346","3021.72045","2464.6367","3578.8042","1496.5469999999998","1391.4246","1574.0803"
"5718","8064.875266666667","7299.2734","8762.41","3308.3097","2454.3684","4162.251","1496.3758","1388.1628","1575.4183"
"5731","8078.250566666667","7604.894","8470.491","3214.4066000000003","2396.8862","4031.927","1500.9789333333335","1390.0743","1572.406"
"5744","7866.469166666667","7529.92","8205.968","3089.70665","2528.6018","3650.8115","1501.3858666666667","1393.1305","1573.8423"
"5757","7908.733333333334","7768.694","8169.028","3125.03135","2452.0227","3798.04","1504.3178333333333","1398.9061","1576.356"
"5770","8066.811233333334","7806.733","8249.978","3332.65825","2519.858","4145.4585","1511.7533666666668","1402.307","1587.355"
"5783","7991.799466666667","7760.2114","8224.77","3469.8508","2506.726","4432.9756","1507.3798666666664","1399.1093","1586.3542"
"5796","8028.983333333333","7699.242","8464.1455","3333.95835","2391.2637","4276.653","1517.5851999999998","1408.5372","1589.8772"
"5809","7565.711900000001","7350.506","7700.6367","3340.7969999999996","2594.961","4086.633","1516.1273","1407.5557","1601.7783"
"5822","7966.806133333333","7508.475","8480.21","3444.7661","2394.5422","4494.99","1522.1110666666666","1411.138","1599.3274"
"5835","8197.991433333334","7733.4146","8794.881","3032.4043","2483.9302","3580.8784","1515.7253666666666","1406.36","1598.6887"
"5848","7830.393133333334","7431.499","8281.677","3455.62795","2494.8604","4416.3955","1520.1184","1398.4113","1605.7996"
"5861","8219.12","8030.923","8374.509","3333.22825","2484.6345","4181.822","1526.5296333333335","1415.1504","1610.5183"
"5874","8025.481333333333","7501.866","8383.859","3327.0996999999998","2659.7927","3994.4067","1524.3337333333332","1417.0216","1604.1046"
