"Step","env_name: myoLegHillyTerrainWalkT2A-v0 - rollout/ep_rew_mean","env_name: myoLegHillyTerrainWalkT2A-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegHillyTerrainWalkT2A-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegHillyTerrainWalkT2Apca-v0 - rollout/ep_rew_mean","env_name: myoLegHillyTerrainWalkT2Apca-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegHillyTerrainWalkT2Apca-v0 - rollout/ep_rew_mean__MAX","env_name: myoLegHillyTerrainWalk-v0 - rollout/ep_rew_mean","env_name: myoLegHillyTerrainWalk-v0 - rollout/ep_rew_mean__MIN","env_name: myoLegHillyTerrainWalk-v0 - rollout/ep_rew_mean__MAX"
"687","349.08299","348.1098","350.05618","361.1394","359.26614","363.01266","277.69692","270.7381","287.63522"
"700","351.760375","349.89532","353.62543","364.083435","362.39417","365.7727","283.56106","280.1332","286.70798"
"713","354.38803","352.15964","356.61642","367.121325","361.74677","372.49588","288.1378466666667","285.58737","290.76477"
"726","357.51442","355.56024","359.4686","373.43021","370.4101","376.45032","292.6128566666667","287.10437","296.14426"
"739","358.12471500000004","357.00153","359.2479","375.34729","373.04724","377.64734","292.8027266666667","288.94678","295.0471"
"752","359.51481","356.5425","362.48712","381.92917","381.08817","382.77017","296.0931033333333","294.7571","297.76663"
"765","360.70426","360.04752","361.361","386.50662","384.7344","388.27884","298.9160866666667","298.81522","299.03897"
"778","363.344055","361.85403","364.83408","392.90110000000004","389.3677","396.4345","303.47952333333336","302.0988","305.7499"
"791","365.12915","363.332","366.9263","397.37694","395.6312","399.12268","306.35359666666665","301.98557","311.99597"
"804","367.960435","366.13843","369.78244","404.517945","404.07092","404.96497","308.71451666666667","307.36987","309.78674"
"817","369.498915","369.41516","369.58267","410.88883","409.96466","411.813","315.41633333333334","311.731","318.64813"
"830","372.191235","371.51657","372.8659","414.58588","411.23166","417.9401","315.64334333333335","315.10178","316.51062"
"843","374.07480999999996","373.7994","374.35022","422.420425","418.77185","426.069","317.01539","313.048","320.94992"
"856","377.30858","376.66736","377.9498","426.571785","422.28427","430.8593","321.5678633333333","317.85248","327.40323"
"869","379.255355","377.57898","380.93173","434.77628500000003","433.0172","436.53537","324.43458333333336","322.8065","327.19882"
"882","381.06714999999997","379.10226","383.03204","440.098615","437.09573","443.1015","327.77153","323.84692","332.38007"
"895","384.07028","383.1586","384.98196","446.003985","443.56815","448.43982","329.18178","324.55154","331.60104"
"908","386.310365","385.37543","387.2453","452.030285","450.88815","453.17242","333.52991000000003","330.1273","335.49356"
"921","386.68807000000004","384.8892","388.48694","460.73816999999997","458.12244","463.3539","339.56482","338.62726","340.31598"
"934","390.50993500000004","389.24887","391.771","468.324785","468.22632","468.42325","337.91660666666667","335.98212","339.4193"
"947","392.17635","390.641","393.7117","472.733825","464.25812","481.20953","344.1187366666666","340.53915","349.67136"
"960","393.42888500000004","392.00797","394.8498","479.11493","476.9968","481.23306","347.89101","345.78296","350.49197"
"973","395.1234","392.71915","397.52765","486.84633499999995","482.68127","491.0114","350.93534999999997","345.90402","353.52313"
"986","397.812775","395.52393","400.10162","497.39523499999996","494.085","500.70547","354.2369366666667","352.9974","355.87198"
"999","400.463255","398.80304","402.12347","508.93946500000004","507.34473","510.5342","362.9794100000001","359.74292","366.04858"
"1012","403.39386","401.41446","405.37326","515.97722","511.4896","520.46484","365.68909","363.3704","369.87564"
"1025","404.92939","402.01938","407.8394","523.3297","515.9574","530.702","373.23353333333336","370.53238","376.07852"
"1038","392.74423","377.97006","407.5184","532.6657","524.3806","540.9508","371.55187666666666","366.08707","376.68106"
"1051","400.96621500000003","390.6607","411.27173","540.70848","532.6691","548.74786","378.71962333333335","377.77585","379.97546"
"1064","401.97113","391.39874","412.54352","553.2940000000001","546.4605","560.1275","383.91618666666665","380.75104","385.6585"
"1077","407.24073999999996","397.2822","417.19928","559.64398","559.2965","559.99146","389.00622666666663","384.83554","391.97144"
"1090","411.38998000000004","402.39944","420.38052","576.6290799999999","568.70966","584.5485","393.59005666666667","386.62164","399.5733"
"1103","412.71653000000003","403.79706","421.636","587.875","586.39716","589.35284","400.3441133333333","393.87402","403.6712"
"1116","416.16343","407.4854","424.84146","597.1856700000001","594.5008","599.87054","402.82259","400.28598","407.07202"
"1129","417.84685","409.94214","425.75156","606.51053","602.3053","610.71576","411.10419666666667","408.17358","413.74875"
"1142","420.906685","413.0587","428.75467","625.66907","623.47144","627.8667","409.0083333333334","402.75043","415.16135"
"1155","421.03215","411.8798","430.1845","640.8660150000001","638.03973","643.6923","417.92583999999994","405.09503","427.24652"
"1168","424.13703499999997","414.18747","434.0866","647.895565","646.21313","649.578","433.15961666666664","425.48523","443.86307"
"1181","427.224925","419.1542","435.29565","663.8807850000001","650.84717","676.9144","434.3217466666667","424.94794","445.55316"
"1194","407.40207499999997","378.16705","436.6371","681.6265000000001","669.4876","693.7654","446.8593066666667","439.41547","456.31195"
"1207","425.824635","411.5308","440.11847","690.205065","672.9271","707.48303","444.9874966666667","440.25403","447.7825"
"1220","428.4344","413.69107","443.17773","707.512665","692.51953","722.5058","451.75426666666664","442.7169","465.44846"
"1233","431.35720000000003","418.3066","444.4078","720.41373","704.77386","736.0536","457.7076633333333","444.14188","475.78476"
"1246","431.338975","417.49823","445.17972","738.17995","723.1513","753.2086","461.52750999999995","451.90308","470.77997"
"1259","435.06525999999997","421.20184","448.92868","746.8816750000001","735.22955","758.5338","467.5995966666667","458.38818","475.87463"
"1272","436.80521","423.46042","450.15","761.8115","743.056","780.567","470.3783166666667","460.23627","483.0939"
"1285","440.344805","426.20798","454.48163","772.1278199999999","750.8793","793.37634","476.3685433333333","466.50458","489.58243"
"1298","439.84032","425.7418","453.93884","782.534725","765.02765","800.0418","483.38553666666667","469.96902","498.60956"
"1311","442.80638","429.60632","456.00644","794.137605","776.32086","811.95435","489.36091000000005","473.5819","504.90778"
"1324","447.44396","435.1511","459.73682","805.9555","785.5768","826.3342","497.31748666666664","481.5731","511.48483"
"1337","448.05036500000006","436.19305","459.90768","812.371625","791.2814","833.46185","499.7947566666667","485.17737","518.5916"
"1350","450.69527","438.9072","462.48334","822.33618","797.81696","846.8554","505.3485933333334","489.91992","519.504"
"1363","452.53195","440.33026","464.73364","828.98195","817.3838","840.5801","508.3257833333334","480.94943","535.3139"
"1376","455.166275","442.03317","468.29938","840.737925","822.98285","858.493","515.4326233333334","491.51297","539.9964"
"1389","457.98825","446.60895","469.36755","849.8712499999999","844.6537","855.0888","520.81724","496.09735","550.7348"
"1402","459.88691500000004","446.8627","472.91113","853.6889799999999","836.51416","870.8638","531.07731","506.94373","549.5404"
"1415","463.33501","450.84592","475.8241","860.3261500000001","841.1108","879.5415","542.7046399999999","524.2153","571.44116"
"1428","465.14288999999997","454.31268","475.9731","877.5841","864.1249","891.0433","544.6663","513.0802","568.546"
"1441","466.941665","454.79877","479.08456","889.073185","874.5528","903.59357","547.2652099999999","526.0471","573.742"
"1454","469.58217","455.7497","483.41464","891.1158","869.4682","912.7634","545.37157","525.20776","561.25635"
"1467","469.683855","455.72348","483.64423","899.561975","874.7321","924.39185","558.1668800000001","533.1954","592.01324"
"1480","472.784745","459.60254","485.96695","902.69975","875.6734","929.7261","562.92998","537.1795","591.5101"
"1493","463.51806999999997","436.9939","490.04224","910.466265","893.19403","927.7385","571.4576866666666","535.3969","599.24316"
"1506","478.118965","462.14923","494.0887","931.83554","922.52295","941.14813","578.9713133333333","548.8319","615.91284"
"1519","480.03387499999997","465.53647","494.53128","924.606835","912.0435","937.17017","583.5625333333334","551.21014","614.8289"
"1532","482.891635","468.19247","497.5908","932.49822","925.51074","939.4857","589.9816133333334","561.09094","624.7883"
"1545","484.64239","471.37778","497.907","950.1831500000001","926.847","973.5193","596.6611133333334","552.48914","633.0703"
"1558","487.68079","474.44016","500.92142","937.178345","928.86615","945.49054","601.1049833333333","564.53845","635.8025"
"1571","489.551605","474.97226","504.13095","949.16833","928.24646","970.0902","609.0653666666666","560.7461","653.0019"
"1584","491.19569","477.21603","505.17535","981.1454200000001","979.89514","982.3957","612.7516866666666","580.2697","645.08936"
"1597","492.88975","477.3819","508.3976","974.216735","968.22107","980.2124","627.9569333333334","586.8858","670.2669"
"1610","496.76424","482.76096","510.76752","969.0331","963.5249","974.5413","637.7137666666667","595.2096","676.44214"
"1623","497.4624","484.52658","510.39822","980.75977","958.80664","1002.7129","629.6306833333333","597.1681","661.83575"
"1636","497.906525","484.89035","510.9227","996.34285","984.7424","1007.9433","636.7666333333334","603.48773","669.0748"
"1649","502.369815","489.31543","515.4242","994.786955","990.97314","998.60077","643.8604966666667","608.4234","676.63715"
"1662","504.16824499999996","492.30103","516.03546","1007.110445","995.25684","1018.96405","652.3603533333334","614.74384","691.32135"
"1675","506.76025000000004","494.6774","518.8431","1012.22065","995.7188","1028.7225","657.1871","620.9491","696.5803"
"1688","509.98362499999996","497.45255","522.5147","1018.3432","996.6041","1040.0823","668.88172","628.13666","707.303"
"1701","511.6518","500.5699","522.7337","1026.39535","1004.1166","1048.6741","669.2287","622.48346","697.1742"
"1714","513.49538","501.82626","525.1645","1026.354135","1014.25757","1038.4507","682.1470133333333","632.8544","718.4415"
"1727","514.65796","503.72357","525.59235","1036.82835","1026.9939","1046.6628","684.9931766666667","641.6222","725.02783"
"1740","517.547415","506.42963","528.6652","1042.4863","1041.2023","1043.7703","690.28478","642.76294","731.4108"
"1753","518.84747","506.71368","530.98126","1051.43075","1034.0905","1068.771","700.8675566666667","653.48334","732.37946"
"1766","523.49625","513.0769","533.9156","1034.36135","1021.0133","1047.7094","704.3865666666667","660.0381","753.2261"
"1779","524.53665","513.6155","535.4578","1050.8732","1039.1166","1062.6298","706.1002366666667","677.69556","734.9038"
"1792","525.49945","513.9604","537.0385","1075.2318500000001","1069.6543","1080.8094","710.7905566666667","666.29517","745.6093"
"1805","527.424015","515.07983","539.7682","1077.6853","1062.1561","1093.2145","718.9910333333333","677.7893","760.2098"
"1818","530.352","518.832","541.872","1074.50415","1048.1687","1100.8396","728.6337166666666","689.5192","760.65375"
"1831","532.23605","520.3736","544.0985","1084.5317","1060.5186","1108.5448","734.7546699999999","684.246","774.73395"
"1844","534.32155","522.1136","546.5295","1091.18325","1080.4948","1101.8717","734.3230833333333","686.6321","769.51715"
"1857","536.877595","524.01746","549.73773","1092.53955","1078.2311","1106.848","738.5658333333334","692.6547","775.49"
"1870","537.52112","523.3144","551.72784","1089.80645","1073.029","1106.5839","751.78638","709.4202","781.52344"
"1883","539.798865","525.02893","554.5688","1106.99125","1100.3125","1113.67","760.8521466666667","709.6683","791.62024"
"1896","542.6168250000001","525.7776","559.45605","1127.15935","1109.5022","1144.8165","754.3199","713.03076","778.5349"
"1909","545.1188","529.1705","561.0671","1114.38355","1102.4249","1126.3422","760.9548199999999","727.57916","787.6091"
"1922","548.08277","531.12354","565.042","1123.65045","1106.9467","1140.3542","768.5725233333334","733.43933","796.6624"
"1935","551.3831299999999","534.9479","567.81836","1124.02","1100.2943","1147.7457","776.3969333333333","727.151","807"
"1948","553.46108","535.2689","571.65326","1136.5099500000001","1136.0101","1137.0098","776.7507533333334","725.07556","824.2854"
"1961","555.993875","535.4908","576.49695","1133.6079","1118.073","1149.1428","783.31389","727.20044","815.36993"
"1974","558.1711499999999","538.3684","577.9739","1149.55735","1144.2395","1154.8752","792.4986333333333","737.7132","831.2256"
"1987","560.3675000000001","538.622","582.113","1158.7444","1155.8242","1161.6646","801.7508566666667","764.97437","836.2005"
"2000","562.7339","542.155","583.3128","1153.5163499999999","1151.2009","1155.8318","805.4893866666666","737.8882","847.48676"
"2013","566.14915","542.9969","589.3014","1167.20785","1166.1387","1168.277","804.7091333333333","758.2012","828.9367"
"2026","569.00388","545.9864","592.02136","1145.00485","1127.2885","1162.7212","817.4250900000001","769.89154","870.54486"
"2039","571.8362500000001","545.9406","597.7319","1176.546","1172.0742","1181.0178","815.3150933333333","768.78973","854.51605"
"2052","573.9305999999999","546.6455","601.2157","1170.65305","1162.669","1178.6371","830.1967233333334","776.2523","880.9589"
"2065","577.4896","548.092","606.8872","1188.4270000000001","1185.8173","1191.0367","817.2612666666668","769.449","859.3495"
"2078","579.2393999999999","550.2685","608.2103","1184.187","1181.3457","1187.0283","830.6965666666666","783.24084","867.27136"
"2091","583.70169","552.24225","615.16113","1170.2556","1165.1361","1175.3751","850.9297333333334","802.9205","875.5844"
"2104","586.4295950000001","554.47406","618.38513","1187.17915","1180.417","1193.9413","835.5199499999999","803.5065","865.685"
"2117","590.76828","555.52246","626.0141","1190.09985","1178.8937","1201.306","839.9225","799.04364","874.52"
"2130","594.87498","559.2264","630.52356","1208.9629","1202.4795","1215.4463","852.3928666666667","808.8835","885.883"
"2143","598.54645","560.4556","636.6373","1191.6255500000002","1186.8583","1196.3928","854.91645","811.6202","893.54675"
"2156","602.39995","562.0334","642.7665","1207.6504","1203.4758","1211.825","865.3129133333333","818.53894","897.8064"
"2169","606.232635","564.4436","648.02167","1215.08255","1207.2347","1222.9304","862.6378666666666","829.5223","884.4625"
"2182","612.3548499999999","566.4847","658.225","1211.6614","1210.2717","1213.0511","865.5897466666667","830.1751","883.7225"
"2195","616.49948","567.69476","665.3042","1222.2293","1210.8203","1233.6383","863.8818966666668","837.23486","887.51953"
"2208","620.62785","569.7117","671.544","1231.1767","1229.9197","1232.4337","878.0530100000001","843.1208","901.24023"
"2221","625.3162500000001","570.9524","679.6801","1228.09785","1225.9546","1230.2411","877.8548766666667","839.62524","904.09656"
"2234","628.6155","574.6565","682.5745","1237.11725","1236.6395","1237.595","883.7651633333334","851.89124","902.7303"
"2247","632.78702","573.9928","691.58124","1238.33005","1235.8029","1240.8572","887.1251633333333","847.13666","908.6897"
"2260","639.390465","576.73193","702.049","1242.57465","1223.9038","1261.2455","891.7911966666667","863.5816","911.75476"
"2273","642.7743499999999","578.2727","707.276","1242.1062499999998","1238.2024","1246.0101","891.7995466666666","862.64484","911.2349"
"2286","648.019","580.9829","715.0551","1254.32505","1251.3365","1257.3136","894.1834266666666","860.3853","922.77844"
"2299","656.200625","585.1565","727.24475","1255.4657499999998","1254.5535","1256.378","898.6051033333333","871.52045","919.56"
"2312","661.80017","584.64874","738.9516","1251.46605","1247.1405","1255.7916","902.4531133333334","858.73114","934.1262"
"2325","667.41032","587.37744","747.4432","1252.454","1246.1235","1258.7845","910.72518","872.4679","938.51794"
"2338","667.87082","583.30634","752.4353","1257.9993","1249.8708","1266.1278","916.8654966666667","888.23834","956.24725"
"2351","665.1414","573.7548","756.528","1270.34215","1265.5697","1275.1146","912.6527333333333","885.5174","938.2158"
"2364","679.21172","590.28784","768.1356","1269.49705","1256.9614","1282.0327","919.68889","885.2051","951.87744"
"2377","688.461735","592.4643","784.45917","1266.9873","1255.4398","1278.5348","921.7602666666667","889.6042","953.6607"
"2390","690.345175","595.91565","784.7747","1293.94805","1293.4862","1294.4099","929.6727300000001","905.49805","949.05994"
"2403","700.317775","598.66815","801.9674","1279.0970499999999","1267.9537","1290.2404","932.4184466666667","902.6452","951.7139"
"2416","702.99875","598.50214","807.49536","1284.903","1281.7827","1288.0233","935.909","897.0983","964.2612"
"2429","708.257625","601.622","814.89325","1291.5752499999999","1265.2278","1317.9227","940.8065","913.3686","957.9365"
"2442","715.238885","604.0847","826.39307","1277.92445","1274.89","1280.9589","941.4275766666666","915.4689","963.14923"
"2455","718.92225","606.9055","830.939","1288.8441","1288.4083","1289.2799","940.4228166666667","907.84625","972.7366"
"2468","724.9521649999999","609.44763","840.4567","1325.8886","1323.1342","1328.643","946.4556033333333","919.28577","967.98694"
"2481","727.70465","613.10364","842.30566","1309.9031","1307.2571","1312.5491","947.8941233333334","926.03107","960.2718"
"2494","729.076815","613.87177","844.28186","1332.2588500000002","1325.2788","1339.2389","956.8905933333334","929.6409","983.34564"
"2507","734.4187300000001","618.2127","850.62476","1322.3165","1320.45","1324.183","958.4614633333332","931.90674","982.16675"
"2520","741.704425","621.9365","861.47235","1340.6029","1326.9481","1354.2577","951.7064466666667","929.8406","962.6762"
"2533","746.377875","623.58295","869.1728","1335.80045","1323.7211","1347.8798","962.6110199999999","924.65076","997.4229"
"2546","746.48245","625.7372","867.2277","1307.22155","1300.9923","1313.4508","972.1048566666665","950.25433","1005.75574"
"2559","750.7572749999999","629.3312","872.18335","1318.9102","1312.2406","1325.5798","968.8134466666667","933.35614","997.8088"
"2572","759.0092649999999","630.9907","887.02783","1333.2444","1324.196","1342.2928","961.9901666666666","945.27625","980.3176"
"2585","763.26917","632.28894","894.2494","1366.52565","1350.734","1382.3173","970.48299","949.88116","981.05945"
"2598","768.0978299999999","640.85266","895.343","1357.28655","1339.423","1375.1501","971.7127433333334","956.3186","979.90173"
"2611","773.1507799999999","641.838","904.46356","1338.0358","1323.7739","1352.2977","977.3152799999999","958.97754","1002.7682"
"2624","778.502665","647.49243","909.5129","1365.56225","1360.4235","1370.701","988.6920866666666","971.8982","1000.2029"
"2637","779.178085","649.15607","909.2001","1356.18655","1345.1451","1367.228","998.1932866666666","979.0871","1020.5483"
"2650","788.1235","655.5637","920.6833","1365.65625","1353.2548","1378.0577","994.1617733333334","969.42096","1011.95496"
"2663","794.656485","660.11127","929.2017","1360.6419","1343.0168","1378.267","990.3438166666666","972.90015","1022.4181"
"2676","796.37833","663.47546","929.2812","1360.9121","1343.7743","1378.0499","1001.8919833333333","976.0683","1026.1469"
"2689","801.700815","667.79803","935.6036","1360.8774","1352.1855","1369.5693","991.1743666666666","976.3696","1014.5896"
"2702","805.9442200000001","671.0207","940.86774","1366.3613","1354.2","1378.5226","995.65432","963.28284","1017.98627"
"2715","813.782915","679.76733","947.7985","1382.1937","1358.5616","1405.8258","991.159","964.9238","1009.7304"
"2728","819.1167","681.8426","956.3908","1374.66305","1371.3478","1377.9783","1009.73099","987.8705","1030.1382"
"2741","830.14185","687.116","973.1677","1359.6311","1352.506","1366.7562","1018.3786","1003.7807","1029.1587"
"2754","832.46003","691.77606","973.144","1390.7411","1386.0145","1395.4677","1014.4685799999999","998.65314","1030.31"
"2767","840.669715","698.41693","982.9225","1425.6448500000001","1418.6305","1432.6592","1019.7879333333334","1009.3368","1028.1857"
"2780","844.10298","703.27026","984.9357","1389.02885","1387.4923","1390.5654","1017.7849466666667","1007.2685","1036.374"
"2793","849.7874300000001","709.52826","990.0466","1402.41445","1357.5154","1447.3135","1022.1109333333333","999.7466","1037.0045"
"2806","860.26605","713.0893","1007.4428","1426.9904999999999","1422.2924","1431.6886","1018.9757166666667","1005.86865","1030.725"
"2819","866.98471","717.83575","1016.13367","1393.2768999999998","1368.2784","1418.2754","1023.2042299999999","1006.95544","1040.7239"
"2832","879.9392500000001","728.4577","1031.4208","1415.25385","1407.2775","1423.2302","1039.4445","1025.1005","1052.9553"
"2845","876.57197","726.02264","1027.1213","1433.44405","1430.5719","1436.3162","1034.1914333333332","1016.3001","1043.9532"
"2858","876.70755","735.8657","1017.5494","1411.2325500000002","1406.1128","1416.3523","1037.1656666666665","1025.9585","1058.8984"
"2871","890.62645","738.4996","1042.7533","1412.09465","1398.5144","1425.6749","1040.4171666666668","1031.8312","1056.0426"
"2884","899.079515","750.87103","1047.288","1435.6073000000001","1421.4282","1449.7864","1039.8507666666667","1027.8755","1062.3352"
"2897","910.23675","755.2331","1065.2404","1440.6188","1438.7092","1442.5284","1042.7607","1012.1343","1069.0516"
"2910","910.7425000000001","761.3274","1060.1576","1414.76235","1408.5037","1421.021","1049.4296333333334","1037.3208","1064.6464"
"2923","916.2129","767.5247","1064.9011","1437.7458","1424.9196","1450.572","1059.1551666666667","1046.4468","1075.1323"
"2936","919.09575","770.666","1067.5255","1423.9099999999999","1396.7938","1451.0262","1047.3612333333333","1027.0189","1058.4209"
"2949","936.4658","776.1098","1096.8218","1466.4308500000002","1443.6221","1489.2396","1059.4338666666665","1041.519","1084.0217"
"2962","939.70425","782.6385","1096.77","1459.4988","1441.4536","1477.544","1056.9228333333333","1043.8822","1071.283"
"2975","948.9137499999999","797.8683","1099.9592","1436.12975","1427.5808","1444.6787","1051.4849","1045.7094","1063.0256"
"2988","951.74532","794.65594","1108.8347","1450.0106500000002","1446.6113","1453.41","1067.3039333333334","1042.2988","1095.9801"
"3001","956.23415","804.0207","1108.4476","1455.27155","1433.0271","1477.516","1067.7384666666667","1048.7083","1092.9005"
"3014","962.95808","813.83356","1112.0826","1492.9246","1484.7415","1501.1077","1068.7457000000002","1052.5131","1093.0319"
"3027","971.98162","821.91364","1122.0496","1478.35615","1456.3875","1500.3248","1071.8344666666667","1051.5297","1090.4827"
